corridor_count,corridors_with_speed_results,corridors_with_all_periods,corridors_with_complete_interval_coverage,corridor_mean_speed_mae_mph,corridor_mean_speed_mape_pct,corridor_mean_speed_rmse_mph,corridor_mean_cube_vs_observed_speed_mae_mph,corridor_mean_cube_vs_observed_speed_mape_pct,corridor_mean_taplite_vs_cube_speed_mae_mph,corridor_mean_taplite_vs_cube_speed_mape_pct,congestion_duration_mae_min,congestion_duration_mape_pct,cube_congestion_duration_mae_min,corridors_with_observed_congestion,mean_congestion_iou_pct,mean_tmc_comparison_coverage_pct
66,66,66,49,3.228623696969697,8.232276196969698,3.6286270454545453,6.256635257575757,15.016848727272729,4.250252515151515,14.813672015151516,119.77272727272727,97.68334022727272,235.9090909090909,44,52.98463571698113,98.31625565151515
