corridor,period,matched_interval_count,mae_mph,mape_pct,mape_interval_count,rmse_mph,mean_bias_mph,wmape_pct,r_squared,cube_vs_observed_matched_interval_count,cube_vs_observed_mae_mph,cube_vs_observed_mape_pct,cube_vs_observed_mape_interval_count,cube_vs_observed_rmse_mph,cube_vs_observed_mean_bias_mph,cube_vs_observed_wmape_pct,cube_vs_observed_r_squared,taplite_vs_cube_matched_interval_count,taplite_vs_cube_mae_mph,taplite_vs_cube_mape_pct,taplite_vs_cube_mape_interval_count,taplite_vs_cube_rmse_mph,taplite_vs_cube_mean_bias_mph,taplite_vs_cube_wmape_pct,taplite_vs_cube_r_squared,congestion_valid_interval_count,observed_congestion_duration_min,model_congestion_duration_min,congestion_duration_error_min,congestion_duration_absolute_error_min,congestion_duration_ape_pct,congestion_overlap_min,congestion_union_min,congestion_iou_pct,congestion_precision_pct,congestion_recall_pct,congestion_f1_pct,congestion_interval_accuracy_pct,observed_congestion_episode_count,model_congestion_episode_count,observed_first_congestion_start_min,model_first_congestion_start_min,congestion_onset_error_min,observed_last_congestion_end_min,model_last_congestion_end_min,congestion_clearance_error_min,cube_vs_observed_congestion_valid_interval_count,cube_vs_observed_observed_congestion_duration_min,cube_vs_observed_model_congestion_duration_min,cube_vs_observed_congestion_duration_error_min,cube_vs_observed_congestion_duration_absolute_error_min,cube_vs_observed_congestion_duration_ape_pct,cube_vs_observed_congestion_overlap_min,cube_vs_observed_congestion_union_min,cube_vs_observed_congestion_iou_pct,cube_vs_observed_congestion_precision_pct,cube_vs_observed_congestion_recall_pct,cube_vs_observed_congestion_f1_pct,cube_vs_observed_congestion_interval_accuracy_pct,cube_vs_observed_observed_congestion_episode_count,cube_vs_observed_model_congestion_episode_count,cube_vs_observed_observed_first_congestion_start_min,cube_vs_observed_model_first_congestion_start_min,cube_vs_observed_congestion_onset_error_min,cube_vs_observed_observed_last_congestion_end_min,cube_vs_observed_model_last_congestion_end_min,cube_vs_observed_congestion_clearance_error_min,mean_observed_speed_mph,mean_model_speed_mph,mean_cube_qvdf_speed_mph,mean_observed_length_coverage_pct,mean_model_length_coverage_pct,mean_cube_qvdf_length_coverage_pct,cbi_tmc_count,mapped_tmc_count,eligible_tmc_count,qa_matched_tmc_count,gmns_link_count_used,gmns_corridor_length_mi,cube_qvdf_link_count_available,taplite_zero_cube_positive_link_count,tmc_mapping_coverage_pct,tmc_comparison_coverage_pct,qa_matched_share_of_mapped_pct
US29_SB,PM,16,1.007416,3.768696,16,1.118562,-0.460027,3.729296,0.771728,16,1.248190,4.694252,16,1.490290,-0.464570,4.620603,0.690699,16,0.413667,1.638122,16,0.527284,0.004543,1.558126,0.960692,16,240,240,0,0,0.000000,240,240,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,900.000000,900.000000,0.000000,1140.000000,1140.000000,0.000000,16,240,240,0,0,0.000000,240,240,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,900.000000,900.000000,0.000000,1140.000000,1140.000000,0.000000,27.013574,26.553548,26.549004,97.558117,100.000000,100.000000,48,48.000000,48.000000,46.000000,125.000000,33.700000,125.000000,0.000000,100.000000,100.000000,95.833333
US50_EB,AM,12,1.831374,5.511919,12,1.927349,1.831374,5.354652,0.982880,12,1.655205,4.965520,12,1.853473,0.551536,4.839559,0.712402,12,1.580199,4.959667,12,2.392530,1.279839,4.546932,0.627820,12,90,0,-90,90,100.000000,0,90,0.000000,,0.000000,,50.000000,1,0,450.000000,,,540.000000,,,12,90,60,-30,30,33.333333,45,105,42.857143,75.000000,50.000000,60.000000,66.666667,1,1,450.000000,435.000000,-15.000000,540.000000,495.000000,-45.000000,34.201560,36.032934,34.753096,96.546929,100.000000,100.000000,51,51.000000,51.000000,50.000000,114.000000,39.650000,114.000000,0.000000,100.000000,100.000000,98.039216
US50_EB,MD,24,1.000513,2.900733,24,1.066881,-0.975392,2.918968,0.634897,24,1.236140,3.589645,24,1.526047,0.425430,3.606403,0.203157,24,1.796173,5.078831,24,2.104624,-1.400821,5.176041,0.087684,24,15,105,90,90,600.000000,15,105,14.285714,14.285714,100.000000,25.000000,75.000000,1,1,885.000000,795.000000,-90.000000,900.000000,900.000000,0.000000,24,15,75,60,60,400.000000,15,75,20.000000,20.000000,100.000000,33.333333,83.333333,1,2,885.000000,705.000000,-180.000000,900.000000,900.000000,0.000000,34.276250,33.300858,34.701680,98.948990,100.000000,100.000000,51,51.000000,51.000000,50.000000,114.000000,39.650000,114.000000,0.000000,100.000000,100.000000,98.039216
US50_EB,PM,16,0.422280,1.299456,16,0.531309,0.417488,1.312621,0.932287,16,1.580611,4.937049,16,1.837261,0.184024,4.913197,0.696532,16,1.280814,4.208150,16,1.727790,0.233464,3.958660,0.615624,16,225,165,-60,60,26.666667,165,225,73.333333,100.000000,73.333333,84.615385,75.000000,1,1,900.000000,930.000000,30.000000,1125.000000,1095.000000,-30.000000,16,225,105,-120,120,53.333333,105,225,46.666667,100.000000,46.666667,63.636364,50.000000,1,1,900.000000,975.000000,75.000000,1125.000000,1080.000000,-45.000000,32.170720,32.588208,32.354744,98.626365,100.000000,100.000000,51,51.000000,51.000000,50.000000,114.000000,39.650000,114.000000,0.000000,100.000000,100.000000,98.039216
US50_WB,AM,12,0.637244,1.744010,12,0.734423,0.452523,1.720971,0.918273,12,1.757685,4.815230,12,2.254197,0.376212,4.746888,0.277327,12,1.741163,4.899637,12,2.360189,0.076311,4.654971,0.176972,12,0,0,0,0,,0,0,,,,,100.000000,0,0,,,,,,,12,0,15,15,15,,0,15,0.000000,0.000000,,,91.666667,0,1,,450.000000,,,465.000000,,37.028165,37.480688,37.404377,99.852212,100.000000,100.000000,50,50.000000,50.000000,49.000000,113.000000,39.660000,113.000000,0.000000,100.000000,100.000000,98.000000
US50_WB,MD,24,1.422672,3.899711,24,1.476237,-1.422672,3.903319,0.649668,24,1.229287,3.380178,24,1.792214,-0.721564,3.372738,0.255793,24,1.615952,4.547859,24,1.912724,-0.701108,4.523157,0.090609,24,0,0,0,0,,0,0,,,,,100.000000,0,0,,,,,,,24,0,45,45,45,,0,45,0.000000,0.000000,,,87.500000,0,1,,705.000000,,,750.000000,,36.447753,35.025081,35.726189,98.377635,100.000000,100.000000,50,50.000000,50.000000,49.000000,113.000000,39.660000,113.000000,0.000000,100.000000,100.000000,98.000000
US50_WB,PM,16,0.723055,2.274342,16,0.994152,-0.664477,2.216740,0.920632,16,1.501383,4.749528,16,2.235750,-1.129966,4.602933,0.784619,16,0.956747,3.344389,16,1.333003,0.465490,3.038450,0.939053,16,165,165,0,0,0.000000,165,165,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,930.000000,930.000000,0.000000,1095.000000,1095.000000,0.000000,16,165,150,-15,15,9.090909,150,165,90.909091,100.000000,90.909091,95.238095,93.750000,1,1,930.000000,945.000000,15.000000,1095.000000,1095.000000,0.000000,32.617957,31.953480,31.487991,97.963864,100.000000,100.000000,50,50.000000,50.000000,49.000000,113.000000,39.660000,113.000000,0.000000,100.000000,100.000000,98.000000
VA120_NB,AM,12,1.668000,7.323778,12,1.871219,1.316431,7.016436,0.781824,12,3.366574,14.736303,12,3.863126,3.155827,14.161484,0.261694,12,1.839396,6.650675,12,2.137826,-1.839396,6.830648,0.707591,12,180,180,0,0,0.000000,180,180,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,360.000000,360.000000,0.000000,540.000000,540.000000,0.000000,12,180,180,0,0,0.000000,180,180,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,360.000000,360.000000,0.000000,540.000000,540.000000,0.000000,23.772749,25.089179,26.928576,96.938469,100.000000,100.000000,16,16.000000,16.000000,16.000000,61.000000,9.040000,61.000000,0.000000,100.000000,100.000000,100.000000
VA120_NB,MD,24,1.413839,6.009707,24,1.495567,-1.413757,6.051012,0.036118,24,4.640148,19.692761,24,5.517737,4.560396,19.859116,0.503759,24,5.974152,20.113916,24,6.872818,-5.974152,21.393006,0.112920,24,360,360,0,0,0.000000,360,360,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,540.000000,540.000000,0.000000,900.000000,900.000000,0.000000,24,360,300,-60,60,16.666667,300,360,83.333333,100.000000,83.333333,90.909091,83.333333,1,3,540.000000,540.000000,0.000000,900.000000,900.000000,0.000000,23.365331,21.951575,27.925727,99.891501,100.000000,100.000000,16,16.000000,16.000000,16.000000,61.000000,9.040000,61.000000,0.000000,100.000000,100.000000,100.000000
VA120_NB,PM,16,0.833003,3.832665,16,1.025988,0.798760,3.778886,0.008293,16,3.534999,16.192142,16,3.948351,3.534999,16.036383,0.451582,16,2.736239,10.428626,16,3.081102,-2.736239,10.697369,0.001966,16,240,240,0,0,0.000000,240,240,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,900.000000,900.000000,0.000000,1140.000000,1140.000000,0.000000,16,240,240,0,0,0.000000,240,240,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,900.000000,900.000000,0.000000,1140.000000,1140.000000,0.000000,22.043616,22.842376,25.578615,96.922409,100.000000,100.000000,16,16.000000,16.000000,16.000000,61.000000,9.040000,61.000000,0.000000,100.000000,100.000000,100.000000
VA120_SB,AM,12,0.662358,2.559088,12,0.871499,-0.384654,2.663375,0.895731,12,3.273627,13.372145,12,3.786432,3.235905,13.163430,0.255276,12,3.620559,12.463030,12,4.108075,-3.620559,12.882256,0.204914,12,180,180,0,0,0.000000,180,180,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,360.000000,360.000000,0.000000,540.000000,540.000000,0.000000,12,180,180,0,0,0.000000,180,180,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,360.000000,360.000000,0.000000,540.000000,540.000000,0.000000,24.869105,24.484451,28.105010,97.340968,100.000000,100.000000,17,17.000000,17.000000,15.000000,60.000000,8.890000,60.000000,0.000000,100.000000,100.000000,88.235294
VA120_SB,MD,24,1.076269,4.593998,24,1.105315,-1.076269,4.597296,0.729581,24,5.134125,21.823424,24,6.034088,5.054268,21.930483,0.297175,24,6.130537,20.241356,24,7.066157,-6.130537,21.536972,0.008106,24,360,360,0,0,0.000000,360,360,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,540.000000,540.000000,0.000000,900.000000,900.000000,0.000000,24,360,270,-90,90,25.000000,270,360,75.000000,100.000000,75.000000,85.714286,75.000000,1,3,540.000000,540.000000,0.000000,900.000000,900.000000,0.000000,23.410908,22.334639,28.465176,100.000000,100.000000,100.000000,17,17.000000,17.000000,15.000000,60.000000,8.890000,60.000000,0.000000,100.000000,100.000000,88.235294
VA120_SB,PM,16,0.388745,1.836610,16,0.456170,0.388745,1.824992,0.805790,16,2.036778,9.667139,16,2.247628,2.036778,9.561807,0.334451,16,1.648033,6.993601,16,1.859747,-1.648033,7.061598,0.155274,16,240,240,0,0,0.000000,240,240,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,900.000000,900.000000,0.000000,1140.000000,1140.000000,0.000000,16,240,240,0,0,0.000000,240,240,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,900.000000,900.000000,0.000000,1140.000000,1140.000000,0.000000,21.301187,21.689932,23.337965,98.873856,100.000000,100.000000,17,17.000000,17.000000,15.000000,60.000000,8.890000,60.000000,0.000000,100.000000,100.000000,88.235294
VA123_NB,AM,12,0.835034,2.723084,12,0.947475,0.835034,2.634619,0.982205,12,1.211822,3.930433,12,1.545108,1.156149,3.823422,0.888677,12,0.949182,2.960283,12,1.133943,-0.321114,2.889371,0.869225,12,120,120,0,0,0.000000,120,120,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,420.000000,420.000000,0.000000,540.000000,540.000000,0.000000,12,120,120,0,0,0.000000,120,120,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,420.000000,420.000000,0.000000,540.000000,540.000000,0.000000,31.694687,32.529721,32.850835,96.110942,100.000000,100.000000,36,36.000000,36.000000,36.000000,108.000000,29.120000,108.000000,0.000000,100.000000,100.000000,100.000000
VA123_NB,MD,24,2.079403,6.469520,24,2.224774,-2.079403,6.503731,0.000004,24,1.202801,3.744994,24,1.467424,0.686288,3.761991,0.535979,24,2.765691,8.238994,24,3.231244,-2.765691,8.468452,0.025357,24,360,360,0,0,0.000000,360,360,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,540.000000,540.000000,0.000000,900.000000,900.000000,0.000000,24,360,225,-135,135,37.500000,225,360,62.500000,100.000000,62.500000,76.923077,62.500000,1,3,540.000000,540.000000,0.000000,900.000000,900.000000,0.000000,31.972461,29.893059,32.658749,98.071882,100.000000,100.000000,36,36.000000,36.000000,36.000000,108.000000,29.120000,108.000000,0.000000,100.000000,100.000000,100.000000
VA123_NB,PM,16,0.486039,1.642132,16,0.571053,0.486039,1.622414,0.912216,16,1.369409,4.599058,16,1.537891,0.726001,4.571132,0.462945,16,1.066504,3.532377,16,1.255649,-0.239962,3.475791,0.659593,16,240,240,0,0,0.000000,240,240,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,900.000000,900.000000,0.000000,1140.000000,1140.000000,0.000000,16,240,240,0,0,0.000000,240,240,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,900.000000,900.000000,0.000000,1140.000000,1140.000000,0.000000,29.957764,30.443803,30.683764,98.643753,100.000000,100.000000,36,36.000000,36.000000,36.000000,108.000000,29.120000,108.000000,0.000000,100.000000,100.000000,100.000000
VA123_SB,AM,12,0.382005,1.111409,12,0.492861,0.265110,1.088167,0.956780,12,2.053796,5.910709,12,2.413577,1.070023,5.850377,0.415073,12,1.924487,5.364538,12,2.348416,-0.804913,5.319878,0.391221,12,75,45,-30,30,40.000000,45,75,60.000000,100.000000,60.000000,75.000000,83.333333,1,1,465.000000,495.000000,30.000000,540.000000,540.000000,0.000000,12,75,45,-30,30,40.000000,15,105,14.285714,33.333333,20.000000,25.000000,50.000000,1,2,465.000000,435.000000,-30.000000,540.000000,540.000000,0.000000,35.105367,35.370476,36.175389,98.920426,100.000000,100.000000,37,37.000000,37.000000,37.000000,108.000000,29.120000,108.000000,0.000000,100.000000,100.000000,100.000000
VA123_SB,MD,24,1.774748,5.473287,24,1.908384,-1.774748,5.452575,0.744207,24,1.642000,5.027562,24,1.957806,1.018405,5.044734,0.508582,24,2.793152,8.053575,24,3.373275,-2.793152,8.321077,0.283039,24,285,360,75,75,26.315789,285,360,79.166667,79.166667,100.000000,88.372093,79.166667,3,1,540.000000,540.000000,0.000000,900.000000,900.000000,0.000000,24,285,165,-120,120,42.105263,150,300,50.000000,90.909091,52.631579,66.666667,58.333333,3,3,540.000000,540.000000,0.000000,900.000000,900.000000,0.000000,32.548795,30.774047,33.567199,98.624815,100.000000,100.000000,37,37.000000,37.000000,37.000000,108.000000,29.120000,108.000000,0.000000,100.000000,100.000000,100.000000
VA123_SB,PM,16,1.257183,4.730266,16,1.517264,-1.049572,4.640251,0.882829,16,1.353208,5.144700,16,1.725582,-1.167270,4.994678,0.905999,16,0.812458,3.180376,16,0.908442,0.117698,3.133793,0.849936,16,240,240,0,0,0.000000,240,240,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,900.000000,900.000000,0.000000,1140.000000,1140.000000,0.000000,16,240,240,0,0,0.000000,240,240,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,900.000000,900.000000,0.000000,1140.000000,1140.000000,0.000000,27.092992,26.043420,25.925722,98.173561,100.000000,100.000000,37,37.000000,37.000000,37.000000,108.000000,29.120000,108.000000,0.000000,100.000000,100.000000,100.000000
VA234_NB,AM,12,1.746810,4.308256,12,2.066667,1.624219,4.200182,0.645181,12,2.040536,4.986221,12,2.686365,0.115176,4.906442,0.505253,12,2.251617,6.019228,12,3.505272,1.509043,5.399032,0.304383,12,0,0,0,0,,0,0,,,,,100.000000,0,0,,,,,,,12,0,30,30,30,,0,30,0.000000,0.000000,,,83.333333,0,1,,435.000000,,,465.000000,,41.588908,43.213127,41.704084,96.109039,100.000000,100.000000,21,21.000000,21.000000,19.000000,66.000000,31.670000,66.000000,0.000000,100.000000,100.000000,90.476190
VA234_NB,MD,24,1.551495,3.628890,24,1.795747,-1.551495,3.671080,0.148286,24,2.139509,4.951698,24,3.449834,-1.406145,5.062412,0.290141,24,2.013989,5.104263,24,2.535223,-0.145350,4.929421,0.001291,24,0,0,0,0,,0,0,,,,,100.000000,0,0,,,,,,,24,0,60,60,60,,0,60,0.000000,0.000000,,,83.333333,0,1,,690.000000,,,750.000000,,42.262640,40.711145,40.856494,97.831266,100.000000,100.000000,21,21.000000,21.000000,19.000000,66.000000,31.670000,66.000000,0.000000,100.000000,100.000000,90.476190
VA234_NB,PM,16,1.768272,4.341596,16,1.997750,0.562325,4.288484,0.390996,16,2.280025,5.641513,16,3.004054,-1.502642,5.529607,0.738229,16,2.437205,6.897774,16,3.887193,2.064967,6.134359,0.339494,16,0,0,0,0,,0,0,,,,,100.000000,0,0,,,,,,,16,0,60,60,60,,0,60,0.000000,0.000000,,,75.000000,0,1,,990.000000,,,1050.000000,,41.233036,41.795361,39.730394,96.013260,100.000000,100.000000,21,21.000000,21.000000,19.000000,66.000000,31.670000,66.000000,0.000000,100.000000,100.000000,90.476190
VA234_SB,AM,10,1.895214,4.378102,10,2.372255,1.852178,4.287017,0.452017,10,2.620369,6.086047,10,3.562649,-0.778654,5.927333,0.600989,12,3.258501,8.712606,12,5.156925,2.834388,7.576097,0.104780,10,0,0,0,0,,0,0,,,,,100.000000,0,0,,,,,,,10,0,30,30,30,,0,30,0.000000,0.000000,,,80.000000,0,1,,435.000000,,,495.000000,,44.208220,45.844669,43.010282,90.787811,100.000000,100.000000,22,22.000000,22.000000,19.000000,67.000000,31.920000,67.000000,0.000000,100.000000,100.000000,86.363636
VA234_SB,MD,24,1.315343,3.017213,24,1.542089,-1.315343,3.026950,0.444980,24,2.489988,5.677491,24,3.896207,-2.016345,5.730117,0.000450,24,2.276482,5.909027,24,3.151754,0.701002,5.493699,0.073214,24,0,0,0,0,,0,0,,,,,100.000000,0,0,,,,,,,24,0,60,60,60,,0,60,0.000000,0.000000,,,83.333333,0,1,,690.000000,,,750.000000,,43.454399,42.139056,41.438053,98.693816,100.000000,100.000000,22,22.000000,22.000000,19.000000,67.000000,31.920000,67.000000,0.000000,100.000000,100.000000,86.363636
VA234_SB,PM,16,3.353089,9.002618,16,3.983667,3.353089,8.701833,0.148211,16,2.070775,5.451384,16,2.473354,0.668601,5.374011,0.752785,16,2.863779,8.334204,16,4.446926,2.684488,7.305237,0.279000,16,105,0,-105,105,100.000000,0,105,0.000000,,0.000000,,56.250000,1,0,975.000000,,,1080.000000,,,16,105,75,-30,30,28.571429,75,105,71.428571,100.000000,71.428571,83.333333,87.500000,1,1,975.000000,975.000000,0.000000,1080.000000,1050.000000,-30.000000,38.533130,41.886219,39.201731,96.285863,100.000000,100.000000,22,22.000000,22.000000,19.000000,67.000000,31.920000,67.000000,0.000000,100.000000,100.000000,86.363636
VA236_EB,AM,12,0.961834,3.734477,12,1.247531,0.924261,3.529493,0.912890,12,3.066520,11.636485,12,3.560978,3.066290,11.252732,0.502368,12,2.142029,6.932349,12,2.540609,-2.142029,7.065290,0.630741,12,180,180,0,0,0.000000,180,180,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,360.000000,360.000000,0.000000,540.000000,540.000000,0.000000,12,180,120,-60,60,33.333333,120,180,66.666667,100.000000,66.666667,80.000000,66.666667,1,2,360.000000,360.000000,0.000000,540.000000,540.000000,0.000000,27.251343,28.175604,30.317633,97.922029,100.000000,100.000000,20,20.000000,20.000000,20.000000,73.000000,15.440000,73.000000,0.000000,100.000000,100.000000,100.000000
VA236_EB,MD,24,1.168441,4.621129,24,1.227416,-1.168441,4.613770,0.840370,24,3.195919,12.562787,24,3.732817,3.136874,12.619585,0.361608,24,4.305315,14.571622,24,4.863927,-4.305315,15.126565,0.122533,24,360,360,0,0,0.000000,360,360,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,540.000000,540.000000,0.000000,900.000000,900.000000,0.000000,24,360,360,0,0,0.000000,360,360,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,540.000000,540.000000,0.000000,900.000000,900.000000,0.000000,25.325073,24.156633,28.461948,99.415838,100.000000,100.000000,20,20.000000,20.000000,20.000000,73.000000,15.440000,73.000000,0.000000,100.000000,100.000000,100.000000
VA236_EB,PM,16,0.334995,1.506332,16,0.374474,0.189472,1.504299,0.826537,16,1.322418,6.019232,16,1.449791,1.284912,5.938333,0.257560,16,1.095440,4.658861,16,1.194529,-1.095440,4.650743,0.593203,16,240,240,0,0,0.000000,240,240,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,900.000000,900.000000,0.000000,1140.000000,1140.000000,0.000000,16,240,240,0,0,0.000000,240,240,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,900.000000,900.000000,0.000000,1140.000000,1140.000000,0.000000,22.269178,22.458650,23.554090,98.985563,100.000000,100.000000,20,20.000000,20.000000,20.000000,73.000000,15.440000,73.000000,0.000000,100.000000,100.000000,100.000000
VA236_WB,AM,12,1.028197,3.991626,12,1.201228,1.021174,3.868094,0.918926,12,3.286656,12.616157,12,3.692775,3.286656,12.364449,0.454096,12,2.265481,7.455669,12,2.581300,-2.265481,7.584939,0.651379,12,180,180,0,0,0.000000,180,180,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,360.000000,360.000000,0.000000,540.000000,540.000000,0.000000,12,180,135,-45,45,25.000000,135,180,75.000000,100.000000,75.000000,85.714286,75.000000,1,2,360.000000,360.000000,0.000000,540.000000,540.000000,0.000000,26.581497,27.602672,29.868153,99.049910,100.000000,100.000000,20,20.000000,20.000000,20.000000,73.000000,15.440000,73.000000,0.000000,100.000000,100.000000,100.000000
VA236_WB,MD,23,0.882042,3.491331,23,0.944653,-0.882042,3.505468,0.691773,23,4.001056,15.860183,23,4.524554,4.001056,15.901248,0.229697,24,4.683286,15.523299,24,5.307042,-4.683286,16.189208,0.040271,23,345,345,0,0,0.000000,345,345,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,540.000000,540.000000,0.000000,885.000000,885.000000,0.000000,23,345,315,-30,30,8.695652,315,345,91.304348,100.000000,91.304348,95.454545,91.304348,1,2,540.000000,540.000000,0.000000,885.000000,885.000000,0.000000,25.161902,24.245156,28.928442,98.698947,100.000000,100.000000,20,20.000000,20.000000,20.000000,73.000000,15.440000,73.000000,0.000000,100.000000,100.000000,100.000000
VA236_WB,PM,16,0.447702,1.961016,16,0.497660,0.067610,1.943482,0.807510,16,1.557235,6.828663,16,1.702071,1.557235,6.759977,0.467411,16,1.489625,6.057716,16,1.688892,-1.489625,6.057027,0.483446,16,240,240,0,0,0.000000,240,240,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,900.000000,900.000000,0.000000,1140.000000,1140.000000,0.000000,16,240,240,0,0,0.000000,240,240,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,900.000000,900.000000,0.000000,1140.000000,1140.000000,0.000000,23.036094,23.103704,24.593329,97.882013,100.000000,100.000000,20,20.000000,20.000000,20.000000,73.000000,15.440000,73.000000,0.000000,100.000000,100.000000,100.000000
VA237_EB,AM,8,0.528305,2.559563,8,0.739644,0.265583,2.386408,0.979150,8,2.915310,13.780534,8,3.325295,2.868861,13.168747,0.120173,12,2.576621,10.532226,12,2.893319,-2.576621,10.735673,0.562353,8,120,120,0,0,0.000000,120,120,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,360.000000,360.000000,0.000000,480.000000,480.000000,0.000000,8,120,120,0,0,0.000000,120,120,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,360.000000,360.000000,0.000000,480.000000,480.000000,0.000000,22.138100,21.423935,24.000556,87.780014,100.000000,100.000000,10,10.000000,10.000000,9.000000,28.000000,4.190000,28.000000,0.000000,100.000000,100.000000,90.000000
VA237_EB,MD,24,0.776470,3.892454,24,0.832631,-0.773416,3.915424,0.030582,24,3.494066,17.522078,24,4.109088,3.490917,17.619152,0.448480,24,4.264333,17.399945,24,4.873518,-4.264333,18.284604,0.265562,24,360,360,0,0,0.000000,360,360,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,540.000000,540.000000,0.000000,900.000000,900.000000,0.000000,24,360,360,0,0,0.000000,360,360,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,540.000000,540.000000,0.000000,900.000000,900.000000,0.000000,19.831069,19.057653,23.321986,100.000000,100.000000,100.000000,10,10.000000,10.000000,9.000000,28.000000,4.190000,28.000000,0.000000,100.000000,100.000000,90.000000
VA237_EB,PM,14,0.508611,2.882835,14,0.594102,0.201001,2.875151,0.775223,14,4.073172,23.438123,14,4.651544,4.073172,23.025432,0.558582,16,4.257952,18.565803,16,5.021455,-4.257952,19.398125,0.642955,14,210,210,0,0,0.000000,210,210,100.000000,100.000000,100.000000,100.000000,100.000000,2,2,900.000000,900.000000,0.000000,1140.000000,1140.000000,0.000000,14,210,210,0,0,0.000000,210,210,100.000000,100.000000,100.000000,100.000000,100.000000,2,2,900.000000,900.000000,0.000000,1140.000000,1140.000000,0.000000,17.689884,17.692378,21.950330,94.963975,100.000000,100.000000,10,10.000000,10.000000,9.000000,28.000000,4.190000,28.000000,0.000000,100.000000,100.000000,90.000000
VA237_NB,AM,12,0.180831,0.626780,12,0.221506,0.009551,0.622814,0.952610,12,1.462390,5.047035,12,1.746042,1.462390,5.036735,0.209642,12,1.452839,4.664764,12,1.757873,-1.452839,4.763897,0.137567,12,180,180,0,0,0.000000,180,180,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,360.000000,360.000000,0.000000,540.000000,540.000000,0.000000,12,180,135,-45,45,25.000000,135,180,75.000000,100.000000,75.000000,85.714286,75.000000,1,3,360.000000,360.000000,0.000000,540.000000,540.000000,0.000000,29.034477,29.044028,30.496867,100.000000,100.000000,100.000000,1,1.000000,1.000000,1.000000,5.000000,1.660000,5.000000,0.000000,100.000000,100.000000,100.000000
VA237_NB,MD,22,0.396799,1.379969,22,0.486590,-0.305888,1.389503,0.002010,22,2.118805,7.408767,22,2.542711,2.065288,7.419593,0.154899,24,2.569353,8.067185,24,3.058934,-2.569353,8.334078,0.007514,22,330,330,0,0,0.000000,330,330,100.000000,100.000000,100.000000,100.000000,100.000000,2,2,540.000000,540.000000,0.000000,900.000000,900.000000,0.000000,22,330,210,-120,120,36.363636,210,330,63.636364,100.000000,63.636364,77.777778,63.636364,2,3,540.000000,540.000000,0.000000,900.000000,900.000000,0.000000,28.556888,28.260125,30.829478,91.666667,100.000000,100.000000,1,1.000000,1.000000,1.000000,5.000000,1.660000,5.000000,0.000000,100.000000,100.000000,100.000000
VA237_NB,PM,16,1.593023,5.856193,16,1.980549,-1.586052,5.751961,0.827232,16,2.581881,9.491486,16,3.157633,-2.581625,9.322454,0.802103,16,0.995573,4.266366,16,1.193523,0.995573,3.964267,0.993771,16,240,240,0,0,0.000000,240,240,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,900.000000,900.000000,0.000000,1140.000000,1140.000000,0.000000,16,240,240,0,0,0.000000,240,240,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,900.000000,900.000000,0.000000,1140.000000,1140.000000,0.000000,27.695294,26.109241,25.113669,100.000000,100.000000,100.000000,1,1.000000,1.000000,1.000000,5.000000,1.660000,5.000000,0.000000,100.000000,100.000000,100.000000
