corridor,period,matched_interval_count,mae_mph,mape_pct,mape_interval_count,rmse_mph,mean_bias_mph,wmape_pct,r_squared,cube_vs_observed_matched_interval_count,cube_vs_observed_mae_mph,cube_vs_observed_mape_pct,cube_vs_observed_mape_interval_count,cube_vs_observed_rmse_mph,cube_vs_observed_mean_bias_mph,cube_vs_observed_wmape_pct,cube_vs_observed_r_squared,taplite_vs_cube_matched_interval_count,taplite_vs_cube_mae_mph,taplite_vs_cube_mape_pct,taplite_vs_cube_mape_interval_count,taplite_vs_cube_rmse_mph,taplite_vs_cube_mean_bias_mph,taplite_vs_cube_wmape_pct,taplite_vs_cube_r_squared,congestion_valid_interval_count,observed_congestion_duration_min,model_congestion_duration_min,congestion_duration_error_min,congestion_duration_absolute_error_min,congestion_duration_ape_pct,congestion_overlap_min,congestion_union_min,congestion_iou_pct,congestion_precision_pct,congestion_recall_pct,congestion_f1_pct,congestion_interval_accuracy_pct,observed_congestion_episode_count,model_congestion_episode_count,observed_first_congestion_start_min,model_first_congestion_start_min,congestion_onset_error_min,observed_last_congestion_end_min,model_last_congestion_end_min,congestion_clearance_error_min,cube_vs_observed_congestion_valid_interval_count,cube_vs_observed_observed_congestion_duration_min,cube_vs_observed_model_congestion_duration_min,cube_vs_observed_congestion_duration_error_min,cube_vs_observed_congestion_duration_absolute_error_min,cube_vs_observed_congestion_duration_ape_pct,cube_vs_observed_congestion_overlap_min,cube_vs_observed_congestion_union_min,cube_vs_observed_congestion_iou_pct,cube_vs_observed_congestion_precision_pct,cube_vs_observed_congestion_recall_pct,cube_vs_observed_congestion_f1_pct,cube_vs_observed_congestion_interval_accuracy_pct,cube_vs_observed_observed_congestion_episode_count,cube_vs_observed_model_congestion_episode_count,cube_vs_observed_observed_first_congestion_start_min,cube_vs_observed_model_first_congestion_start_min,cube_vs_observed_congestion_onset_error_min,cube_vs_observed_observed_last_congestion_end_min,cube_vs_observed_model_last_congestion_end_min,cube_vs_observed_congestion_clearance_error_min,mean_observed_speed_mph,mean_model_speed_mph,mean_cube_qvdf_speed_mph,mean_observed_length_coverage_pct,mean_model_length_coverage_pct,mean_cube_qvdf_length_coverage_pct,cbi_tmc_count,mapped_tmc_count,eligible_tmc_count,qa_matched_tmc_count,gmns_link_count_used,gmns_corridor_length_mi,cube_qvdf_link_count_available,taplite_zero_cube_positive_link_count,tmc_mapping_coverage_pct,tmc_comparison_coverage_pct,qa_matched_share_of_mapped_pct
VA237_SB,AM,12,0.783836,2.786391,12,0.859539,0.782372,2.742875,0.947495,12,3.020933,10.651934,12,3.445902,3.020933,10.571148,0.105135,12,2.238561,6.882733,12,2.694176,-2.238561,7.084484,0.186929,12,180,180,0,0,0.000000,180,180,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,360.000000,360.000000,0.000000,540.000000,540.000000,0.000000,12,180,75,-105,105,58.333333,75,180,41.666667,100.000000,41.666667,58.823529,41.666667,1,3,360.000000,360.000000,0.000000,540.000000,540.000000,0.000000,28.577156,29.359528,31.598089,100.000000,100.000000,100.000000,1,1.000000,1.000000,1.000000,5.000000,1.660000,5.000000,0.000000,100.000000,100.000000,100.000000
VA237_SB,MD,24,0.402059,1.486411,24,0.447336,-0.302592,1.477956,0.904080,24,3.067808,11.252089,24,3.537209,3.028530,11.277160,0.283909,24,3.331122,10.657997,24,3.858572,-3.331122,11.018434,0.154790,24,360,360,0,0,0.000000,360,360,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,540.000000,540.000000,0.000000,900.000000,900.000000,0.000000,24,360,240,-120,120,33.333333,240,360,66.666667,100.000000,66.666667,80.000000,66.666667,1,3,540.000000,540.000000,0.000000,900.000000,900.000000,0.000000,27.203731,26.901139,30.232261,100.000000,100.000000,100.000000,1,1.000000,1.000000,1.000000,5.000000,1.660000,5.000000,0.000000,100.000000,100.000000,100.000000
VA237_SB,PM,16,1.523292,6.246052,16,1.890306,-1.297483,6.138545,0.914933,16,1.266605,5.188586,16,1.552090,-1.002318,5.104153,0.917467,16,0.295165,1.307047,16,0.355460,-0.295165,1.239519,0.999174,16,240,240,0,0,0.000000,240,240,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,900.000000,900.000000,0.000000,1140.000000,1140.000000,0.000000,16,240,240,0,0,0.000000,240,240,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,900.000000,900.000000,0.000000,1140.000000,1140.000000,0.000000,24.815190,23.517706,23.812871,100.000000,100.000000,100.000000,1,1.000000,1.000000,1.000000,5.000000,1.660000,5.000000,0.000000,100.000000,100.000000,100.000000
VA237_WB,AM,10,1.153267,5.832197,10,1.338540,1.153267,5.517225,0.980366,10,4.749500,23.644106,10,5.260299,4.749500,22.721584,0.003460,12,3.194896,12.396964,12,3.710627,-3.194896,12.874778,0.320032,10,150,150,0,0,0.000000,150,150,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,360.000000,360.000000,0.000000,510.000000,510.000000,0.000000,10,150,150,0,0,0.000000,150,150,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,360.000000,360.000000,0.000000,510.000000,510.000000,0.000000,20.903031,21.620256,24.815152,93.769331,100.000000,100.000000,10,10.000000,10.000000,9.000000,28.000000,4.190000,28.000000,0.000000,100.000000,100.000000,90.000000
VA237_WB,MD,24,1.103623,5.523422,24,1.269215,-1.103623,5.570480,0.159674,24,3.038370,15.239505,24,3.560954,3.027302,15.336021,0.471334,24,4.130925,17.300240,24,4.697854,-4.130925,18.086925,0.066676,24,360,360,0,0,0.000000,360,360,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,540.000000,540.000000,0.000000,900.000000,900.000000,0.000000,24,360,360,0,0,0.000000,360,360,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,540.000000,540.000000,0.000000,900.000000,900.000000,0.000000,19.811984,18.708361,22.839286,100.000000,100.000000,100.000000,10,10.000000,10.000000,9.000000,28.000000,4.190000,28.000000,0.000000,100.000000,100.000000,90.000000
VA237_WB,PM,14,0.287287,1.506680,14,0.341178,-0.009743,1.499208,0.689550,14,2.640191,13.889626,14,3.021551,2.628657,13.777836,0.565239,16,2.862738,12.722304,16,3.287631,-2.862738,13.074379,0.332584,14,210,210,0,0,0.000000,210,210,100.000000,100.000000,100.000000,100.000000,100.000000,2,2,900.000000,900.000000,0.000000,1140.000000,1140.000000,0.000000,14,210,210,0,0,0.000000,210,210,100.000000,100.000000,100.000000,100.000000,100.000000,2,2,900.000000,900.000000,0.000000,1140.000000,1140.000000,0.000000,19.162595,19.033050,21.895788,94.941184,100.000000,100.000000,10,10.000000,10.000000,9.000000,28.000000,4.190000,28.000000,0.000000,100.000000,100.000000,90.000000
VA244_EB,AM,12,0.514228,2.154423,12,0.624978,0.341007,2.125998,0.785223,12,3.477717,14.461169,12,3.838821,3.477717,14.378084,0.198697,12,3.136711,11.034278,12,3.527408,-3.136711,11.338050,0.184796,12,180,180,0,0,0.000000,180,180,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,360.000000,360.000000,0.000000,540.000000,540.000000,0.000000,12,180,180,0,0,0.000000,180,180,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,360.000000,360.000000,0.000000,540.000000,540.000000,0.000000,24.187627,24.528634,27.665344,93.778805,100.000000,100.000000,15,15.000000,15.000000,12.000000,43.000000,7.910000,43.000000,0.000000,100.000000,100.000000,80.000000
VA244_EB,MD,24,0.296504,1.293684,24,0.321337,-0.260699,1.294297,0.768989,24,4.055574,17.689686,24,4.617784,4.055574,17.703379,0.070867,24,4.316273,15.354400,24,4.915377,-4.316273,16.007512,0.012257,24,360,360,0,0,0.000000,360,360,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,540.000000,540.000000,0.000000,900.000000,900.000000,0.000000,24,360,360,0,0,0.000000,360,360,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,540.000000,540.000000,0.000000,900.000000,900.000000,0.000000,22.908474,22.647775,26.964048,98.494305,100.000000,100.000000,15,15.000000,15.000000,12.000000,43.000000,7.910000,43.000000,0.000000,100.000000,100.000000,80.000000
VA244_EB,PM,16,0.684234,3.123851,16,0.801206,0.684234,3.096850,0.174387,16,2.769993,12.596727,16,3.056908,2.769993,12.537018,0.222375,16,2.085759,8.215470,16,2.334172,-2.085759,8.388500,0.191769,16,240,240,0,0,0.000000,240,240,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,900.000000,900.000000,0.000000,1140.000000,1140.000000,0.000000,16,240,240,0,0,0.000000,240,240,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,900.000000,900.000000,0.000000,1140.000000,1140.000000,0.000000,22.094511,22.778745,24.864504,98.202637,100.000000,100.000000,15,15.000000,15.000000,12.000000,43.000000,7.910000,43.000000,0.000000,100.000000,100.000000,80.000000
VA244_WB,AM,12,0.692834,2.922551,12,0.722787,-0.692834,2.936930,0.919470,12,5.934174,25.161722,12,6.933273,5.809112,25.155013,0.025129,12,6.501947,20.714142,12,7.524367,-6.501947,22.115814,0.024483,12,180,180,0,0,0.000000,180,180,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,360.000000,360.000000,0.000000,540.000000,540.000000,0.000000,12,180,120,-60,60,33.333333,120,180,66.666667,100.000000,66.666667,80.000000,66.666667,1,3,360.000000,360.000000,0.000000,540.000000,540.000000,0.000000,23.590423,22.897589,29.399535,96.281151,100.000000,100.000000,15,15.000000,15.000000,13.000000,45.000000,8.180000,45.000000,0.000000,100.000000,100.000000,86.666667
VA244_WB,MD,24,0.789120,3.543950,24,0.813331,-0.789120,3.545048,0.836018,24,6.328127,28.465045,24,7.414730,6.225874,28.428535,0.003401,24,7.014993,22.974454,24,8.075123,-7.014993,24.626414,0.013532,24,360,360,0,0,0.000000,360,360,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,540.000000,540.000000,0.000000,900.000000,900.000000,0.000000,24,360,240,-120,120,33.333333,240,360,66.666667,100.000000,66.666667,80.000000,66.666667,1,3,540.000000,540.000000,0.000000,900.000000,900.000000,0.000000,22.259772,21.470653,28.485646,99.670236,100.000000,100.000000,15,15.000000,15.000000,13.000000,45.000000,8.180000,45.000000,0.000000,100.000000,100.000000,86.666667
VA244_WB,PM,16,0.574504,2.768737,16,0.670925,-0.076420,2.776837,0.120014,16,1.808814,8.882900,16,2.136165,1.694901,8.742809,0.431689,16,1.771321,7.812326,16,1.965330,-1.771321,7.913311,0.111413,16,240,240,0,0,0.000000,240,240,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,900.000000,900.000000,0.000000,1140.000000,1140.000000,0.000000,16,240,240,0,0,0.000000,240,240,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,900.000000,900.000000,0.000000,1140.000000,1140.000000,0.000000,20.689163,20.612743,22.384063,98.886196,100.000000,100.000000,15,15.000000,15.000000,13.000000,45.000000,8.180000,45.000000,0.000000,100.000000,100.000000,86.666667
VA267_EB,AM,12,0.678715,1.054187,12,0.774679,0.645041,1.047527,0.849242,12,12.072951,18.715959,12,17.259006,-12.031105,18.633374,0.138114,12,12.676146,33.189632,12,17.909682,12.676146,24.025609,0.004078,12,0,0,0,0,,0,0,,,,,100.000000,0,0,,,,,,,12,0,60,60,60,,0,60,0.000000,0.000000,,,66.666667,0,1,,420.000000,,,480.000000,,64.792081,65.437122,52.760976,98.711865,100.000000,100.000000,38,38.000000,38.000000,35.000000,60.000000,27.870000,60.000000,0.000000,100.000000,100.000000,92.105263
VA267_EB,MD,24,0.865091,1.316016,24,0.917175,-0.865091,1.317850,0.050841,24,2.553437,3.886360,24,5.378092,-2.432911,3.889821,0.005080,24,2.490470,4.594049,24,5.029895,1.567821,3.939920,0.012046,24,0,0,0,0,,0,0,,,,,100.000000,0,0,,,,,,,24,0,0,0,0,,0,0,,,,,100.000000,0,0,,,,,,,65.644087,64.778997,63.211176,98.168987,100.000000,100.000000,38,38.000000,38.000000,35.000000,60.000000,27.870000,60.000000,0.000000,100.000000,100.000000,92.105263
VA267_EB,PM,16,0.918259,1.443620,16,1.158042,0.177343,1.426609,0.060096,16,4.159115,6.596982,16,7.304658,-3.890416,6.461613,0.616536,16,4.296226,8.921505,16,8.144498,4.067760,7.104006,0.003043,16,0,0,0,0,,0,0,,,,,100.000000,0,0,,,,,,,16,0,30,30,30,,0,30,0.000000,0.000000,,,87.500000,0,1,,1005.000000,,,1035.000000,,64.366523,64.543866,60.476107,98.247414,100.000000,100.000000,38,38.000000,38.000000,35.000000,60.000000,27.870000,60.000000,0.000000,100.000000,100.000000,92.105263
VA267_WB,AM,12,0.269556,0.423318,12,0.350683,0.196303,0.421681,0.401407,12,2.413174,3.785903,12,4.669102,-1.574742,3.775057,0.095597,12,2.458902,4.529380,12,4.840939,1.771045,3.943744,0.003484,12,0,0,0,0,,0,0,,,,,100.000000,0,0,,,,,,,12,0,0,0,0,,0,0,,,,,100.000000,0,0,,,,,,,63.924175,64.120478,62.349433,99.253489,100.000000,100.000000,38,38.000000,38.000000,36.000000,63.000000,28.850000,63.000000,0.000000,100.000000,100.000000,94.736842
VA267_WB,MD,24,0.175332,0.269465,24,0.205376,-0.067912,0.269279,0.897489,24,2.240722,3.435550,24,4.554247,-1.450480,3.441354,0.001272,24,2.178065,3.926246,24,4.468020,1.382568,3.421341,0.005604,24,0,0,0,0,,0,0,,,,,100.000000,0,0,,,,,,,24,0,0,0,0,,0,0,,,,,100.000000,0,0,,,,,,,65.111624,65.043712,63.661145,99.151356,100.000000,100.000000,38,38.000000,38.000000,36.000000,63.000000,28.850000,63.000000,0.000000,100.000000,100.000000,94.736842
VA267_WB,PM,16,0.327033,0.502395,16,0.432041,-0.282728,0.501167,0.771581,16,13.603762,20.975039,16,18.951982,-13.603762,20.847303,0.895541,16,13.321034,36.968495,16,18.639717,13.321034,25.790697,0.808558,16,0,0,0,0,,0,0,,,,,100.000000,0,0,,,,,,,16,0,90,90,90,,0,90,0.000000,0.000000,,,62.500000,0,1,,975.000000,,,1065.000000,,65.254301,64.971573,51.650539,98.573108,100.000000,100.000000,38,38.000000,38.000000,36.000000,63.000000,28.850000,63.000000,0.000000,100.000000,100.000000,94.736842
VA286_NB,AM,12,1.147781,2.690376,12,1.351772,1.005914,2.637372,0.926245,12,2.289696,5.426990,12,3.444185,-1.235002,5.261265,0.581242,12,2.764077,7.491797,12,4.395285,2.240916,6.536799,0.407665,12,0,0,0,0,,0,0,,,,,100.000000,0,0,,,,,,,12,0,45,45,45,,0,45,0.000000,0.000000,,,75.000000,0,1,,435.000000,,,480.000000,,43.519873,44.525787,42.284871,97.219223,100.000000,100.000000,43,43.000000,43.000000,42.000000,64.000000,31.130000,64.000000,0.000000,100.000000,100.000000,97.674419
VA286_NB,MD,24,1.562246,3.514602,24,1.782559,-1.554632,3.528306,0.034807,24,4.359823,9.758019,24,6.659232,-4.170268,9.846585,0.224847,24,3.626968,10.644164,24,5.545544,2.615636,9.043174,0.003453,24,0,0,0,0,,0,0,,,,,100.000000,0,0,,,,,,,24,0,90,90,90,,0,90,0.000000,0.000000,,,75.000000,0,1,,675.000000,,,765.000000,,44.277511,42.722879,40.107243,98.791534,100.000000,100.000000,43,43.000000,43.000000,42.000000,64.000000,31.130000,64.000000,0.000000,100.000000,100.000000,97.674419
VA286_NB,PM,16,0.938942,2.202246,16,1.111833,0.825225,2.165918,0.771510,16,3.892368,9.166029,16,5.706739,-3.333579,8.978779,0.484886,16,4.389336,13.094707,16,6.626175,4.158804,10.968631,0.195746,16,0,0,0,0,,0,0,,,,,100.000000,0,0,,,,,,,16,0,75,75,75,,0,75,0.000000,0.000000,,,68.750000,0,1,,990.000000,,,1065.000000,,43.350751,44.175976,40.017172,98.798305,100.000000,100.000000,43,43.000000,43.000000,42.000000,64.000000,31.130000,64.000000,0.000000,100.000000,100.000000,97.674419
VA286_SB,AM,12,1.638312,3.601952,12,1.796300,1.638312,3.547672,0.892607,12,4.002761,8.801359,12,5.872435,-2.936283,8.667753,0.280113,12,4.708235,13.021184,12,7.254849,4.574595,10.887695,0.075948,12,0,0,0,0,,0,0,,,,,100.000000,0,0,,,,,,,12,0,45,45,45,,0,45,0.000000,0.000000,,,75.000000,0,1,,435.000000,,,480.000000,,46.179919,47.818231,43.243636,98.000209,100.000000,100.000000,44,44.000000,44.000000,41.000000,65.000000,31.360000,65.000000,0.000000,100.000000,100.000000,93.181818
VA286_SB,MD,24,1.170371,2.580219,24,1.310378,-1.084714,2.581990,0.477680,24,4.826802,10.552210,24,7.352052,-4.513949,10.648556,0.108506,24,4.147375,12.267580,24,6.454743,3.429235,10.161579,0.015870,24,0,0,0,0,,0,0,,,,,100.000000,0,0,,,,,,,24,0,90,90,90,,0,90,0.000000,0.000000,,,75.000000,0,1,,675.000000,,,765.000000,,45.328230,44.243516,40.814282,99.083890,100.000000,100.000000,44,44.000000,44.000000,41.000000,65.000000,31.360000,65.000000,0.000000,100.000000,100.000000,93.181818
VA286_SB,PM,16,0.796362,1.957611,16,0.909220,0.246731,1.950474,0.945492,16,2.937987,7.454196,16,4.236386,-1.895021,7.195811,0.821893,16,2.351463,7.286839,16,3.671784,2.141752,6.039597,0.934881,16,0,30,30,30,,0,30,0.000000,0.000000,,,87.500000,0,1,,1020.000000,,,1050.000000,,16,0,90,90,90,,0,90,0.000000,0.000000,,,62.500000,0,1,,975.000000,,,1065.000000,,40.829131,41.075862,38.934110,99.053177,100.000000,100.000000,44,44.000000,44.000000,41.000000,65.000000,31.360000,65.000000,0.000000,100.000000,100.000000,93.181818
VA28_NB,AM,12,2.626933,6.771265,12,2.940287,2.414911,6.644134,0.168244,12,4.302344,10.864463,12,5.151156,-0.201781,10.881643,0.000268,12,3.131773,9.408638,12,4.845150,2.616692,7.961626,0.546158,12,30,0,-30,30,100.000000,0,30,0.000000,,0.000000,,83.333333,1,0,480.000000,,,510.000000,,,12,30,60,30,30,100.000000,0,90,0.000000,0.000000,0.000000,,50.000000,1,1,480.000000,420.000000,-60.000000,510.000000,480.000000,-30.000000,39.537628,41.952540,39.335847,95.037084,100.000000,100.000000,34,34.000000,34.000000,28.000000,81.000000,30.620000,81.000000,0.000000,100.000000,100.000000,82.352941
VA28_NB,MD,24,0.965745,2.198617,24,1.416847,-0.716822,2.246282,0.047128,24,5.092685,11.769269,24,7.611308,-4.400972,11.845369,0.016696,24,4.521248,14.700298,24,7.046579,3.684150,11.715483,0.004103,24,0,0,0,0,,0,0,,,,,100.000000,0,0,,,,,,,24,0,120,120,120,,0,120,0.000000,0.000000,,,66.666667,0,1,,660.000000,,,780.000000,,42.993051,42.276230,38.592080,98.621900,100.000000,100.000000,34,34.000000,34.000000,28.000000,81.000000,30.620000,81.000000,0.000000,100.000000,100.000000,82.352941
VA28_NB,PM,16,1.262389,3.103420,16,1.351773,1.094221,3.087739,0.560623,16,4.760025,11.847490,16,6.782970,-3.177831,11.642776,0.613722,16,4.687939,16.066994,16,7.148356,4.272052,12.432838,0.837216,16,0,0,0,0,,0,0,,,,,100.000000,0,0,,,,,,,16,0,90,90,90,,0,90,0.000000,0.000000,,,62.500000,0,1,,975.000000,,,1065.000000,,40.883933,41.978154,37.706102,97.246002,100.000000,100.000000,34,34.000000,34.000000,28.000000,81.000000,30.620000,81.000000,0.000000,100.000000,100.000000,82.352941
VA28_SB,AM,12,1.180134,2.704825,12,1.485184,1.145311,2.665011,0.309521,12,3.617817,8.326803,12,5.260973,-2.314206,8.169856,0.522317,12,4.041756,11.640974,12,6.423207,3.459517,9.630495,0.022279,12,0,0,0,0,,0,0,,,,,100.000000,0,0,,,,,,,12,0,45,45,45,,0,45,0.000000,0.000000,,,75.000000,0,1,,435.000000,,,480.000000,,44.282511,45.427821,41.968304,98.215586,100.000000,100.000000,32,32.000000,32.000000,27.000000,79.000000,30.530000,79.000000,0.000000,100.000000,100.000000,84.375000
VA28_SB,MD,24,3.393181,7.834583,24,3.926786,-3.393181,7.819295,0.629432,24,5.985304,13.546730,24,8.680747,-5.926902,13.792622,0.012455,24,4.155146,13.422084,24,6.112381,2.533721,11.089833,0.177032,24,30,120,90,90,300.000000,30,120,25.000000,25.000000,100.000000,40.000000,75.000000,1,1,870.000000,780.000000,-90.000000,900.000000,900.000000,0.000000,24,30,180,150,150,500.000000,30,180,16.666667,16.666667,100.000000,28.571429,58.333333,1,2,870.000000,660.000000,-210.000000,900.000000,900.000000,0.000000,43.394970,40.001789,37.468068,99.465615,100.000000,100.000000,32,32.000000,32.000000,27.000000,79.000000,30.530000,79.000000,0.000000,100.000000,100.000000,84.375000
VA28_SB,PM,16,1.148356,3.536381,16,1.588206,0.788958,3.486246,0.797070,16,2.364798,7.548062,16,3.012360,-0.572633,7.179190,0.713357,16,2.107267,7.805143,16,3.024388,1.361591,6.510544,0.910154,16,225,225,0,0,0.000000,210,240,87.500000,93.333333,93.333333,93.333333,87.500000,2,1,900.000000,900.000000,0.000000,1140.000000,1125.000000,-15.000000,16,225,195,-30,30,13.333333,195,225,86.666667,100.000000,86.666667,92.857143,87.500000,2,1,900.000000,900.000000,0.000000,1140.000000,1095.000000,-45.000000,32.939616,33.728574,32.366983,98.007877,100.000000,100.000000,32,32.000000,32.000000,27.000000,79.000000,30.530000,79.000000,0.000000,100.000000,100.000000,84.375000
VA294_EB,AM,12,1.661138,3.815819,12,1.955302,1.513028,3.750295,0.714303,12,2.842699,6.577428,12,4.584700,-2.816196,6.417867,0.526938,12,4.333519,11.903832,12,6.273559,4.329225,10.447926,0.151161,12,0,0,0,0,,0,0,,,,,100.000000,0,0,,,,,,,12,0,30,30,30,,0,30,0.000000,0.000000,,,83.333333,0,1,,435.000000,,,465.000000,,44.293514,45.806542,41.477317,99.147592,100.000000,100.000000,14,14.000000,14.000000,11.000000,24.000000,15.160000,24.000000,0.000000,100.000000,100.000000,78.571429
VA294_EB,MD,24,1.302419,3.078231,24,1.475798,-1.298202,3.077633,0.567198,24,3.087530,7.280087,24,4.432068,-3.034689,7.295872,0.019915,24,2.032038,5.782455,24,3.306351,1.736488,5.172665,0.292414,24,0,0,0,0,,0,0,,,,,100.000000,0,0,,,,,,,24,0,75,75,75,,0,75,0.000000,0.000000,,,79.166667,0,1,,690.000000,,,765.000000,,42.318857,41.020655,39.284167,99.076127,100.000000,100.000000,14,14.000000,14.000000,11.000000,24.000000,15.160000,24.000000,0.000000,100.000000,100.000000,78.571429
VA294_EB,PM,16,0.374580,0.964295,16,0.442411,0.374523,0.964318,0.948987,16,2.040379,5.352288,16,2.979539,-1.457668,5.252748,0.695598,16,1.960810,5.906532,16,3.087583,1.832191,5.244720,0.805717,16,0,0,0,0,,0,0,,,,,100.000000,0,0,,,,,,,16,0,75,75,75,,0,75,0.000000,0.000000,,,68.750000,0,1,,990.000000,,,1065.000000,,38.844020,39.218543,37.386352,98.909473,100.000000,100.000000,14,14.000000,14.000000,11.000000,24.000000,15.160000,24.000000,0.000000,100.000000,100.000000,78.571429
VA294_WB,AM,12,1.053106,2.442440,12,1.221400,0.967457,2.430730,0.753600,12,2.378506,5.558075,12,3.739906,-1.891541,5.489956,0.332909,12,2.916555,7.943218,12,4.620625,2.858998,7.039182,0.111183,12,0,0,0,0,,0,0,,,,,100.000000,0,0,,,,,,,12,0,30,30,30,,0,30,0.000000,0.000000,,,83.333333,0,1,,435.000000,,,465.000000,,43.324686,44.292143,41.433145,97.960626,100.000000,100.000000,15,15.000000,15.000000,14.000000,24.000000,15.160000,24.000000,0.000000,100.000000,100.000000,93.333333
VA294_WB,MD,24,0.892989,2.121468,24,0.972318,-0.881375,2.125417,0.791879,24,2.301269,5.459050,24,3.717902,-2.275667,5.477286,0.027185,24,2.010510,5.578887,24,3.192940,1.394292,5.059274,0.058190,24,0,0,0,0,,0,0,,,,,100.000000,0,0,,,,,,,24,0,60,60,60,,0,60,0.000000,0.000000,,,83.333333,0,1,,690.000000,,,750.000000,,42.014762,41.133387,39.739095,99.163416,100.000000,100.000000,15,15.000000,15.000000,14.000000,24.000000,15.160000,24.000000,0.000000,100.000000,100.000000,93.333333
VA294_WB,PM,16,0.620840,1.570542,16,0.673248,0.492904,1.561276,0.892775,16,2.591542,6.588881,16,3.686403,-2.322565,6.517163,0.362614,16,2.825608,8.375632,16,4.138758,2.815469,7.546565,0.360759,16,0,0,0,0,,0,0,,,,,100.000000,0,0,,,,,,,16,0,75,75,75,,0,75,0.000000,0.000000,,,68.750000,0,1,,990.000000,,,1065.000000,,39.764875,40.257779,37.442310,99.319231,100.000000,100.000000,15,15.000000,15.000000,14.000000,24.000000,15.160000,24.000000,0.000000,100.000000,100.000000,93.333333
VA606_EB,AM,12,0.585160,1.686695,12,0.672059,0.431151,1.696566,0.957735,12,1.505745,4.452264,12,2.092248,-1.054794,4.365635,0.676703,12,1.646570,5.371231,12,2.548413,1.485945,4.924535,0.573819,12,90,75,-15,15,16.666667,75,90,83.333333,100.000000,83.333333,90.909091,91.666667,1,1,450.000000,465.000000,15.000000,540.000000,540.000000,0.000000,12,90,120,30,30,33.333333,90,120,75.000000,75.000000,100.000000,85.714286,83.333333,1,1,450.000000,420.000000,-30.000000,540.000000,540.000000,0.000000,34.490851,34.922002,33.436057,99.016655,100.000000,100.000000,12,12.000000,12.000000,9.000000,27.000000,12.220000,27.000000,0.000000,100.000000,100.000000,75.000000
VA606_EB,MD,24,2.367500,6.990989,24,2.458166,-2.367500,6.998746,0.618964,24,2.386991,7.048238,24,2.830595,-2.386991,7.056365,0.231799,24,1.219978,4.000936,24,1.545403,0.019491,3.880277,0.219077,24,195,360,165,165,84.615385,195,360,54.166667,54.166667,100.000000,70.270270,54.166667,2,1,540.000000,540.000000,0.000000,900.000000,900.000000,0.000000,24,195,360,165,165,84.615385,195,360,54.166667,54.166667,100.000000,70.270270,54.166667,2,1,540.000000,540.000000,0.000000,900.000000,900.000000,0.000000,33.827486,31.459986,31.440495,100.000000,100.000000,100.000000,12,12.000000,12.000000,9.000000,27.000000,12.220000,27.000000,0.000000,100.000000,100.000000,75.000000
VA606_EB,PM,16,0.767883,2.393517,16,0.962010,0.245460,2.350768,0.392089,16,1.345388,4.184993,16,1.815766,-0.644024,4.118718,0.552551,16,1.523467,5.195819,16,2.322044,0.889484,4.757686,0.197830,16,195,195,0,0,0.000000,180,210,85.714286,92.307692,92.307692,92.307692,87.500000,2,1,900.000000,900.000000,0.000000,1110.000000,1095.000000,-15.000000,16,195,180,-15,15,7.692308,165,210,78.571429,91.666667,84.615385,88.000000,81.250000,2,1,900.000000,900.000000,0.000000,1110.000000,1080.000000,-30.000000,32.665206,32.910666,32.021182,97.772081,100.000000,100.000000,12,12.000000,12.000000,9.000000,27.000000,12.220000,27.000000,0.000000,100.000000,100.000000,75.000000
VA606_NB,AM,12,0.566342,1.523505,12,0.694729,0.509984,1.490935,0.962620,12,1.997672,5.298801,12,3.127520,-0.689164,5.259012,0.063608,12,1.919090,5.839647,12,3.248038,1.199148,5.145495,0.063093,12,0,0,0,0,,0,0,,,,,100.000000,0,0,,,,,,,12,0,30,30,30,,0,30,0.000000,0.000000,,,83.333333,0,1,,435.000000,,,465.000000,,37.985682,38.495665,37.296518,100.000000,100.000000,100.000000,2,2.000000,2.000000,2.000000,5.000000,3.050000,5.000000,0.000000,100.000000,100.000000,100.000000
VA606_NB,MD,24,0.239210,0.640542,24,0.287649,-0.112477,0.641533,0.098180,24,1.758510,4.714247,24,2.642549,-0.496966,4.716117,0.027969,24,1.677926,4.957529,24,2.559000,0.384489,4.560785,0.004335,24,0,0,0,0,,0,0,,,,,100.000000,0,0,,,,,,,24,0,30,30,30,,0,30,0.000000,0.000000,,,91.666667,0,1,,705.000000,,,735.000000,,37.287247,37.174770,36.790281,100.000000,100.000000,100.000000,2,2.000000,2.000000,2.000000,5.000000,3.050000,5.000000,0.000000,100.000000,100.000000,100.000000
