corridor,period,t_min,observed_speed_mph,cbi_congestion_threshold_mph,observed_length_coverage,observed_valid_tmc_count,model_speed_mph,model_length_coverage,model_source_sample_count,cube_qvdf_speed_mph,cube_qvdf_length_coverage,cube_qvdf_source_sample_count,clock_time,speed_error_mph,cube_speed_error_mph,taplite_cube_speed_error_mph,absolute_percentage_error_pct,observed_congested,model_congested,cube_congested
BROADLANDSBLVD_EB,AM,360,38.001316,31.585338,1.000000,2.000000,40.321035,1.000000,3.000000,40.372095,1.000000,3.000000,06:00,2.319719,2.370778,-0.051060,6.104312,False,False,False
BROADLANDSBLVD_EB,AM,375,38.371858,31.585338,1.000000,2.000000,40.315730,1.000000,3.000000,40.687872,1.000000,3.000000,06:15,1.943872,2.316014,-0.372142,5.065879,False,False,False
BROADLANDSBLVD_EB,AM,390,39.130225,31.585338,1.000000,2.000000,40.305012,1.000000,3.000000,40.925006,1.000000,3.000000,06:30,1.174787,1.794781,-0.619994,3.002250,False,False,False
BROADLANDSBLVD_EB,AM,405,39.040719,31.585338,1.000000,2.000000,40.290027,1.000000,3.000000,40.789729,1.000000,3.000000,06:45,1.249308,1.749009,-0.499701,3.200012,False,False,False
BROADLANDSBLVD_EB,AM,420,38.028521,31.585338,1.000000,2.000000,40.271924,1.000000,3.000000,40.183987,1.000000,3.000000,07:00,2.243403,2.155466,0.087937,5.899263,False,False,False
BROADLANDSBLVD_EB,AM,435,37.580848,31.585338,1.000000,2.000000,40.251870,1.000000,3.000000,34.467109,1.000000,3.000000,07:15,2.671022,-3.113739,5.784761,7.107401,False,False,False
BROADLANDSBLVD_EB,AM,450,36.659531,31.585338,1.000000,2.000000,40.231059,1.000000,3.000000,32.293734,1.000000,3.000000,07:30,3.571529,-4.365797,7.937325,9.742428,False,False,False
BROADLANDSBLVD_EB,AM,465,36.786867,31.585338,1.000000,2.000000,40.210721,1.000000,3.000000,39.134783,1.000000,3.000000,07:45,3.423855,2.347916,1.075938,9.307274,False,False,False
BROADLANDSBLVD_EB,AM,480,37.060047,31.585338,1.000000,2.000000,40.192119,1.000000,3.000000,40.652709,1.000000,3.000000,08:00,3.132072,3.592662,-0.460590,8.451343,False,False,False
BROADLANDSBLVD_EB,AM,495,37.135755,31.585338,1.000000,2.000000,40.176542,1.000000,3.000000,40.787226,1.000000,3.000000,08:15,3.040787,3.651471,-0.610684,8.188299,False,False,False
BROADLANDSBLVD_EB,AM,510,37.257280,31.585338,1.000000,2.000000,40.165300,1.000000,3.000000,40.559459,1.000000,3.000000,08:30,2.908020,3.302179,-0.394159,7.805241,False,False,False
BROADLANDSBLVD_EB,AM,525,37.459088,31.585338,1.000000,2.000000,40.159605,1.000000,3.000000,40.216964,1.000000,3.000000,08:45,2.700517,2.757876,-0.057359,7.209243,False,False,False
BROADLANDSBLVD_WB,AM,360,37.220048,31.500000,1.000000,2.000000,38.075527,1.000000,3.000000,38.126670,1.000000,3.000000,06:00,0.855479,0.906622,-0.051143,2.298436,False,False,False
BROADLANDSBLVD_WB,AM,375,36.845667,31.500000,1.000000,2.000000,38.043156,1.000000,3.000000,38.431539,1.000000,3.000000,06:15,1.197489,1.585872,-0.388383,3.250013,False,False,False
BROADLANDSBLVD_WB,AM,390,36.424568,31.500000,1.000000,2.000000,37.977928,1.000000,3.000000,38.688062,1.000000,3.000000,06:30,1.553360,2.263494,-0.710134,4.264595,False,False,False
BROADLANDSBLVD_WB,AM,405,36.861356,31.500000,1.000000,2.000000,37.887123,1.000000,3.000000,38.570373,1.000000,3.000000,06:45,1.025766,1.709016,-0.683250,2.782769,False,False,False
BROADLANDSBLVD_WB,AM,420,36.249758,31.500000,1.000000,2.000000,37.778020,1.000000,3.000000,38.168314,1.000000,3.000000,07:00,1.528262,1.918556,-0.390294,4.215923,False,False,False
BROADLANDSBLVD_WB,AM,435,36.282614,31.500000,1.000000,2.000000,37.657906,1.000000,3.000000,34.490504,1.000000,3.000000,07:15,1.375292,-1.792110,3.167402,3.790499,False,False,False
BROADLANDSBLVD_WB,AM,450,36.422334,31.500000,1.000000,2.000000,37.534079,1.000000,3.000000,31.460298,1.000000,3.000000,07:30,1.111745,-4.962036,6.073781,3.052372,False,False,True
BROADLANDSBLVD_WB,AM,465,36.698397,31.500000,1.000000,2.000000,37.413851,1.000000,3.000000,37.569051,1.000000,3.000000,07:45,0.715455,0.870654,-0.155200,1.949553,False,False,False
BROADLANDSBLVD_WB,AM,480,36.738706,31.500000,1.000000,2.000000,37.304546,1.000000,3.000000,38.137828,1.000000,3.000000,08:00,0.565841,1.399122,-0.833282,1.540176,False,False,False
BROADLANDSBLVD_WB,AM,495,35.564942,31.500000,1.000000,2.000000,37.213502,1.000000,3.000000,38.073865,1.000000,3.000000,08:15,1.648560,2.508923,-0.860363,4.635351,False,False,False
BROADLANDSBLVD_WB,AM,510,35.320442,31.500000,1.000000,2.000000,37.148063,1.000000,3.000000,37.627167,1.000000,3.000000,08:30,1.827621,2.306725,-0.479104,5.174400,False,False,False
BROADLANDSBLVD_WB,AM,525,36.252397,31.500000,1.000000,2.000000,37.115612,1.000000,3.000000,37.180311,1.000000,3.000000,08:45,0.863215,0.927914,-0.064699,2.381125,False,False,False
FAULKNERPKWY_EB,AM,360,35.599564,31.500000,1.000000,2.000000,35.298855,1.000000,3.000000,35.292792,1.000000,3.000000,06:00,-0.300709,-0.306772,0.006063,0.844699,False,False,False
FAULKNERPKWY_EB,AM,375,36.280455,31.500000,1.000000,2.000000,35.223460,1.000000,3.000000,34.861929,1.000000,3.000000,06:15,-1.056995,-1.418527,0.361532,2.913401,False,False,False
FAULKNERPKWY_EB,AM,390,35.637343,31.500000,1.000000,2.000000,35.071268,1.000000,3.000000,33.509022,1.000000,3.000000,06:30,-0.566075,-2.128321,1.562246,1.588432,False,False,False
FAULKNERPKWY_EB,AM,405,34.335349,31.500000,1.000000,2.000000,34.858776,1.000000,3.000000,31.377293,1.000000,3.000000,06:45,0.523426,-2.958056,3.481483,1.524453,False,False,True
FAULKNERPKWY_EB,AM,420,34.166833,31.500000,1.000000,2.000000,34.602484,1.000000,3.000000,27.975259,1.000000,3.000000,07:00,0.435652,-6.191574,6.627226,1.275072,False,False,True
FAULKNERPKWY_EB,AM,435,34.347287,31.500000,1.000000,2.000000,34.319051,1.000000,3.000000,25.072210,1.000000,3.000000,07:15,-0.028236,-9.275078,9.246841,0.082208,False,False,True
FAULKNERPKWY_EB,AM,450,34.241233,31.500000,1.000000,2.000000,34.025407,1.000000,3.000000,24.558617,1.000000,3.000000,07:30,-0.215826,-9.682616,9.466789,0.630310,False,False,True
FAULKNERPKWY_EB,AM,465,33.972481,31.500000,1.000000,2.000000,33.738839,1.000000,3.000000,26.668663,1.000000,3.000000,07:45,-0.233642,-7.303818,7.070175,0.687739,False,False,True
FAULKNERPKWY_EB,AM,480,33.478873,31.500000,1.000000,2.000000,33.477019,1.000000,3.000000,29.753414,1.000000,3.000000,08:00,-0.001854,-3.725459,3.723605,0.005537,False,False,True
FAULKNERPKWY_EB,AM,495,33.521456,31.500000,1.000000,2.000000,33.257974,1.000000,3.000000,31.797224,1.000000,3.000000,08:15,-0.263482,-1.724232,1.460750,0.786011,False,False,False
FAULKNERPKWY_EB,AM,510,33.564029,31.500000,1.000000,2.000000,33.099976,1.000000,3.000000,32.735856,1.000000,3.000000,08:30,-0.464053,-0.828173,0.364121,1.382590,False,False,False
FAULKNERPKWY_EB,AM,525,33.555393,31.500000,1.000000,2.000000,33.021611,1.000000,3.000000,33.020720,1.000000,3.000000,08:45,-0.533782,-0.534673,0.000891,1.590750,False,False,False
FAULKNERPKWY_WB,AM,360,33.590761,31.500000,1.000000,1.000000,33.592604,1.000000,3.000000,33.602459,1.000000,3.000000,06:00,0.001843,0.011698,-0.009855,0.005486,False,False,False
FAULKNERPKWY_WB,AM,375,33.550652,31.500000,1.000000,1.000000,33.608287,1.000000,3.000000,33.446920,1.000000,3.000000,06:15,0.057635,-0.103733,0.161368,0.171785,False,False,False
FAULKNERPKWY_WB,AM,390,33.998913,31.500000,1.000000,1.000000,33.639883,1.000000,3.000000,32.576196,1.000000,3.000000,06:30,-0.359030,-1.422717,1.063687,1.056004,False,False,False
FAULKNERPKWY_WB,AM,405,33.671087,31.500000,1.000000,1.000000,33.683856,1.000000,3.000000,31.081613,1.000000,3.000000,06:45,0.012769,-2.589474,2.602243,0.037922,False,False,True
FAULKNERPKWY_WB,AM,420,32.898261,31.500000,1.000000,1.000000,33.736668,1.000000,3.000000,27.883957,1.000000,3.000000,07:00,0.838408,-5.014304,5.852712,2.548486,False,False,True
FAULKNERPKWY_WB,AM,435,32.843478,31.500000,1.000000,1.000000,33.794785,1.000000,3.000000,24.891795,1.000000,3.000000,07:15,0.951307,-7.951683,8.902990,2.896487,False,False,True
FAULKNERPKWY_WB,AM,450,32.788696,31.500000,1.000000,1.000000,33.854671,1.000000,3.000000,24.395534,1.000000,3.000000,07:30,1.065975,-8.393161,9.459136,3.251044,False,False,True
FAULKNERPKWY_WB,AM,465,33.342174,31.500000,1.000000,1.000000,33.912788,1.000000,3.000000,26.902655,1.000000,3.000000,07:45,0.570614,-6.439519,7.010133,1.711387,False,False,True
FAULKNERPKWY_WB,AM,480,33.430435,31.500000,1.000000,1.000000,33.965600,1.000000,3.000000,30.502634,1.000000,3.000000,08:00,0.535166,-2.927801,3.462966,1.600834,False,False,True
FAULKNERPKWY_WB,AM,495,33.518696,31.500000,1.000000,1.000000,34.009573,1.000000,3.000000,32.656048,1.000000,3.000000,08:15,0.490877,-0.862648,1.353525,1.464488,False,False,False
FAULKNERPKWY_WB,AM,510,32.578043,31.500000,1.000000,1.000000,34.041169,1.000000,3.000000,33.716522,1.000000,3.000000,08:30,1.463125,1.138478,0.324647,4.491140,False,False,False
FAULKNERPKWY_WB,AM,525,33.486957,31.500000,1.000000,1.000000,34.056681,1.000000,3.000000,34.053295,1.000000,3.000000,08:45,0.569724,0.566338,0.003386,1.701332,False,False,False
I395_NB,AM,360,57.260256,45.486842,1.000000,21.000000,57.067617,1.000000,3.000000,57.111869,1.000000,3.000000,06:00,-0.192639,-0.148387,-0.044252,0.336428,False,False,False
I395_NB,AM,375,53.712499,45.486842,1.000000,21.000000,56.780621,1.000000,3.000000,56.979510,1.000000,3.000000,06:15,3.068123,3.267011,-0.198888,5.712121,False,False,False
I395_NB,AM,390,50.082001,45.486842,1.000000,21.000000,55.786218,1.000000,3.000000,55.371706,1.000000,3.000000,06:30,5.704218,5.289705,0.414513,11.389756,False,False,False
I395_NB,AM,405,45.193225,45.486842,1.000000,21.000000,53.990947,1.000000,3.000000,51.573339,1.000000,3.000000,06:45,8.797722,6.380114,2.417608,19.466904,True,False,False
I395_NB,AM,420,43.254030,45.486842,1.000000,21.000000,50.959188,1.000000,3.000000,46.182388,1.000000,3.000000,07:00,7.705158,2.928358,4.776800,17.813735,True,False,False
I395_NB,AM,435,40.376044,45.486842,1.000000,21.000000,46.264407,1.000000,3.000000,40.261867,1.000000,3.000000,07:15,5.888362,-0.114178,6.002540,14.583802,True,False,True
I395_NB,AM,450,34.289189,45.486842,0.943685,20.000000,41.031959,1.000000,3.000000,36.523906,1.000000,3.000000,07:30,6.742770,2.234717,4.508054,19.664421,True,True,True
I395_NB,AM,465,30.944460,45.486842,0.943685,20.000000,36.681571,1.000000,3.000000,35.374229,1.000000,3.000000,07:45,5.737111,4.429768,1.307342,18.540025,True,True,True
I395_NB,AM,480,30.407681,45.486842,1.000000,21.000000,33.790422,1.000000,3.000000,35.081521,1.000000,3.000000,08:00,3.382741,4.673839,-1.291098,11.124626,True,True,True
I395_NB,AM,495,30.034263,45.486842,1.000000,21.000000,32.977356,1.000000,3.000000,35.718212,1.000000,3.000000,08:15,2.943092,5.683949,-2.740856,9.799116,True,True,True
I395_NB,AM,510,29.937997,45.486842,0.991099,20.000000,34.321641,1.000000,3.000000,36.696851,1.000000,3.000000,08:30,4.383644,6.758853,-2.375209,14.642410,True,True,True
I395_NB,AM,525,31.860222,45.486842,0.991099,20.000000,36.470805,1.000000,3.000000,36.960535,1.000000,3.000000,08:45,4.610583,5.100314,-0.489731,14.471284,True,True,True
I395_SB,AM,360,61.593491,44.404012,0.924200,19.000000,61.718819,1.000000,3.000000,61.747374,1.000000,3.000000,06:00,0.125327,0.153883,-0.028556,0.203475,False,False,False
I395_SB,AM,375,61.623016,44.404012,0.924200,19.000000,61.681591,1.000000,3.000000,61.683857,1.000000,3.000000,06:15,0.058576,0.060841,-0.002266,0.095055,False,False,False
I395_SB,AM,390,60.676109,44.404012,1.000000,20.000000,61.606538,1.000000,3.000000,60.761338,1.000000,3.000000,06:30,0.930429,0.085229,0.845200,1.533436,False,False,False
I395_SB,AM,405,60.086188,44.404012,1.000000,20.000000,61.501964,1.000000,3.000000,58.313288,1.000000,3.000000,06:45,1.415777,-1.772899,3.188676,2.356243,False,False,False
I395_SB,AM,420,60.357299,44.404012,1.000000,20.000000,61.376179,1.000000,3.000000,47.209386,1.000000,3.000000,07:00,1.018880,-13.147913,14.166794,1.688081,False,False,False
I395_SB,AM,435,60.034978,44.404012,1.000000,20.000000,61.237522,1.000000,3.000000,33.211339,1.000000,3.000000,07:15,1.202544,-26.823639,28.026183,2.003071,False,False,True
I395_SB,AM,450,60.111778,44.404012,1.000000,20.000000,61.094381,1.000000,3.000000,30.840296,1.000000,3.000000,07:30,0.982603,-29.271482,30.254085,1.634627,False,False,True
I395_SB,AM,465,60.058212,44.404012,1.000000,20.000000,60.955208,1.000000,3.000000,42.060185,1.000000,3.000000,07:45,0.896997,-17.998027,18.895023,1.493545,False,False,True
I395_SB,AM,480,60.022471,44.404012,1.000000,20.000000,60.828514,1.000000,3.000000,55.789298,1.000000,3.000000,08:00,0.806043,-4.233172,5.039216,1.342903,False,False,False
I395_SB,AM,495,60.021685,44.404012,1.000000,20.000000,60.722864,1.000000,3.000000,59.716163,1.000000,3.000000,08:15,0.701179,-0.305522,1.006700,1.168209,False,False,False
I395_SB,AM,510,60.342548,44.404012,1.000000,20.000000,60.646857,1.000000,3.000000,60.594065,1.000000,3.000000,08:30,0.304309,0.251517,0.052792,0.504303,False,False,False
I395_SB,AM,525,60.378792,44.404012,1.000000,20.000000,60.609183,1.000000,3.000000,60.639674,1.000000,3.000000,08:45,0.230391,0.260881,-0.030491,0.381576,False,False,False
I495_CCW,AM,360,63.484905,46.413467,1.000000,29.000000,63.288410,1.000000,3.000000,63.321207,1.000000,3.000000,06:00,-0.196494,-0.163697,-0.032797,0.309513,False,False,False
I495_CCW,AM,375,61.863767,46.413467,1.000000,29.000000,63.068511,1.000000,3.000000,62.848665,1.000000,3.000000,06:15,1.204744,0.984898,0.219846,1.947414,False,False,False
I495_CCW,AM,390,60.524748,46.413467,0.958007,28.000000,62.619860,1.000000,3.000000,60.631597,1.000000,3.000000,06:30,2.095112,0.106848,1.988263,3.461578,False,False,False
I495_CCW,AM,405,59.438605,46.413467,0.933475,27.000000,61.982077,1.000000,3.000000,53.464417,1.000000,3.000000,06:45,2.543473,-5.974188,8.517660,4.279159,False,False,False
I495_CCW,AM,420,58.907084,46.413467,0.975468,28.000000,61.193481,1.000000,3.000000,40.745331,1.000000,3.000000,07:00,2.286398,-18.161752,20.448150,3.881363,False,False,True
I495_CCW,AM,435,57.571623,46.413467,1.000000,29.000000,60.293627,1.000000,3.000000,30.537616,1.000000,3.000000,07:15,2.722004,-27.034007,29.756011,4.728031,False,False,True
I495_CCW,AM,450,55.259798,46.413467,0.962768,28.000000,59.325974,1.000000,3.000000,28.769459,1.000000,3.000000,07:30,4.066176,-26.490340,30.556515,7.358289,False,False,True
I495_CCW,AM,465,54.752626,46.413467,0.911364,27.000000,58.340929,1.000000,3.000000,36.346796,1.000000,3.000000,07:45,3.588303,-18.405830,21.994133,6.553664,False,False,True
I495_CCW,AM,480,54.834919,46.413467,0.948596,28.000000,57.399231,1.000000,3.000000,47.749272,1.000000,3.000000,08:00,2.564312,-7.085647,9.649959,4.676422,False,False,False
I495_CCW,AM,495,54.632087,46.413467,0.959678,28.000000,56.574980,1.000000,3.000000,55.037724,1.000000,3.000000,08:15,1.942893,0.405637,1.537255,3.556321,False,False,False
I495_CCW,AM,510,56.500600,46.413467,0.896908,26.000000,55.956304,1.000000,3.000000,56.194217,1.000000,3.000000,08:30,-0.544296,-0.306383,-0.237913,0.963345,False,False,False
I495_CCW,AM,525,56.356541,46.413467,0.937229,27.000000,55.640879,1.000000,3.000000,55.739840,1.000000,3.000000,08:45,-0.715662,-0.616700,-0.098961,1.269882,False,False,False
I495_CW,AM,360,61.226854,46.141066,1.000000,29.000000,61.206309,1.000000,3.000000,61.228485,1.000000,3.000000,06:00,-0.020545,0.001631,-0.022176,0.033556,False,False,False
I495_CW,AM,375,58.893991,46.141066,1.000000,29.000000,61.075475,1.000000,3.000000,60.751102,1.000000,3.000000,06:15,2.181484,1.857111,0.324372,3.704085,False,False,False
I495_CW,AM,390,54.793645,46.141066,1.000000,29.000000,60.513977,1.000000,3.000000,58.068382,1.000000,3.000000,06:30,5.720333,3.274737,2.445596,10.439774,False,False,False
I495_CW,AM,405,51.551022,46.141066,1.000000,29.000000,59.412253,1.000000,3.000000,51.462545,1.000000,3.000000,06:45,7.861231,-0.088477,7.949708,15.249418,False,False,False
I495_CW,AM,420,49.631437,46.141066,1.000000,29.000000,57.511466,1.000000,3.000000,42.007074,1.000000,3.000000,07:00,7.880029,-7.624363,15.504392,15.877092,False,False,True
I495_CW,AM,435,47.699751,46.141066,1.000000,29.000000,54.704763,1.000000,3.000000,33.765505,1.000000,3.000000,07:15,7.005012,-13.934246,20.939258,14.685637,False,False,True
I495_CW,AM,450,43.743835,46.141066,1.000000,29.000000,50.960149,1.000000,3.000000,31.068978,1.000000,3.000000,07:30,7.216315,-12.674857,19.891172,16.496758,True,False,True
I495_CW,AM,465,42.354577,46.141066,0.897507,28.000000,46.872186,1.000000,3.000000,33.878985,1.000000,3.000000,07:45,4.517609,-8.475592,12.993201,10.666166,True,False,True
I495_CW,AM,480,42.286200,46.141066,0.897507,28.000000,44.091613,1.000000,3.000000,38.136659,1.000000,3.000000,08:00,1.805413,-4.149541,5.954953,4.269508,True,True,True
I495_CW,AM,495,41.992399,46.141066,1.000000,29.000000,43.119643,1.000000,3.000000,41.327422,1.000000,3.000000,08:15,1.127244,-0.664977,1.792221,2.684400,True,True,True
I495_CW,AM,510,42.161444,46.141066,1.000000,29.000000,43.472063,1.000000,3.000000,43.084249,1.000000,3.000000,08:30,1.310619,0.922805,0.387813,3.108571,True,True,True
I495_CW,AM,525,42.477113,46.141066,0.922498,27.000000,43.908323,1.000000,3.000000,43.897157,1.000000,3.000000,08:45,1.431210,1.420043,0.011166,3.369366,True,True,True
I495_NB,AM,360,68.282825,49.019475,1.000000,16.000000,68.170905,1.000000,3.000000,68.276597,1.000000,3.000000,06:00,-0.111920,-0.006228,-0.105693,0.163907,False,False,False
I495_NB,AM,375,67.682864,49.019475,1.000000,16.000000,67.959862,1.000000,3.000000,68.596047,1.000000,3.000000,06:15,0.276998,0.913183,-0.636185,0.409259,False,False,False
I495_NB,AM,390,65.759211,49.019475,1.000000,16.000000,67.533433,1.000000,3.000000,68.161532,1.000000,3.000000,06:30,1.774222,2.402321,-0.628099,2.698059,False,False,False
I495_NB,AM,405,65.470608,49.019475,1.000000,16.000000,66.937083,1.000000,3.000000,65.944995,1.000000,3.000000,06:45,1.466475,0.474387,0.992088,2.239898,False,False,False
I495_NB,AM,420,64.416871,49.019475,1.000000,16.000000,66.216238,1.000000,3.000000,54.716543,1.000000,3.000000,07:00,1.799367,-9.700329,11.499695,2.793316,False,False,False
I495_NB,AM,435,63.615181,49.019475,1.000000,16.000000,65.416929,1.000000,3.000000,41.677131,1.000000,3.000000,07:15,1.801749,-21.938049,23.739798,2.832262,False,False,True
I495_NB,AM,450,63.472754,49.019475,1.000000,16.000000,64.586317,1.000000,3.000000,39.366113,1.000000,3.000000,07:30,1.113563,-24.106641,25.220204,1.754395,False,False,True
I495_NB,AM,465,62.414599,49.019475,1.000000,16.000000,63.773088,1.000000,3.000000,49.074990,1.000000,3.000000,07:45,1.358490,-13.339609,14.698098,2.176557,False,False,False
I495_NB,AM,480,62.515082,49.019475,1.000000,16.000000,63.027661,1.000000,3.000000,61.191315,1.000000,3.000000,08:00,0.512579,-1.323767,1.836345,0.819928,False,False,False
I495_NB,AM,495,61.684437,49.019475,1.000000,16.000000,62.402121,1.000000,3.000000,63.749777,1.000000,3.000000,08:15,0.717685,2.065340,-1.347656,1.163478,False,False,False
I495_NB,AM,510,62.010698,49.019475,0.943796,15.000000,61.949794,1.000000,3.000000,62.921713,1.000000,3.000000,08:30,-0.060904,0.911015,-0.971919,0.098215,False,False,False
I495_NB,AM,525,62.167813,49.019475,0.887467,14.000000,61.726416,1.000000,3.000000,61.880276,1.000000,3.000000,08:45,-0.441397,-0.287537,-0.153859,0.710009,False,False,False
I495_SB,AM,360,67.844147,49.390212,1.000000,16.000000,67.555753,1.000000,3.000000,67.642647,1.000000,3.000000,06:00,-0.288393,-0.201499,-0.086894,0.425082,False,False,False
I495_SB,AM,375,68.482330,49.390212,1.000000,16.000000,67.588561,1.000000,3.000000,68.047859,1.000000,3.000000,06:15,-0.893770,-0.434472,-0.459298,1.305110,False,False,False
I495_SB,AM,390,68.664852,49.390212,1.000000,16.000000,67.654622,1.000000,3.000000,67.799147,1.000000,3.000000,06:30,-1.010230,-0.865705,-0.144525,1.471248,False,False,False
I495_SB,AM,405,68.022577,49.390212,1.000000,16.000000,67.746485,1.000000,3.000000,65.737794,1.000000,3.000000,06:45,-0.276092,-2.284783,2.008692,0.405882,False,False,False
I495_SB,AM,420,67.978337,49.390212,1.000000,16.000000,67.856705,1.000000,3.000000,55.527753,1.000000,3.000000,07:00,-0.121633,-12.450584,12.328952,0.178928,False,False,False
I495_SB,AM,435,67.787300,49.390212,1.000000,16.000000,67.977852,1.000000,3.000000,42.119238,1.000000,3.000000,07:15,0.190552,-25.668063,25.858614,0.281102,False,False,True
I495_SB,AM,450,68.015103,49.390212,1.000000,16.000000,68.102529,1.000000,3.000000,39.860288,1.000000,3.000000,07:30,0.087426,-28.154815,28.242241,0.128539,False,False,True
I495_SB,AM,465,68.151413,49.390212,1.000000,16.000000,68.223375,1.000000,3.000000,50.873696,1.000000,3.000000,07:45,0.071962,-17.277717,17.349679,0.105592,False,False,False
I495_SB,AM,480,68.019183,49.390212,1.000000,16.000000,68.333064,1.000000,3.000000,64.217392,1.000000,3.000000,08:00,0.313880,-3.801792,4.115672,0.461459,False,False,False
I495_SB,AM,495,68.099833,49.390212,1.000000,16.000000,68.424300,1.000000,3.000000,68.057686,1.000000,3.000000,08:15,0.324467,-0.042148,0.366614,0.476457,False,False,False
I495_SB,AM,510,68.216544,49.390212,1.000000,16.000000,68.489805,1.000000,3.000000,68.778634,1.000000,3.000000,08:30,0.273261,0.562090,-0.288829,0.400579,False,False,False
I495_SB,AM,525,68.334163,49.390212,1.000000,16.000000,68.521820,1.000000,3.000000,68.597052,1.000000,3.000000,08:45,0.187657,0.262889,-0.075232,0.274617,False,False,False
I66_EB,AM,360,64.745229,48.165346,0.997016,55.000000,64.670810,1.000000,3.000000,64.253759,1.000000,3.000000,06:00,-0.074419,-0.491470,0.417051,0.114941,False,False,False
I66_EB,AM,375,62.263622,48.165346,1.000000,56.000000,64.843482,1.000000,3.000000,57.075982,1.000000,3.000000,06:15,2.579860,-5.187640,7.767500,4.143447,False,False,False
I66_EB,AM,390,59.175961,48.165346,1.000000,56.000000,65.064774,1.000000,3.000000,41.325624,1.000000,3.000000,06:30,5.888813,-17.850337,23.739150,9.951361,False,False,True
I66_EB,AM,405,56.814988,48.165346,1.000000,56.000000,65.177236,1.000000,3.000000,27.486227,1.000000,3.000000,06:45,8.362247,-29.328762,37.691009,14.718383,False,False,True
I66_EB,AM,420,55.191238,48.165346,1.000000,56.000000,65.111091,1.000000,3.000000,17.755603,1.000000,3.000000,07:00,9.919854,-37.435634,47.355488,17.973603,False,False,True
I66_EB,AM,435,52.950921,48.165346,1.000000,56.000000,64.498887,1.000000,3.000000,12.788112,1.000000,3.000000,07:15,11.547965,-40.162810,51.710775,21.808809,False,False,True
I66_EB,AM,450,52.276503,48.165346,0.880637,49.000000,63.642478,1.000000,3.000000,11.611906,1.000000,3.000000,07:30,11.365975,-40.664596,52.030572,21.742034,False,False,True
I66_EB,AM,465,50.398759,48.165346,0.853742,48.000000,61.657535,1.000000,3.000000,11.161838,1.000000,3.000000,07:45,11.258776,-39.236921,50.495697,22.339391,False,False,True
I66_EB,AM,480,49.141450,48.165346,0.973105,55.000000,58.408637,1.000000,3.000000,11.210075,1.000000,3.000000,08:00,9.267187,-37.931375,47.198562,18.858187,False,False,True
I66_EB,AM,495,50.056262,48.165346,0.995197,55.000000,56.864003,1.000000,3.000000,12.715589,1.000000,3.000000,08:15,6.807741,-37.340673,44.148414,13.600178,False,False,True
I66_EB,AM,510,51.330342,48.165346,0.995197,55.000000,56.442580,1.000000,3.000000,16.973290,1.000000,3.000000,08:30,5.112239,-34.357051,39.469290,9.959487,False,False,True
I66_EB,AM,525,52.690270,48.165346,1.000000,56.000000,55.852271,1.000000,3.000000,36.371434,1.000000,3.000000,08:45,3.162001,-16.318836,19.480837,6.001110,False,False,True
I66_WB,AM,360,67.394869,48.805646,1.000000,39.000000,67.333720,1.000000,3.000000,67.549567,1.000000,3.000000,06:00,-0.061149,0.154698,-0.215847,0.090732,False,False,False
I66_WB,AM,375,66.905665,48.805646,1.000000,39.000000,67.307703,1.000000,3.000000,67.756556,1.000000,3.000000,06:15,0.402038,0.850891,-0.448853,0.600903,False,False,False
I66_WB,AM,390,66.644242,48.805646,1.000000,39.000000,67.255101,1.000000,3.000000,67.429308,1.000000,3.000000,06:30,0.610859,0.785066,-0.174207,0.916597,False,False,False
I66_WB,AM,405,66.483536,48.805646,1.000000,39.000000,67.181469,1.000000,3.000000,65.282735,1.000000,3.000000,06:45,0.697933,-1.200801,1.898734,1.049783,False,False,False
I66_WB,AM,420,66.254326,48.805646,1.000000,39.000000,67.092380,1.000000,3.000000,55.824281,1.000000,3.000000,07:00,0.838054,-10.430045,11.268099,1.264905,False,False,False
I66_WB,AM,435,65.832766,48.805646,1.000000,39.000000,66.993513,1.000000,3.000000,43.311527,1.000000,3.000000,07:15,1.160747,-22.521239,23.681986,1.763176,False,False,True
I66_WB,AM,450,65.586191,48.805646,1.000000,39.000000,66.890724,1.000000,3.000000,40.301424,1.000000,3.000000,07:30,1.304533,-25.284767,26.589300,1.989036,False,False,True
I66_WB,AM,465,65.598735,48.805646,1.000000,39.000000,66.790078,1.000000,3.000000,51.516164,1.000000,3.000000,07:45,1.191343,-14.082571,15.273914,1.816106,False,False,False
I66_WB,AM,480,66.296944,48.805646,1.000000,39.000000,66.697851,1.000000,3.000000,63.061273,1.000000,3.000000,08:00,0.400907,-3.235671,3.636578,0.604714,False,False,False
I66_WB,AM,495,66.191524,48.805646,1.000000,39.000000,66.620504,1.000000,3.000000,66.601027,1.000000,3.000000,08:15,0.428981,0.409503,0.019477,0.648090,False,False,False
I66_WB,AM,510,66.173938,48.805646,1.000000,39.000000,66.564613,1.000000,3.000000,66.975814,1.000000,3.000000,08:30,0.390675,0.801876,-0.411201,0.590376,False,False,False
I66_WB,AM,525,66.357585,48.805646,1.000000,39.000000,66.536817,1.000000,3.000000,66.754658,1.000000,3.000000,08:45,0.179232,0.397073,-0.217841,0.270101,False,False,False
I95I495_EB,AM,360,64.381386,47.190278,1.000000,4.000000,64.761013,1.000000,3.000000,64.739629,1.000000,3.000000,06:00,0.379627,0.358243,0.021384,0.589654,False,False,False
