corridor,matched_interval_count,mae_mph,mape_pct,mape_interval_count,rmse_mph,mean_bias_mph,wmape_pct,r_squared,cube_vs_observed_matched_interval_count,cube_vs_observed_mae_mph,cube_vs_observed_mape_pct,cube_vs_observed_mape_interval_count,cube_vs_observed_rmse_mph,cube_vs_observed_mean_bias_mph,cube_vs_observed_wmape_pct,cube_vs_observed_r_squared,taplite_vs_cube_matched_interval_count,taplite_vs_cube_mae_mph,taplite_vs_cube_mape_pct,taplite_vs_cube_mape_interval_count,taplite_vs_cube_rmse_mph,taplite_vs_cube_mean_bias_mph,taplite_vs_cube_wmape_pct,taplite_vs_cube_r_squared,congestion_valid_interval_count,observed_congestion_duration_min,model_congestion_duration_min,congestion_duration_error_min,congestion_duration_absolute_error_min,congestion_duration_ape_pct,congestion_overlap_min,congestion_union_min,congestion_iou_pct,congestion_precision_pct,congestion_recall_pct,congestion_f1_pct,congestion_interval_accuracy_pct,observed_congestion_episode_count,model_congestion_episode_count,observed_first_congestion_start_min,model_first_congestion_start_min,congestion_onset_error_min,observed_last_congestion_end_min,model_last_congestion_end_min,congestion_clearance_error_min,cube_vs_observed_congestion_valid_interval_count,cube_vs_observed_observed_congestion_duration_min,cube_vs_observed_model_congestion_duration_min,cube_vs_observed_congestion_duration_error_min,cube_vs_observed_congestion_duration_absolute_error_min,cube_vs_observed_congestion_duration_ape_pct,cube_vs_observed_congestion_overlap_min,cube_vs_observed_congestion_union_min,cube_vs_observed_congestion_iou_pct,cube_vs_observed_congestion_precision_pct,cube_vs_observed_congestion_recall_pct,cube_vs_observed_congestion_f1_pct,cube_vs_observed_congestion_interval_accuracy_pct,cube_vs_observed_observed_congestion_episode_count,cube_vs_observed_model_congestion_episode_count,cube_vs_observed_observed_first_congestion_start_min,cube_vs_observed_model_first_congestion_start_min,cube_vs_observed_congestion_onset_error_min,cube_vs_observed_observed_last_congestion_end_min,cube_vs_observed_model_last_congestion_end_min,cube_vs_observed_congestion_clearance_error_min,mean_observed_speed_mph,mean_model_speed_mph,mean_cube_qvdf_speed_mph,mean_observed_length_coverage_pct,mean_model_length_coverage_pct,mean_cube_qvdf_length_coverage_pct,periods_with_matched_intervals,periods_with_cube_matched_intervals,expected_interval_count,matched_interval_coverage_pct,minimum_tmc_mapping_coverage_pct,minimum_tmc_comparison_coverage_pct,minimum_qa_matched_share_of_mapped_pct,minimum_gmns_link_count_used,maximum_gmns_link_count_used,minimum_cube_qvdf_link_count_available,maximum_taplite_zero_cube_positive_link_count,result_status
VA253_NB,52,2.619161,11.071561,52,2.748340,-1.708290,11.066583,0.225151,52,4.211324,17.784473,52,4.996856,3.347660,17.793849,0.028169,52,5.055951,17.177965,52,6.500426,-5.055951,18.715373,0.002645,52,780,780,0,0,0.000000,780,780,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,52,780,660,-120,120,15.384615,660,780,84.615385,100.000000,84.615385,91.666667,84.615385,1,3,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,23.667300,21.959010,27.014961,100.000000,100.000000,100.000000,3,3,52,100.000000,100.000000,100.000000,66.666667,4.000000,4.000000,4.000000,0.000000,complete
VA253_SB,50,1.546121,6.271783,50,1.662128,-1.133913,6.317736,0.001248,50,3.507469,14.299897,50,4.143854,3.014370,14.332166,0.140745,52,4.039871,13.697960,52,5.133132,-4.039871,14.776664,0.001176,50,750,750,0,0,0.000000,750,750,100.000000,100.000000,100.000000,100.000000,100.000000,2,2,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,50,750,645,-105,105,14.000000,645,750,86.000000,100.000000,86.000000,92.473118,86.000000,2,5,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,24.472703,23.299661,27.339532,98.691413,100.000000,100.000000,3,3,52,96.153846,100.000000,100.000000,66.666667,7.000000,7.000000,7.000000,0.000000,partial_interval_coverage
VA267_EB,52,0.838440,1.294856,52,0.969214,-0.195850,1.288830,0.090212,52,5.551033,8.620918,52,10.615517,-5.403842,8.532913,0.221877,52,5.702925,13.925434,52,10.997605,5.207992,9.560560,0.068926,52,0,0,0,0,,0,0,,,,,100.000000,0,0,,,,,,,52,0,90,90,90,,0,90,0.000000,0.000000,,,88.461538,0,2,,420.000000,,,1035.000000,,65.054374,64.858524,59.650532,98.318398,100.000000,100.000000,3,3,52,100.000000,100.000000,100.000000,92.105263,60.000000,60.000000,60.000000,0.000000,complete
VA267_WB,52,0.264744,0.409042,52,0.365576,-0.102125,0.408042,0.764710,52,5.980694,9.232269,52,11.409407,-5.442685,9.217873,0.016169,52,5.845496,14.679132,52,11.195838,5.340560,9.834476,0.179903,52,0,0,0,0,,0,0,,,,,100.000000,0,0,,,,,,,52,0,105,105,105,,0,105,0.000000,0.000000,,,86.538462,0,2,,450.000000,,,1065.000000,,64.881498,64.779373,59.438813,98.997003,100.000000,100.000000,3,3,52,100.000000,100.000000,100.000000,94.736842,63.000000,63.000000,63.000000,0.000000,complete
VA27_NB,46,2.613808,5.778205,46,3.858728,-2.167730,5.788034,0.325806,46,7.418326,16.498974,46,10.249713,-7.370318,16.427190,0.126593,52,6.232173,21.708273,52,9.292786,5.769204,16.779756,0.120910,46,0,15,15,15,,0,15,0.000000,0.000000,,,97.826087,0,1,,495.000000,,,540.000000,,46,0,255,255,255,,0,255,0.000000,0.000000,,,63.043478,0,4,,435.000000,,,1065.000000,,45.158823,42.910227,37.141023,97.284390,100.000000,100.000000,3,3,52,88.461538,100.000000,100.000000,77.777778,13.000000,13.000000,13.000000,0.000000,partial_interval_coverage
VA27_SB,52,1.587413,3.773255,52,1.882600,0.659583,3.658830,0.560187,52,5.529327,12.930489,52,8.129111,-4.968044,12.744555,0.190514,52,5.649990,19.207765,52,8.537899,5.627627,14.706714,0.366519,52,0,0,0,0,,0,0,,,,,100.000000,0,0,,,,,,,52,0,240,240,240,,0,240,0.000000,0.000000,,,69.230769,0,3,,435.000000,,,1080.000000,,43.385801,44.045384,38.417757,99.868683,100.000000,100.000000,3,3,52,100.000000,100.000000,100.000000,100.000000,10.000000,10.000000,10.000000,0.000000,complete
VA286_NB,52,1.288532,2.952635,52,1.524799,-0.230059,2.940678,0.384079,52,3.734678,8.568367,52,5.760143,-3.230367,8.523254,0.137734,52,3.665836,10.677742,52,5.675249,3.000307,9.032011,0.119843,52,0,0,0,0,,0,0,,,,,100.000000,0,0,,,,,,,52,0,210,210,210,,0,210,0.000000,0.000000,,,73.076923,0,3,,435.000000,,,1065.000000,,43.817515,43.587455,40.587148,98.430776,100.000000,100.000000,3,3,52,100.000000,100.000000,100.000000,97.674419,64.000000,64.000000,64.000000,0.000000,complete
VA286_SB,52,1.167688,2.633798,52,1.342280,-0.029354,2.645392,0.799699,52,4.056009,9.195570,52,6.209816,-3.350557,9.188875,0.182726,52,3.738468,10.962740,52,5.988317,3.321203,9.165185,0.256424,52,0,30,30,30,,0,30,0.000000,0.000000,,,96.153846,0,1,,1020.000000,,,1050.000000,,52,0,225,225,225,,0,225,0.000000,0.000000,,,71.153846,0,3,,435.000000,,,1065.000000,,44.140436,44.111081,40.789879,98.824360,100.000000,100.000000,3,3,52,100.000000,100.000000,100.000000,93.181818,65.000000,65.000000,65.000000,0.000000,complete
VA287_NB,48,0.965118,2.329220,48,1.105973,-0.242427,2.327153,0.297593,48,2.435626,5.901411,48,3.241935,-0.355595,5.872936,0.319684,52,2.737694,6.983760,52,3.695612,0.101958,6.665005,0.002685,48,0,0,0,0,,0,0,,,,,100.000000,0,0,,,,,,,48,0,30,30,30,,0,30,0.000000,0.000000,,,95.833333,0,1,,1005.000000,,,1035.000000,,41.472043,41.177611,41.075653,97.609743,100.000000,100.000000,3,3,52,92.307692,100.000000,100.000000,87.500000,22.000000,22.000000,22.000000,0.000000,partial_interval_coverage
VA287_SB,52,1.174215,2.845026,52,1.362351,-0.152948,2.838693,0.078495,52,2.190531,5.327582,52,2.973787,-0.494917,5.295659,0.241933,52,2.736484,7.065397,52,3.725734,0.341969,6.695623,0.033107,52,0,0,0,0,,0,0,,,,,100.000000,0,0,,,,,,,52,0,45,45,45,,0,45,0.000000,0.000000,,,94.230769,0,2,,435.000000,,,1035.000000,,41.364657,41.211709,40.869740,99.038003,100.000000,100.000000,3,3,52,100.000000,100.000000,100.000000,87.500000,22.000000,22.000000,22.000000,0.000000,complete
VA289_EB,48,1.188006,2.675282,48,1.361279,-0.385858,2.650988,0.691181,48,3.471411,7.738166,48,5.513164,-2.851839,7.746315,0.104156,52,3.737384,10.485660,52,5.815418,2.716404,8.950836,0.022725,48,0,0,0,0,,0,0,,,,,100.000000,0,0,,,,,,,48,0,135,135,135,,0,135,0.000000,0.000000,,,81.250000,0,3,,435.000000,,,1050.000000,,44.813714,44.470981,41.754577,97.871234,100.000000,100.000000,3,3,52,92.307692,100.000000,100.000000,100.000000,8.000000,8.000000,8.000000,0.000000,partial_interval_coverage
VA289_WB,50,0.592247,1.216025,50,0.696071,-0.468060,1.224150,0.493731,50,4.369488,9.066724,50,6.923426,-4.237584,9.031556,0.089061,52,4.524492,12.663186,52,7.260107,4.202817,10.350119,0.005472,50,0,0,0,0,,0,0,,,,,100.000000,0,0,,,,,,,50,0,150,150,150,,0,150,0.000000,0.000000,,,80.000000,0,3,,435.000000,,,1065.000000,,48.380239,47.917210,43.714393,97.853563,100.000000,100.000000,3,3,52,96.153846,100.000000,100.000000,80.000000,8.000000,8.000000,8.000000,0.000000,partial_interval_coverage
VA28_NB,52,1.439135,3.528979,52,1.864770,0.557980,3.463897,0.142874,52,4.802341,11.569874,52,6.848839,-3.057072,11.558902,0.010860,52,4.245829,13.867658,52,6.622911,3.615051,11.031103,0.334511,52,30,0,-30,30,100.000000,0,30,0.000000,,0.000000,,96.153846,1,0,480.000000,,,510.000000,,,52,30,270,240,240,800.000000,0,300,0.000000,0.000000,0.000000,,61.538462,1,3,480.000000,420.000000,-60.000000,510.000000,1065.000000,555.000000,41.546686,42.104666,38.489615,97.371281,100.000000,100.000000,3,3,52,100.000000,100.000000,100.000000,82.352941,81.000000,81.000000,81.000000,0.000000,complete
VA28_SB,52,2.195521,5.339471,52,2.897291,-1.057246,5.436780,0.766101,52,4.323396,10.490349,52,6.631590,-3.460138,10.706046,0.340942,52,3.505676,11.310588,52,5.444196,2.402892,9.494656,0.466541,52,255,345,90,90,35.294118,240,360,66.666667,69.565217,94.117647,80.000000,84.615385,2,1,870.000000,780.000000,-90.000000,1140.000000,1125.000000,-15.000000,52,255,420,165,165,64.705882,225,450,50.000000,53.571429,88.235294,66.666667,71.153846,2,3,870.000000,435.000000,-435.000000,1140.000000,1095.000000,-45.000000,40.382755,39.325509,36.922617,98.728612,100.000000,100.000000,3,3,52,100.000000,100.000000,100.000000,84.375000,79.000000,79.000000,79.000000,0.000000,complete
VA294_EB,52,1.125978,2.685097,52,1.353330,0.030886,2.699841,0.747819,52,2.660569,6.398001,52,4.025526,-2.427421,6.379440,0.341662,52,2.618034,7.427723,52,4.213518,2.458307,6.665406,0.274285,52,0,0,0,0,,0,0,,,,,100.000000,0,0,,,,,,,52,0,180,180,180,,0,180,0.000000,0.000000,,,76.923077,0,3,,435.000000,,,1065.000000,,41.705366,41.736252,39.277945,99.041341,100.000000,100.000000,3,3,52,100.000000,100.000000,100.000000,78.571429,24.000000,24.000000,24.000000,0.000000,complete
VA294_NB,48,2.183935,8.577842,48,2.641294,0.249136,8.327295,0.012759,48,5.816231,22.038276,48,7.028469,5.609212,22.177157,0.284254,52,5.008486,14.122545,52,7.013609,-5.008486,15.838170,0.013103,48,720,720,0,0,0.000000,720,720,100.000000,100.000000,100.000000,100.000000,100.000000,3,3,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,48,720,390,-330,330,45.833333,390,720,54.166667,100.000000,54.166667,70.270270,54.166667,3,5,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,26.226224,26.614395,31.622881,92.307692,100.000000,100.000000,3,3,52,92.307692,100.000000,100.000000,100.000000,3.000000,3.000000,3.000000,0.000000,partial_interval_coverage
VA294_SB,52,2.727905,9.966451,52,3.215113,-0.462793,9.938622,0.000158,52,4.508160,16.411762,52,5.977012,4.260683,16.424656,0.337645,52,4.723476,13.030004,52,6.804060,-4.723476,14.896702,0.090348,52,780,780,0,0,0.000000,780,780,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,52,780,420,-360,360,46.153846,420,780,53.846154,100.000000,53.846154,70.000000,53.846154,1,3,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,27.447518,26.984725,31.708201,100.000000,100.000000,100.000000,3,3,52,100.000000,100.000000,100.000000,100.000000,3.000000,3.000000,3.000000,0.000000,complete
VA294_WB,52,0.874369,2.097839,52,0.981892,-0.000921,2.100597,0.706840,52,2.384121,5.764424,52,3.681467,-2.168313,5.727647,0.306680,52,2.468093,6.958313,52,3.854507,2.167393,6.255230,0.200449,52,0,0,0,0,,0,0,,,,,100.000000,0,0,,,,,,,52,0,165,165,165,,0,165,0.000000,0.000000,,,78.846154,0,3,,435.000000,,,1065.000000,,41.624779,41.623859,39.456466,98.933792,100.000000,100.000000,3,3,52,100.000000,100.000000,100.000000,93.333333,24.000000,24.000000,24.000000,0.000000,complete
VA309_NB,50,0.833300,3.368109,50,0.950080,-0.566999,3.326529,0.855718,50,3.562566,14.054249,50,4.683127,3.519059,14.221742,0.405713,52,4.159944,13.400143,52,5.328047,-4.159944,14.485677,0.257039,50,750,750,0,0,0.000000,750,750,100.000000,100.000000,100.000000,100.000000,100.000000,2,2,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,50,750,510,-240,240,32.000000,510,750,68.000000,100.000000,68.000000,80.952381,68.000000,2,4,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,25.050142,24.557691,28.717635,98.644961,100.000000,100.000000,3,3,52,96.153846,100.000000,100.000000,100.000000,18.000000,18.000000,18.000000,0.000000,partial_interval_coverage
VA309_SB,52,0.932668,3.872234,52,1.148965,0.024227,3.804281,0.705129,52,4.189548,17.279407,52,4.923991,4.175221,17.088839,0.288215,52,4.150994,13.760470,52,5.127045,-4.150994,14.467678,0.132251,52,780,780,0,0,0.000000,780,780,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,52,780,600,-180,180,23.076923,600,780,76.923077,100.000000,76.923077,86.956522,76.923077,1,4,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,24.516280,24.540506,28.691500,99.618509,100.000000,100.000000,3,3,52,100.000000,100.000000,100.000000,100.000000,17.000000,17.000000,17.000000,0.000000,complete
VA338_EB,50,1.228862,9.445009,50,1.630071,0.477786,8.346013,0.452076,50,5.318090,38.626059,50,6.396361,5.300535,36.118676,0.012650,52,4.808292,22.142130,52,5.750726,-4.808292,24.014754,0.015019,50,750,750,0,0,0.000000,750,750,100.000000,100.000000,100.000000,100.000000,100.000000,2,2,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,50,750,750,0,0,0.000000,750,750,100.000000,100.000000,100.000000,100.000000,100.000000,2,2,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,14.723934,15.213949,20.022241,96.153846,100.000000,100.000000,3,3,52,96.153846,100.000000,100.000000,100.000000,1.000000,1.000000,1.000000,0.000000,partial_interval_coverage
VA338_WB,50,0.629933,3.115194,50,0.756689,0.095678,3.078452,0.001371,50,4.636771,22.748843,50,5.358592,4.609010,22.659669,0.003078,52,4.643319,17.448661,52,5.399323,-4.643319,18.447024,0.001449,50,750,750,0,0,0.000000,750,750,100.000000,100.000000,100.000000,100.000000,100.000000,2,2,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,50,750,750,0,0,0.000000,750,750,100.000000,100.000000,100.000000,100.000000,100.000000,2,2,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,20.462660,20.527780,25.171099,96.315549,100.000000,100.000000,3,3,52,96.153846,100.000000,100.000000,100.000000,3.000000,3.000000,3.000000,0.000000,partial_interval_coverage
VA400_NB,46,1.114864,4.624583,46,1.327652,0.437794,4.597275,0.648735,46,3.756167,15.697358,46,4.863681,3.573341,15.489004,0.089148,52,3.103033,10.506726,52,4.041305,-3.012515,11.190112,0.311492,46,690,690,0,0,0.000000,690,690,100.000000,100.000000,100.000000,100.000000,100.000000,4,4,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,46,690,570,-120,120,17.391304,570,690,82.608696,100.000000,82.608696,90.476190,82.608696,4,7,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,24.250538,24.717619,27.730134,96.369507,100.000000,100.000000,3,3,52,88.461538,100.000000,100.000000,60.000000,20.000000,20.000000,20.000000,0.000000,partial_interval_coverage
VA401_NB,52,0.422263,1.746894,52,0.502562,-0.105949,1.748359,0.887969,52,2.887384,12.175713,52,3.385432,2.853455,11.955066,0.129814,52,2.959403,10.692362,52,3.436392,-2.959403,10.958552,0.141993,52,780,780,0,0,0.000000,780,780,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,52,780,780,0,0,0.000000,780,780,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,24.151969,24.046021,27.005424,99.472028,100.000000,100.000000,3,3,52,100.000000,100.000000,100.000000,100.000000,15.000000,15.000000,15.000000,0.000000,complete
VA401_SB,50,1.096370,4.821213,50,1.557156,-1.073184,4.622362,0.851987,50,1.684042,7.059476,50,2.020142,1.342072,7.100020,0.665208,52,2.351712,9.334952,52,2.668033,-2.351712,9.331560,0.776698,50,750,750,0,0,0.000000,750,750,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,390.000000,390.000000,0.000000,1140.000000,1140.000000,0.000000,50,750,750,0,0,0.000000,750,750,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,390.000000,390.000000,0.000000,1140.000000,1140.000000,0.000000,23.718832,22.849989,25.201700,97.013039,100.000000,100.000000,3,3,52,96.153846,100.000000,100.000000,50.000000,12.000000,12.000000,12.000000,0.000000,partial_interval_coverage
VA402_NB,46,0.970208,4.152130,46,1.366922,0.373092,4.098039,0.104377,46,4.852398,20.578878,46,5.621803,4.847293,20.495926,0.049073,52,4.613911,15.232275,52,5.570606,-4.613911,16.105904,0.000103,46,690,690,0,0,0.000000,690,690,100.000000,100.000000,100.000000,100.000000,100.000000,4,4,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,46,690,555,-135,135,19.565217,555,690,80.434783,100.000000,80.434783,89.156627,80.434783,4,7,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,23.674937,24.033417,28.647329,96.393696,100.000000,100.000000,3,3,52,88.461538,100.000000,100.000000,80.000000,12.000000,12.000000,12.000000,0.000000,partial_interval_coverage
VA402_SB,47,0.953144,4.334379,47,1.116945,0.023731,4.207823,0.540852,47,4.731723,20.817393,47,5.710819,4.694390,20.889032,0.315778,52,4.790049,16.277912,52,5.829997,-4.790049,17.520788,0.240117,47,705,705,0,0,0.000000,705,705,100.000000,100.000000,100.000000,100.000000,100.000000,3,3,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,47,705,570,-135,135,19.148936,570,705,80.851064,100.000000,80.851064,89.411765,80.851064,3,6,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,22.651711,22.549184,27.339233,96.810675,100.000000,100.000000,3,3,52,90.384615,100.000000,100.000000,80.000000,13.000000,13.000000,13.000000,0.000000,partial_interval_coverage
VA420_EB,50,1.669629,8.091817,50,2.085311,-0.864110,8.088916,0.084402,50,4.591286,22.223061,50,5.683713,4.292653,22.243586,0.103649,52,4.996840,18.061061,52,6.558566,-4.996840,20.008844,0.000670,50,750,750,0,0,0.000000,750,750,100.000000,100.000000,100.000000,100.000000,100.000000,2,2,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,50,750,750,0,0,0.000000,750,750,100.000000,100.000000,100.000000,100.000000,100.000000,2,2,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,20.640944,19.976316,24.973156,96.246096,100.000000,100.000000,3,3,52,96.153846,100.000000,100.000000,50.000000,4.000000,4.000000,4.000000,0.000000,partial_interval_coverage
VA420_NB,46,1.869882,9.064427,46,2.572662,-0.258816,8.931053,0.024603,46,5.734011,27.705110,46,7.061334,5.651707,27.387163,0.017347,52,5.538826,18.957888,52,7.311539,-5.401165,20.927186,0.011888,46,690,690,0,0,0.000000,690,690,100.000000,100.000000,100.000000,100.000000,100.000000,4,4,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,46,690,585,-105,105,15.217391,585,690,84.782609,100.000000,84.782609,91.764706,84.782609,4,7,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,20.936855,21.065969,26.467134,88.461538,100.000000,100.000000,3,3,52,88.461538,100.000000,100.000000,100.000000,8.000000,8.000000,8.000000,0.000000,partial_interval_coverage
VA420_SB,50,2.526834,12.897313,50,3.010382,0.099406,12.438719,0.388174,50,5.645416,27.984396,50,6.977681,5.502058,27.790401,0.188502,52,5.251504,17.644308,52,7.377398,-5.186951,20.409592,0.038048,50,750,750,0,0,0.000000,750,750,100.000000,100.000000,100.000000,100.000000,100.000000,2,2,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,50,750,585,-165,165,22.000000,585,750,78.000000,100.000000,78.000000,87.640449,78.000000,2,6,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,20.314265,20.543619,25.730570,96.153846,100.000000,100.000000,3,3,52,96.153846,100.000000,100.000000,100.000000,8.000000,8.000000,8.000000,0.000000,partial_interval_coverage
VA420_WB,48,1.409781,6.927789,48,2.297555,0.733343,6.737129,0.039011,48,5.460404,26.334123,48,6.474724,5.460396,26.094444,0.004618,52,4.616018,16.162856,52,5.963089,-4.316342,17.569602,0.008015,48,720,720,0,0,0.000000,720,720,100.000000,100.000000,100.000000,100.000000,100.000000,3,3,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,48,720,705,-15,15,2.083333,705,720,97.916667,100.000000,97.916667,98.947368,97.916667,3,4,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,20.925544,21.956411,26.272753,92.492192,100.000000,100.000000,3,3,52,92.307692,100.000000,100.000000,50.000000,4.000000,4.000000,4.000000,0.000000,partial_interval_coverage
VA55_EB,49,0.577443,1.731209,49,0.730545,-0.409881,1.714211,0.923916,49,1.276304,3.778924,49,1.581129,0.485346,3.788864,0.609763,52,1.316307,3.783848,52,1.760325,-0.850108,3.864670,0.548994,49,630,615,-15,15,2.380952,615,630,97.619048,100.000000,97.619048,98.795181,97.959184,2,2,465.000000,480.000000,15.000000,1125.000000,1125.000000,0.000000,49,630,435,-195,195,30.952381,405,660,61.363636,93.103448,64.285714,76.056338,65.306122,2,5,465.000000,435.000000,-30.000000,1125.000000,1125.000000,0.000000,33.685672,33.209910,34.060018,97.651918,100.000000,100.000000,3,3,52,94.230769,100.000000,100.000000,100.000000,15.000000,15.000000,15.000000,0.000000,partial_interval_coverage
VA55_WB,48,0.910890,2.973594,48,1.144979,0.047904,2.886499,0.689096,48,1.515010,4.801542,48,1.969616,1.334388,4.800882,0.707681,52,1.889552,5.506275,52,2.544953,-1.437546,5.698930,0.431199,48,645,645,0,0,0.000000,630,660,95.454545,97.674419,97.674419,97.674419,95.833333,3,2,450.000000,465.000000,15.000000,1140.000000,1140.000000,0.000000,48,645,450,-195,195,30.232558,450,645,69.767442,100.000000,69.767442,82.191781,72.916667,3,4,450.000000,450.000000,0.000000,1140.000000,1140.000000,0.000000,31.556907,31.718713,33.156260,96.713721,100.000000,100.000000,3,3,52,92.307692,100.000000,100.000000,100.000000,15.000000,15.000000,15.000000,0.000000,partial_interval_coverage
VA600_EB,52,1.021078,3.126190,52,1.238017,-0.406243,3.127179,0.331373,52,1.653704,5.032810,52,2.199538,1.377279,5.064676,0.490070,52,1.932432,5.371633,52,2.823327,-1.783522,5.678779,0.152627,52,150,105,-45,45,30.000000,15,240,6.250000,14.285714,10.000000,11.764706,71.153846,3,1,435.000000,900.000000,465.000000,1080.000000,1005.000000,-75.000000,52,150,75,-75,75,50.000000,15,210,7.142857,20.000000,10.000000,13.333333,75.000000,3,2,435.000000,900.000000,465.000000,1080.000000,1035.000000,-45.000000,32.651729,32.245487,34.029009,100.000000,100.000000,100.000000,3,3,52,100.000000,100.000000,100.000000,100.000000,7.000000,7.000000,7.000000,0.000000,complete
VA600_WB,50,0.832425,2.500128,50,0.973147,-0.174723,2.513671,0.207515,50,1.821947,5.463265,50,2.420139,1.554543,5.501726,0.397820,52,2.072749,5.647812,52,2.956193,-1.803010,5.967888,0.012538,50,45,0,-45,45,100.000000,0,45,0.000000,,0.000000,,94.000000,1,0,465.000000,,,510.000000,,,50,45,45,0,0,0.000000,0,90,0.000000,0.000000,0.000000,,88.000000,1,2,465.000000,915.000000,450.000000,510.000000,1035.000000,525.000000,33.115920,32.928698,34.731709,98.298439,100.000000,100.000000,3,3,52,96.153846,100.000000,100.000000,100.000000,7.000000,7.000000,7.000000,0.000000,partial_interval_coverage
VA602_NB,52,1.088356,3.319223,52,1.398765,-0.716243,3.340434,0.402971,52,1.371896,4.232587,52,1.718048,0.544196,4.210688,0.236617,52,1.439210,4.282889,52,1.728746,-1.260440,4.344721,0.548300,52,165,375,210,210,127.272727,120,420,28.571429,32.000000,72.727273,44.444444,61.538462,2,2,525.000000,480.000000,-45.000000,1095.000000,1080.000000,-15.000000,52,165,165,0,0,0.000000,75,255,29.411765,45.454545,45.454545,45.454545,76.923077,2,3,525.000000,525.000000,0.000000,1095.000000,1050.000000,-45.000000,32.581289,31.865046,33.125486,98.878756,100.000000,100.000000,3,3,52,100.000000,100.000000,100.000000,100.000000,23.000000,23.000000,23.000000,0.000000,complete
VA602_SB,50,0.437960,1.318223,50,0.533751,0.000315,1.311652,0.947233,50,1.463686,4.328823,50,1.817191,0.457911,4.383610,0.693105,52,1.298810,3.791618,52,1.773463,-0.457390,3.831668,0.686862,50,135,150,15,15,11.111111,135,150,90.000000,90.000000,100.000000,94.736842,98.000000,1,1,960.000000,945.000000,-15.000000,1095.000000,1095.000000,0.000000,50,135,180,45,45,33.333333,135,180,75.000000,75.000000,100.000000,85.714286,94.000000,1,3,960.000000,450.000000,-510.000000,1095.000000,1095.000000,0.000000,33.389962,33.439348,33.896738,98.686649,100.000000,100.000000,3,3,52,96.153846,100.000000,100.000000,100.000000,23.000000,23.000000,23.000000,0.000000,partial_interval_coverage
VA606_EB,52,1.435848,4.267554,52,1.723088,-0.820607,4.270442,0.424248,52,1.833272,5.468312,52,2.378044,-1.506049,5.452444,0.423331,52,1.368807,4.531907,52,2.029548,0.685442,4.261952,0.402388,52,480,615,135,135,28.125000,435,660,65.909091,70.731707,90.625000,79.452055,71.153846,3,1,450.000000,465.000000,15.000000,1110.000000,1080.000000,-30.000000,52,480,660,180,180,37.500000,450,690,65.217391,68.181818,93.750000,78.947368,69.230769,3,1,450.000000,420.000000,-30.000000,1110.000000,1080.000000,-30.000000,33.622945,32.802339,32.116897,99.087561,100.000000,100.000000,3,3,52,100.000000,100.000000,100.000000,75.000000,27.000000,27.000000,27.000000,0.000000,complete
