corridor,matched_interval_count,mae_mph,mape_pct,mape_interval_count,rmse_mph,mean_bias_mph,wmape_pct,r_squared,cube_vs_observed_matched_interval_count,cube_vs_observed_mae_mph,cube_vs_observed_mape_pct,cube_vs_observed_mape_interval_count,cube_vs_observed_rmse_mph,cube_vs_observed_mean_bias_mph,cube_vs_observed_wmape_pct,cube_vs_observed_r_squared,taplite_vs_cube_matched_interval_count,taplite_vs_cube_mae_mph,taplite_vs_cube_mape_pct,taplite_vs_cube_mape_interval_count,taplite_vs_cube_rmse_mph,taplite_vs_cube_mean_bias_mph,taplite_vs_cube_wmape_pct,taplite_vs_cube_r_squared,congestion_valid_interval_count,observed_congestion_duration_min,model_congestion_duration_min,congestion_duration_error_min,congestion_duration_absolute_error_min,congestion_duration_ape_pct,congestion_overlap_min,congestion_union_min,congestion_iou_pct,congestion_precision_pct,congestion_recall_pct,congestion_f1_pct,congestion_interval_accuracy_pct,observed_congestion_episode_count,model_congestion_episode_count,observed_first_congestion_start_min,model_first_congestion_start_min,congestion_onset_error_min,observed_last_congestion_end_min,model_last_congestion_end_min,congestion_clearance_error_min,cube_vs_observed_congestion_valid_interval_count,cube_vs_observed_observed_congestion_duration_min,cube_vs_observed_model_congestion_duration_min,cube_vs_observed_congestion_duration_error_min,cube_vs_observed_congestion_duration_absolute_error_min,cube_vs_observed_congestion_duration_ape_pct,cube_vs_observed_congestion_overlap_min,cube_vs_observed_congestion_union_min,cube_vs_observed_congestion_iou_pct,cube_vs_observed_congestion_precision_pct,cube_vs_observed_congestion_recall_pct,cube_vs_observed_congestion_f1_pct,cube_vs_observed_congestion_interval_accuracy_pct,cube_vs_observed_observed_congestion_episode_count,cube_vs_observed_model_congestion_episode_count,cube_vs_observed_observed_first_congestion_start_min,cube_vs_observed_model_first_congestion_start_min,cube_vs_observed_congestion_onset_error_min,cube_vs_observed_observed_last_congestion_end_min,cube_vs_observed_model_last_congestion_end_min,cube_vs_observed_congestion_clearance_error_min,mean_observed_speed_mph,mean_model_speed_mph,mean_cube_qvdf_speed_mph,mean_observed_length_coverage_pct,mean_model_length_coverage_pct,mean_cube_qvdf_length_coverage_pct,periods_with_matched_intervals,periods_with_cube_matched_intervals,expected_interval_count,matched_interval_coverage_pct,minimum_tmc_mapping_coverage_pct,minimum_tmc_comparison_coverage_pct,minimum_qa_matched_share_of_mapped_pct,minimum_gmns_link_count_used,maximum_gmns_link_count_used,minimum_cube_qvdf_link_count_available,maximum_taplite_zero_cube_positive_link_count,result_status
VA120_NB,52,1.289814,5.628996,52,1.464036,-0.087450,5.595073,0.227661,52,3.952671,17.228252,52,4.671971,3.867204,17.146263,0.156833,52,3.954655,13.785599,52,5.032530,-3.954655,14.690465,0.002240,52,780,780,0,0,0.000000,780,780,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,52,780,720,-60,60,7.692308,720,780,92.307692,100.000000,92.307692,96.000000,92.307692,1,3,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,23.052669,22.965219,26.919874,98.296465,100.000000,100.000000,3,3,52,100.000000,100.000000,100.000000,100.000000,61.000000,61.000000,61.000000,0.000000,complete
VA120_SB,52,0.792937,3.391646,52,0.902985,-0.431217,3.432886,0.776345,52,3.699643,15.898165,52,4.621959,3.654076,16.016972,0.380762,52,4.085293,14.039774,52,5.246166,-4.085293,15.270785,0.128509,52,780,780,0,0,0.000000,780,780,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,52,780,690,-90,90,11.538462,690,780,88.461538,100.000000,88.461538,93.877551,88.461538,1,3,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,23.098270,22.667053,26.752346,99.039872,100.000000,100.000000,3,3,52,100.000000,100.000000,100.000000,88.235294,60.000000,60.000000,60.000000,0.000000,complete
VA123_NB,52,1.366733,4.338296,52,1.649837,-0.543364,4.368171,0.408154,52,1.287123,4.154360,52,1.564347,0.910983,4.113731,0.695832,52,1.878568,5.727786,52,2.427465,-1.454347,5.834163,0.332979,52,720,720,0,0,0.000000,720,720,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,420.000000,420.000000,0.000000,1140.000000,1140.000000,0.000000,52,720,585,-135,135,18.750000,585,720,81.250000,100.000000,81.250000,89.655172,82.692308,1,3,420.000000,420.000000,0.000000,1140.000000,1140.000000,0.000000,31.288452,30.745088,32.199436,97.795318,100.000000,100.000000,3,3,52,100.000000,100.000000,100.000000,100.000000,108.000000,108.000000,108.000000,0.000000,complete
VA123_SB,52,1.249481,4.070183,52,1.513757,-1.042793,3.971642,0.919822,52,1.614630,5.132927,52,1.998992,0.523964,5.132316,0.879418,52,2.039300,6.030222,52,2.685559,-1.566757,6.375994,0.790416,52,600,645,45,45,7.500000,570,675,84.444444,88.372093,95.000000,91.566265,86.538462,3,1,465.000000,495.000000,30.000000,1140.000000,1140.000000,0.000000,52,600,435,-165,165,27.500000,390,645,60.465116,89.655172,65.000000,75.362319,67.307692,3,4,465.000000,435.000000,-30.000000,1140.000000,1140.000000,0.000000,31.460064,30.417272,31.984028,98.554185,100.000000,100.000000,3,3,52,100.000000,100.000000,100.000000,100.000000,108.000000,108.000000,108.000000,0.000000,complete
VA193_EB,51,1.959636,6.688097,51,2.184482,-1.949535,6.754191,0.695465,51,2.005508,6.986788,51,2.293396,1.473692,6.912299,0.378128,52,3.458483,11.078929,52,3.991174,-3.458483,11.352169,0.222800,51,720,735,15,15,2.083333,720,735,97.959184,97.959184,100.000000,98.969072,98.039216,2,2,405.000000,390.000000,-15.000000,1140.000000,1140.000000,0.000000,51,720,465,-255,255,35.416667,465,720,64.583333,100.000000,64.583333,78.481013,66.666667,2,4,405.000000,435.000000,30.000000,1140.000000,1140.000000,0.000000,29.013624,27.006911,30.465394,98.881385,100.000000,100.000000,3,3,52,98.076923,100.000000,100.000000,88.888889,25.000000,25.000000,25.000000,0.000000,partial_interval_coverage
VA193_WB,52,1.503407,5.189846,52,1.856172,-1.419768,5.048851,0.837524,52,1.271467,4.288797,52,1.473794,0.981844,4.269934,0.660395,52,2.405539,7.856327,52,2.870322,-2.401612,7.820589,0.592110,52,720,720,0,0,0.000000,720,720,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,420.000000,420.000000,0.000000,1140.000000,1140.000000,0.000000,52,720,480,-240,240,33.333333,480,720,66.666667,100.000000,66.666667,80.000000,69.230769,1,3,420.000000,435.000000,15.000000,1140.000000,1140.000000,0.000000,29.777213,28.357445,30.759057,99.000878,100.000000,100.000000,3,3,52,100.000000,100.000000,100.000000,77.777778,25.000000,25.000000,25.000000,0.000000,complete
VA213_NB,52,1.073501,5.341315,52,1.438585,0.112081,5.241177,0.158396,52,5.250112,25.663643,52,6.423942,5.185494,25.632731,0.059244,52,5.073413,17.931117,52,6.401054,-5.073413,19.765860,0.013402,52,780,780,0,0,0.000000,780,780,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,52,780,750,-30,30,3.846154,750,780,96.153846,100.000000,96.153846,98.039216,96.153846,1,3,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,20.482062,20.594143,25.667556,100.000000,100.000000,100.000000,3,3,52,100.000000,100.000000,100.000000,33.333333,4.000000,4.000000,4.000000,0.000000,complete
VA213_SB,50,1.324455,6.691276,50,1.666910,0.179064,6.571740,0.400893,50,4.991934,24.743570,50,5.948233,4.925291,24.769198,0.116321,52,4.611044,16.876726,52,5.827293,-4.611044,18.492690,0.012504,50,750,750,0,0,0.000000,750,750,100.000000,100.000000,100.000000,100.000000,100.000000,2,2,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,50,750,750,0,0,0.000000,750,750,100.000000,100.000000,100.000000,100.000000,100.000000,2,2,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,20.153797,20.323370,24.934414,97.340854,100.000000,100.000000,3,3,52,96.153846,100.000000,100.000000,66.666667,4.000000,4.000000,4.000000,0.000000,partial_interval_coverage
VA215_EB,52,0.841972,1.949945,52,1.074696,-0.022513,1.940147,0.012305,52,1.609921,3.730159,52,3.058866,-1.098730,3.709725,0.107349,52,1.742626,4.660411,52,3.221944,1.076217,4.119821,0.006664,52,0,0,0,0,,0,0,,,,,100.000000,0,0,,,,,,,52,0,0,0,0,,0,0,,,,,100.000000,0,0,,,,,,,43.397317,43.374803,42.298586,100.000000,100.000000,100.000000,3,3,52,100.000000,100.000000,100.000000,75.000000,16.000000,16.000000,16.000000,0.000000,complete
VA215_WB,50,0.796217,1.917377,50,1.178054,0.679665,1.879537,0.132844,50,1.698325,4.051207,50,2.609233,-0.110391,4.009041,0.251795,52,1.769784,4.747820,52,3.186553,1.033917,4.208846,0.045270,50,0,0,0,0,,0,0,,,,,100.000000,0,0,,,,,,,50,0,15,15,15,,0,15,0.000000,0.000000,,,98.000000,0,1,,1020.000000,,,1035.000000,,42.362370,43.083063,42.049146,97.494746,100.000000,100.000000,3,3,52,96.153846,100.000000,100.000000,75.000000,16.000000,16.000000,16.000000,0.000000,partial_interval_coverage
VA228_EB,48,1.030506,5.549429,48,1.321198,0.141056,5.325443,0.127841,48,3.325472,17.170715,48,4.107276,3.307416,17.185355,0.314321,52,3.163454,12.701491,52,4.161166,-3.163454,13.928121,0.137781,48,720,720,0,0,0.000000,720,720,100.000000,100.000000,100.000000,100.000000,100.000000,3,3,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,48,720,720,0,0,0.000000,720,720,100.000000,100.000000,100.000000,100.000000,100.000000,3,3,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,19.350617,19.549256,22.712710,96.899447,100.000000,100.000000,3,3,52,92.307692,100.000000,100.000000,100.000000,4.000000,4.000000,4.000000,0.000000,partial_interval_coverage
VA228_NB,47,1.124915,3.891313,47,1.474374,1.124915,3.854187,0.154826,47,3.862282,13.222563,47,4.430000,3.862282,13.232967,0.168893,52,2.980202,8.520499,52,3.773710,-2.965623,8.937753,0.120910,47,690,615,-75,75,10.869565,615,690,89.130435,100.000000,89.130435,94.252874,89.361702,3,2,390.000000,495.000000,105.000000,1140.000000,1140.000000,0.000000,47,690,240,-450,450,65.217391,240,690,34.782609,100.000000,34.782609,51.612903,36.170213,3,5,390.000000,510.000000,120.000000,1140.000000,1140.000000,0.000000,29.186822,30.378354,33.343977,96.175658,100.000000,100.000000,3,3,52,90.384615,100.000000,100.000000,100.000000,8.000000,8.000000,8.000000,0.000000,partial_interval_coverage
VA228_SB,50,0.955451,3.342346,50,1.172818,0.849254,3.299945,0.344926,50,3.747444,12.915387,50,4.357514,3.747444,12.942956,0.259145,52,2.826283,8.184745,52,3.723420,-2.809038,8.667044,0.077455,50,750,690,-60,60,8.000000,690,750,92.000000,100.000000,92.000000,95.833333,92.000000,2,2,360.000000,420.000000,60.000000,1140.000000,1140.000000,0.000000,50,750,315,-435,435,58.000000,315,750,42.000000,100.000000,42.000000,59.154930,42.000000,2,7,360.000000,450.000000,90.000000,1140.000000,1140.000000,0.000000,28.953538,29.800501,32.609539,99.190887,100.000000,100.000000,3,3,52,96.153846,100.000000,100.000000,100.000000,8.000000,8.000000,8.000000,0.000000,partial_interval_coverage
VA228_WB,50,0.782070,4.178046,50,1.143163,0.710311,4.143600,0.636409,50,4.650524,25.237790,50,5.446555,4.650524,24.639612,0.001589,52,3.810489,15.330404,52,4.725877,-3.808276,16.257521,0.006196,50,750,750,0,0,0.000000,750,750,100.000000,100.000000,100.000000,100.000000,100.000000,2,2,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,50,750,750,0,0,0.000000,750,750,100.000000,100.000000,100.000000,100.000000,100.000000,2,2,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,18.874178,19.630041,23.438317,97.704123,100.000000,100.000000,3,3,52,96.153846,100.000000,100.000000,100.000000,4.000000,4.000000,4.000000,0.000000,partial_interval_coverage
VA233_EB,50,2.163928,11.187201,50,2.194524,-2.163928,11.152183,0.893765,50,2.671487,13.598460,50,3.457982,1.689827,13.767974,0.308907,52,3.895642,16.629836,52,4.935583,-3.895642,18.337871,0.274031,50,750,750,0,0,0.000000,750,750,100.000000,100.000000,100.000000,100.000000,100.000000,2,2,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,50,750,750,0,0,0.000000,750,750,100.000000,100.000000,100.000000,100.000000,100.000000,2,2,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,19.403628,17.348059,21.243701,98.659440,100.000000,100.000000,3,3,52,96.153846,100.000000,100.000000,100.000000,3.000000,3.000000,3.000000,0.000000,partial_interval_coverage
VA233_WB,50,1.028224,3.780419,50,1.970130,-0.863064,3.712656,0.358877,50,1.461120,5.336585,50,1.895092,0.168223,5.275736,0.181978,52,1.125784,4.024477,52,1.398471,-1.028823,4.036428,0.793899,50,750,750,0,0,0.000000,750,750,100.000000,100.000000,100.000000,100.000000,100.000000,2,2,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,50,750,750,0,0,0.000000,750,750,100.000000,100.000000,100.000000,100.000000,100.000000,2,2,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,27.695099,26.861764,27.890588,96.153846,100.000000,100.000000,3,3,52,96.153846,100.000000,100.000000,100.000000,2.000000,2.000000,2.000000,0.000000,partial_interval_coverage
VA234BR_NB,50,0.849910,3.555509,50,1.149500,0.848658,3.554249,0.614812,50,4.321811,18.172924,50,4.911074,4.321811,18.073433,0.046472,52,3.434192,11.675131,52,4.104656,-3.434192,12.143871,0.108639,50,750,750,0,0,0.000000,750,750,100.000000,100.000000,100.000000,100.000000,100.000000,2,2,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,50,750,660,-90,90,12.000000,660,750,88.000000,100.000000,88.000000,93.617021,88.000000,2,4,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,23.912505,24.845029,28.279221,97.753280,100.000000,100.000000,3,3,52,96.153846,100.000000,100.000000,100.000000,26.000000,26.000000,26.000000,0.000000,partial_interval_coverage
VA234BR_SB,48,0.558958,2.253356,48,0.671030,0.503646,2.224669,0.898693,48,3.376677,13.460241,48,4.138526,3.376677,13.439272,0.263789,52,2.853690,9.466056,52,3.537469,-2.853690,10.014687,0.510233,48,720,720,0,0,0.000000,720,720,100.000000,100.000000,100.000000,100.000000,100.000000,3,3,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,48,720,570,-150,150,20.833333,570,720,79.166667,100.000000,79.166667,88.372093,79.166667,3,6,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,25.125444,25.641358,28.495047,97.415422,100.000000,100.000000,3,3,52,92.307692,100.000000,100.000000,100.000000,26.000000,26.000000,26.000000,0.000000,partial_interval_coverage
VA234_NB,52,1.675045,4.031713,52,1.935043,-0.211488,4.008210,0.169499,52,2.067249,4.950990,52,2.991344,-0.960753,4.946712,0.273008,52,2.136799,5.641996,52,3.080634,0.749265,5.233455,0.202679,52,0,0,0,0,,0,0,,,,,100.000000,0,0,,,,,,,52,0,135,135,135,,0,135,0.000000,0.000000,,,82.692308,0,3,,435.000000,,,1050.000000,,41.790362,41.578874,40.829609,96.874443,100.000000,100.000000,3,3,52,100.000000,100.000000,100.000000,90.476190,66.000000,66.000000,66.000000,0.000000,complete
VA234_SB,50,2.031140,5.068880,50,2.659796,0.774494,4.832555,0.284443,50,2.283564,5.454214,50,3.286016,-0.825634,5.433131,0.391647,52,2.588093,6.994873,52,3.951381,1.683803,6.282315,0.203648,50,105,0,-105,105,100.000000,0,105,0.000000,,0.000000,,86.000000,1,0,975.000000,,,1080.000000,,,50,105,165,60,60,57.142857,75,195,38.461538,45.454545,71.428571,55.555556,84.000000,1,3,975.000000,435.000000,-540.000000,1080.000000,1050.000000,-30.000000,42.030357,42.880280,41.196477,96.128445,100.000000,100.000000,3,3,52,96.153846,100.000000,100.000000,86.363636,67.000000,67.000000,67.000000,0.000000,partial_interval_coverage
VA235_EB,46,4.397982,13.267922,46,5.097456,-4.222993,13.639433,0.016618,46,2.116904,6.489374,46,2.617023,-0.543560,6.565141,0.408791,52,3.510324,10.325931,52,4.986634,-3.448708,11.188505,0.007140,46,210,630,420,420,200.000000,210,630,33.333333,33.333333,100.000000,50.000000,39.130435,3,4,465.000000,420.000000,-45.000000,1095.000000,1140.000000,45.000000,46,210,315,105,105,50.000000,165,360,45.833333,52.380952,78.571429,62.857143,71.739130,3,4,465.000000,450.000000,-15.000000,1095.000000,1140.000000,45.000000,32.244613,27.925670,31.374379,93.829381,100.000000,100.000000,3,3,52,88.461538,100.000000,100.000000,0.000000,9.000000,9.000000,9.000000,0.000000,partial_interval_coverage
VA235_NB,52,1.597700,5.997756,52,1.878824,-0.305690,5.985415,0.177815,52,3.872507,14.483880,52,4.990419,3.809076,14.507451,0.286236,52,4.114766,12.308640,52,5.635266,-4.114766,13.490018,0.038917,52,780,780,0,0,0.000000,780,780,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,52,780,435,-345,345,44.230769,435,780,55.769231,100.000000,55.769231,71.604938,55.769231,1,2,360.000000,495.000000,135.000000,1140.000000,1140.000000,0.000000,26.693228,26.387538,30.502304,100.000000,100.000000,100.000000,3,3,52,100.000000,100.000000,100.000000,100.000000,2.000000,2.000000,2.000000,0.000000,complete
VA235_SB,52,1.099068,4.012259,52,1.242324,0.008023,3.971214,0.285276,52,3.951648,14.139229,52,5.272086,3.887976,14.278323,0.313754,52,3.879953,11.019522,52,5.451958,-3.879953,12.292399,0.154089,52,780,780,0,0,0.000000,780,780,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,52,780,405,-375,375,48.076923,405,780,51.923077,100.000000,51.923077,68.354430,51.923077,1,3,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,27.675858,27.683881,31.563834,100.000000,100.000000,100.000000,3,3,52,100.000000,100.000000,100.000000,100.000000,2.000000,2.000000,2.000000,0.000000,complete
VA235_WB,52,2.935411,8.633342,52,3.142009,-2.935411,8.680344,0.616645,52,1.533596,4.514163,52,1.877619,-0.913877,4.535018,0.456169,52,2.199204,6.476242,52,2.780152,-2.021535,6.683924,0.290821,52,15,645,630,630,4200.000000,15,645,2.325581,2.325581,100.000000,4.545455,19.230769,1,1,915.000000,495.000000,-420.000000,930.000000,1140.000000,210.000000,52,15,270,255,255,1700.000000,15,270,5.555556,5.555556,100.000000,10.526316,67.307692,1,6,915.000000,450.000000,-465.000000,930.000000,1140.000000,210.000000,33.816761,30.881350,32.902884,99.969467,100.000000,100.000000,3,3,52,100.000000,100.000000,100.000000,0.000000,9.000000,9.000000,9.000000,0.000000,complete
VA236_EB,52,0.862304,3.453781,52,1.037084,-0.246119,3.472927,0.828477,52,2.561719,10.211405,52,3.146347,2.521907,10.317315,0.700950,52,2.768026,9.556786,52,3.561691,-2.768026,10.120299,0.548237,52,780,780,0,0,0.000000,780,780,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,52,780,720,-60,60,7.692308,720,780,92.307692,100.000000,92.307692,96.000000,92.307692,1,2,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,24.829322,24.583203,27.351229,98.938721,100.000000,100.000000,3,3,52,100.000000,100.000000,100.000000,100.000000,73.000000,73.000000,73.000000,0.000000,complete
VA236_WB,51,0.782927,3.136113,51,0.918132,-0.070980,3.153275,0.786088,51,3.063223,12.236333,51,3.664723,3.063223,12.337277,0.578714,52,3.075614,10.464772,52,3.897841,-3.075614,11.060007,0.378969,51,765,765,0,0,0.000000,765,765,100.000000,100.000000,100.000000,100.000000,100.000000,2,2,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,51,765,690,-75,75,9.803922,690,765,90.196078,100.000000,90.196078,94.845361,90.196078,2,4,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,24.829004,24.732812,27.808426,98.528574,100.000000,100.000000,3,3,52,98.076923,100.000000,100.000000,100.000000,73.000000,73.000000,73.000000,0.000000,partial_interval_coverage
VA237_EB,46,0.647452,3.324453,46,0.751408,-0.217757,3.306596,0.825840,46,4.577958,23.617471,46,5.381105,4.568603,23.380038,0.216025,52,4.699414,18.465176,52,5.571400,-4.699414,19.601160,0.111688,46,690,690,0,0,0.000000,690,690,100.000000,100.000000,100.000000,100.000000,100.000000,3,3,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,46,690,690,0,0,0.000000,690,690,100.000000,100.000000,100.000000,100.000000,100.000000,3,3,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,19.580626,19.275767,23.975180,95.630457,100.000000,100.000000,3,3,52,88.461538,100.000000,100.000000,90.000000,28.000000,28.000000,28.000000,0.000000,partial_interval_coverage
VA237_NB,50,0.627446,2.261702,50,0.960273,-0.538541,2.209643,0.791540,50,2.006995,7.127112,50,2.447914,0.592191,7.067928,0.618769,52,1.830192,6.057115,52,2.362112,-1.274070,6.278384,0.703961,50,750,750,0,0,0.000000,750,750,100.000000,100.000000,100.000000,100.000000,100.000000,2,2,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,50,750,585,-165,165,22.000000,585,750,78.000000,100.000000,78.000000,87.640449,78.000000,2,5,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,28.395799,27.876614,29.150684,96.153846,100.000000,100.000000,3,3,52,96.153846,100.000000,100.000000,100.000000,5.000000,5.000000,5.000000,0.000000,partial_interval_coverage
VA237_SB,52,0.676357,2.596089,52,0.842864,-0.173222,2.525064,0.917265,52,2.422229,8.903977,52,3.017252,1.937378,9.042979,0.745327,52,2.114253,6.723083,52,2.967755,-2.110600,7.360806,0.703253,52,780,780,0,0,0.000000,780,780,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,52,780,555,-225,225,28.846154,555,780,71.153846,100.000000,71.153846,83.146067,71.153846,1,5,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,26.785739,26.612517,28.723117,100.000000,100.000000,100.000000,3,3,52,100.000000,100.000000,100.000000,100.000000,5.000000,5.000000,5.000000,0.000000,complete
VA237_WB,48,0.773360,3.903889,48,1.010309,-0.069264,3.896043,0.475685,48,4.178862,21.117675,48,4.973236,4.170953,21.052328,0.119055,52,4.123655,16.297313,52,4.932412,-4.123655,17.279914,0.114519,48,720,720,0,0,0.000000,720,720,100.000000,100.000000,100.000000,100.000000,100.000000,3,3,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,48,720,720,0,0,0.000000,720,720,100.000000,100.000000,100.000000,100.000000,100.000000,3,3,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,19.849880,19.740210,23.863865,97.005595,100.000000,100.000000,3,3,52,92.307692,100.000000,100.000000,90.000000,28.000000,28.000000,28.000000,0.000000,partial_interval_coverage
VA241_NB,50,0.651705,2.436066,50,0.893796,0.418739,2.383878,0.763565,50,1.757726,6.495773,50,2.387239,-1.075885,6.429600,0.332112,52,1.681051,7.077552,52,2.490459,1.620317,6.424772,0.481054,50,750,750,0,0,0.000000,750,750,100.000000,100.000000,100.000000,100.000000,100.000000,2,2,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,50,750,750,0,0,0.000000,750,750,100.000000,100.000000,100.000000,100.000000,100.000000,2,2,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,27.338037,27.785463,26.165146,98.900145,100.000000,100.000000,3,3,52,96.153846,100.000000,100.000000,75.000000,9.000000,9.000000,9.000000,0.000000,partial_interval_coverage
VA241_SB,50,3.259411,12.373104,50,3.593791,-3.039424,12.701865,0.029183,50,1.659582,6.470370,50,1.996878,-0.352856,6.467362,0.533783,52,3.267885,12.226274,52,3.969445,-2.565629,12.939862,0.003399,50,750,750,0,0,0.000000,750,750,100.000000,100.000000,100.000000,100.000000,100.000000,2,2,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,50,750,750,0,0,0.000000,750,750,100.000000,100.000000,100.000000,100.000000,100.000000,2,2,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,25.660881,22.688775,25.254404,97.117795,100.000000,100.000000,3,3,52,96.153846,100.000000,100.000000,75.000000,9.000000,9.000000,9.000000,0.000000,partial_interval_coverage
VA243_NB,52,0.690060,2.911488,52,0.851729,-0.111083,2.933078,0.625058,52,2.416288,10.217981,52,2.975666,2.405382,10.270350,0.448743,52,2.516465,9.239100,52,3.162520,-2.516465,9.704013,0.317585,52,780,780,0,0,0.000000,780,780,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,52,780,780,0,0,0.000000,780,780,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,23.526830,23.415746,25.932212,100.000000,100.000000,100.000000,3,3,52,100.000000,100.000000,100.000000,100.000000,9.000000,9.000000,9.000000,0.000000,complete
VA243_SB,48,0.942602,3.811706,48,1.281782,-0.039492,3.770273,0.650877,48,1.706600,6.800260,48,2.134932,1.619241,6.826156,0.598168,52,1.699338,6.308046,52,2.131964,-1.688452,6.407689,0.662929,48,720,720,0,0,0.000000,720,720,100.000000,100.000000,100.000000,100.000000,100.000000,3,3,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,48,720,720,0,0,0.000000,720,720,100.000000,100.000000,100.000000,100.000000,100.000000,3,3,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,25.000900,24.831837,26.520289,97.708839,100.000000,100.000000,3,3,52,92.307692,100.000000,100.000000,100.000000,9.000000,9.000000,9.000000,0.000000,partial_interval_coverage
VA244_EB,52,0.380301,1.680806,52,0.532141,0.265710,1.656852,0.775906,52,3.499159,15.256819,52,3.992403,3.499159,15.244744,0.224910,52,3.233448,11.728891,52,3.795834,-3.233448,12.223661,0.170049,52,780,780,0,0,0.000000,780,780,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,52,780,780,0,0,0.000000,780,780,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,22.953213,23.218923,26.452372,97.316369,100.000000,100.000000,3,3,52,100.000000,100.000000,100.000000,80.000000,43.000000,43.000000,43.000000,0.000000,complete
VA244_WB,52,0.713042,3.222629,52,0.758996,-0.525917,3.228832,0.799449,52,4.813048,21.514962,52,6.137907,4.700349,21.794692,0.315447,52,5.226266,17.557477,52,6.637912,-5.226266,19.512692,0.255039,52,780,780,0,0,0.000000,780,780,100.000000,100.000000,100.000000,100.000000,100.000000,1,1,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,52,780,600,-180,180,23.076923,600,780,76.923077,100.000000,76.923077,86.956522,76.923077,1,5,360.000000,360.000000,0.000000,1140.000000,1140.000000,0.000000,22.083581,21.557664,26.783930,98.646896,100.000000,100.000000,3,3,52,100.000000,100.000000,100.000000,86.666667,45.000000,45.000000,45.000000,0.000000,complete
