corridor,tmc_code,period,direction,road_order,period_hours,common_threshold_mph,observed_same_threshold_p_hours,cbi_qvdf_same_threshold_p_hours,taplite_same_threshold_p_hours,taplite_kernel_p_hours,taplite_kernel_doc,taplite_period_volume,gmns_link_count,cbi_qvdf_minus_taplite_profile_p_hours,cbi_qvdf_vs_taplite_profile_abs_error_hours,cbi_selected_episode_count,cbi_selected_episode_p_hours,cbi_selected_episode_doc,cbi_selected_episode_demand_veh_per_lane,cbi_capacity_reference_hours,cbi_capacity_volume_veh_per_lane,cbi_selected_p_minus_qvdf_profile_p_hours,taplite_kernel_p_minus_profile_p_hours,cbi_doc_minus_taplite_doc,same_profile_duration_within_15_min
I66_EB,110N04168,AM,EASTBOUND,57.000000,3.000000,45.374000,0.000000,0.000000,0.000000,0.000000,0.085500,1539.420200,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_EB,110N04168,MD,EASTBOUND,57.000000,6.000000,45.374000,1.750000,3.500000,,,,,,,,,,,,,,,,,False
I66_EB,110N04168,PM,EASTBOUND,57.000000,4.000000,45.374000,4.000000,4.000000,,,,,,,,1.000000,6.000000,1.103429,8827.428072,4.000000,8000.000000,2.000000,,,False
I66_EB,110N04169,AM,EASTBOUND,55.000000,3.000000,46.660600,0.000000,0.000000,0.000000,0.000000,0.085500,1539.420200,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_EB,110N04169,MD,EASTBOUND,55.000000,6.000000,46.660600,0.250000,1.500000,,,,,,,,,,,,,,,,,False
I66_EB,110N04169,PM,EASTBOUND,55.000000,4.000000,46.660600,4.000000,4.000000,,,,,,,,1.000000,5.000000,0.899932,7199.457363,4.000000,8000.000000,1.000000,,,False
I66_EB,110N04170,AM,EASTBOUND,53.000000,3.000000,47.253150,0.000000,0.000000,0.000000,0.000000,0.075700,1363.287000,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_EB,110N04170,MD,EASTBOUND,53.000000,6.000000,47.253150,0.000000,0.000000,,,,,,,,,,,,,,,,,False
I66_EB,110N04170,PM,EASTBOUND,53.000000,4.000000,47.253150,3.750000,4.000000,,,,,,,,1.000000,4.250000,0.833217,6665.734511,4.000000,8000.000000,0.250000,,,False
I66_EB,110N04171,AM,EASTBOUND,51.000000,3.000000,47.306000,0.000000,0.000000,0.000000,0.000000,0.082400,1978.493100,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_EB,110N04171,MD,EASTBOUND,51.000000,6.000000,47.306000,0.000000,0.000000,,,,,,,,,,,,,,,,,False
I66_EB,110N04171,PM,EASTBOUND,51.000000,4.000000,47.306000,2.750000,3.250000,,,,,,,,1.000000,3.750000,0.779731,6237.848243,4.000000,8000.000000,0.500000,,,False
I66_EB,110N04172,AM,EASTBOUND,49.000000,3.000000,46.974200,0.000000,0.000000,0.000000,0.000000,0.082400,1978.493100,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_EB,110N04172,MD,EASTBOUND,49.000000,6.000000,46.974200,0.000000,0.000000,,,,,,,,,,,,,,,,,False
I66_EB,110N04172,PM,EASTBOUND,49.000000,4.000000,46.974200,3.250000,3.750000,,,,,,,,1.000000,3.750000,0.798213,6385.704512,4.000000,8000.000000,0.000000,,,False
I66_EB,110N04173,AM,EASTBOUND,47.000000,3.000000,47.075000,0.000000,0.000000,0.000000,0.000000,0.091900,2206.373300,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_EB,110N04173,MD,EASTBOUND,47.000000,6.000000,47.075000,0.000000,0.000000,,,,,,,,,,,,,,,,,False
I66_EB,110N04173,PM,EASTBOUND,47.000000,4.000000,47.075000,3.250000,3.750000,,,,,,,,1.000000,3.750000,0.845010,6760.080248,4.000000,8000.000000,0.000000,,,False
I66_EB,110N04174,AM,EASTBOUND,45.000000,3.000000,47.891550,0.000000,0.000000,0.000000,0.000000,0.103610,953.315471,2.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_EB,110N04174,MD,EASTBOUND,45.000000,6.000000,47.891550,0.000000,0.000000,,,,,,,,,,,,,,,,,False
I66_EB,110N04174,PM,EASTBOUND,45.000000,4.000000,47.891550,0.000000,0.000000,,,,,,,,,,,,,,,,,False
I66_EB,110N04175,AM,EASTBOUND,43.000000,3.000000,45.035900,0.000000,0.000000,0.000000,0.000000,0.106400,1276.984400,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_EB,110N04175,MD,EASTBOUND,43.000000,6.000000,45.035900,0.000000,0.000000,0.000000,0.000000,0.206900,4966.232700,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_EB,110N04175,PM,EASTBOUND,43.000000,4.000000,45.035900,0.000000,0.000000,0.000000,0.000000,0.194000,3104.147800,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_EB,110N04176,AM,EASTBOUND,41.000000,3.000000,46.971400,0.000000,0.000000,0.000000,0.000000,0.005700,68.136400,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_EB,110N04176,MD,EASTBOUND,41.000000,6.000000,46.971400,0.000000,0.000000,0.000000,0.000000,0.317300,7615.568900,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_EB,110N04176,PM,EASTBOUND,41.000000,4.000000,46.971400,0.000000,0.000000,0.000000,0.000000,0.212600,3401.121900,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_EB,110N04177,AM,EASTBOUND,40.001000,3.000000,46.898950,1.750000,0.750000,0.000000,0.000000,0.563900,12857.491700,1.000000,0.750000,0.750000,,,,,,,,0.000000,,False
I66_EB,110N04177,MD,EASTBOUND,40.001000,6.000000,46.898950,0.250000,0.000000,2.000000,0.000000,0.428300,19529.345800,1.000000,-2.000000,2.000000,,,,,,,,-2.000000,,False
I66_EB,110N04177,PM,EASTBOUND,40.001000,4.000000,46.898950,1.500000,0.250000,0.250000,0.000000,0.379600,11541.097700,1.000000,0.000000,0.000000,,,,,,,,-0.250000,,True
I66_EB,110N04178,AM,EASTBOUND,38.000000,3.000000,48.019650,2.000000,2.000000,1.750000,4.269153,1.246900,12394.248400,1.000000,0.250000,0.250000,1.000000,2.750000,0.885671,5048.325392,3.000000,5700.000000,0.750000,2.519153,-0.361229,True
I66_EB,110N04178,MD,EASTBOUND,38.000000,6.000000,48.019650,0.750000,0.250000,6.000000,0.000000,0.378500,17258.874500,1.000000,-5.750000,5.750000,,,,,,,,-6.000000,,False
I66_EB,110N04178,PM,EASTBOUND,38.000000,4.000000,48.019650,1.500000,0.000000,1.250000,0.000000,0.346900,10545.607200,1.000000,-1.250000,1.250000,,,,,,,,-1.250000,,False
I66_EB,110N04179,AM,EASTBOUND,36.000000,3.000000,47.746300,2.250000,2.250000,1.750000,3.956945,1.222519,12257.002983,2.000000,0.500000,0.500000,1.000000,4.250000,1.122003,6395.415948,3.000000,5700.000000,2.000000,2.206945,-0.100516,False
I66_EB,110N04179,MD,EASTBOUND,36.000000,6.000000,47.746300,2.000000,2.750000,6.000000,0.000000,0.354224,16152.687343,2.000000,-3.250000,3.250000,,,,,,,,-6.000000,,False
I66_EB,110N04179,PM,EASTBOUND,36.000000,4.000000,47.746300,3.500000,3.750000,3.500000,4.521339,0.967822,8712.335559,2.000000,0.250000,0.250000,1.000000,5.500000,1.165916,8860.962574,4.000000,7600.000000,1.750000,1.021339,0.198094,True
I66_EB,110N04180,AM,EASTBOUND,34.000000,3.000000,47.906950,2.000000,2.000000,1.750000,4.196912,1.226700,12515.253300,1.000000,0.250000,0.250000,1.000000,3.750000,1.049132,5980.052884,3.000000,5700.000000,1.750000,2.446912,-0.177568,True
I66_EB,110N04180,MD,EASTBOUND,34.000000,6.000000,47.906950,1.250000,1.250000,5.250000,0.000000,0.381200,17381.609700,1.000000,-4.000000,4.000000,,,,,,,,-5.250000,,False
I66_EB,110N04180,PM,EASTBOUND,34.000000,4.000000,47.906950,0.000000,0.000000,0.000000,0.000000,0.301100,9153.510900,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_EB,110N04181,AM,EASTBOUND,32.000000,3.000000,46.914000,0.000000,0.000000,3.000000,0.000000,1.098706,14032.079456,3.000000,-3.000000,3.000000,,,,,,,,-3.000000,,False
I66_EB,110N04181,MD,EASTBOUND,32.000000,6.000000,46.914000,0.000000,0.000000,6.000000,0.000000,0.670695,18983.875430,3.000000,-6.000000,6.000000,,,,,,,,-6.000000,,False
I66_EB,110N04181,PM,EASTBOUND,32.000000,4.000000,46.914000,0.000000,0.000000,4.000000,0.000000,0.890765,10025.937038,3.000000,-4.000000,4.000000,,,,,,,,-4.000000,,False
I66_EB,110N04182,AM,EASTBOUND,30.000000,3.000000,46.464600,0.000000,0.000000,0.000000,0.000000,0.285636,3001.940750,4.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_EB,110N04182,MD,EASTBOUND,30.000000,6.000000,46.464600,0.000000,0.000000,0.000000,0.000000,0.518992,7784.093879,4.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_EB,110N04182,PM,EASTBOUND,30.000000,4.000000,46.464600,0.000000,0.000000,0.000000,0.000000,0.608867,4702.010152,4.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_EB,110N04183,AM,EASTBOUND,28.000000,3.000000,46.858000,2.250000,2.250000,0.000000,0.000000,0.000000,0.000000,1.000000,2.250000,2.250000,1.000000,3.250000,1.010543,6063.258643,3.000000,6000.000000,1.000000,0.000000,1.010543,False
I66_EB,110N04183,MD,EASTBOUND,28.000000,6.000000,46.858000,0.500000,0.500000,2.250000,0.000000,0.391300,9391.062400,1.000000,-1.750000,1.750000,,,,,,,,-2.250000,,False
I66_EB,110N04183,PM,EASTBOUND,28.000000,4.000000,46.858000,0.000000,0.000000,0.000000,0.000000,0.322200,5155.436200,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_EB,110N04184,AM,EASTBOUND,26.000000,3.000000,49.078050,2.250000,2.750000,0.000000,0.000000,0.000000,0.000000,1.000000,2.750000,2.750000,1.000000,3.500000,0.924372,5546.233258,3.000000,6000.000000,0.750000,0.000000,0.924372,False
I66_EB,110N04184,MD,EASTBOUND,26.000000,6.000000,49.078050,0.250000,0.250000,2.000000,0.000000,0.211900,5085.234800,1.000000,-1.750000,1.750000,,,,,,,,-2.000000,,False
I66_EB,110N04184,PM,EASTBOUND,26.000000,4.000000,49.078050,0.000000,0.000000,0.000000,0.000000,0.141300,2260.658200,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_EB,110N04185,AM,EASTBOUND,24.000000,3.000000,49.188300,0.000000,0.000000,0.000000,0.000000,0.201032,1129.159078,2.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_EB,110N04185,MD,EASTBOUND,24.000000,6.000000,49.188300,0.000000,0.000000,0.000000,0.000000,0.396593,4895.322832,2.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_EB,110N04185,PM,EASTBOUND,24.000000,4.000000,49.188300,0.000000,0.000000,0.000000,0.000000,0.463612,2444.812416,2.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_EB,110N04186,AM,EASTBOUND,22.000000,3.000000,48.804000,0.000000,0.000000,0.000000,0.000000,0.326988,2652.296672,4.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_EB,110N04186,MD,EASTBOUND,22.000000,6.000000,48.804000,0.000000,0.000000,0.000000,0.000000,0.393612,5878.982145,4.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_EB,110N04186,PM,EASTBOUND,22.000000,4.000000,48.804000,0.000000,0.000000,0.000000,0.000000,0.433757,3109.919539,4.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_EB,110N04187,AM,EASTBOUND,20.000000,3.000000,50.465800,0.000000,0.000000,0.000000,0.000000,0.195300,2344.084300,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_EB,110N04187,MD,EASTBOUND,20.000000,6.000000,50.465800,0.000000,0.000000,0.000000,0.000000,0.178900,4293.825700,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_EB,110N04187,PM,EASTBOUND,20.000000,4.000000,50.465800,0.000000,0.000000,0.000000,0.000000,0.155700,2490.856400,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_EB,110P58625,AM,EASTBOUND,1.000000,3.000000,50.533000,0.000000,0.000000,3.000000,0.000000,0.853500,7450.540800,2.000000,-3.000000,3.000000,,,,,,,,-3.000000,,False
I66_EB,110P58625,MD,EASTBOUND,1.000000,6.000000,50.533000,0.000000,0.000000,6.000000,0.000000,0.587009,9697.605900,2.000000,-6.000000,6.000000,,,,,,,,-6.000000,,False
I66_EB,110P58625,PM,EASTBOUND,1.000000,4.000000,50.533000,0.000000,0.000000,4.000000,0.000000,0.662891,6025.348700,2.000000,-4.000000,4.000000,,,,,,,,-4.000000,,False
I66_EB,110P58626,AM,EASTBOUND,3.000000,3.000000,51.800000,0.000000,0.000000,0.000000,0.000000,0.330300,7926.078100,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_EB,110P58626,MD,EASTBOUND,3.000000,6.000000,51.800000,0.000000,0.000000,0.000000,0.000000,0.259500,12456.936500,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_EB,110P58626,PM,EASTBOUND,3.000000,4.000000,51.800000,0.000000,0.000000,0.000000,0.000000,0.228600,7315.819700,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_EB,110P58627,AM,EASTBOUND,5.000000,3.000000,50.388100,0.000000,0.000000,0.000000,0.000000,0.499800,8996.409000,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_EB,110P58627,MD,EASTBOUND,5.000000,6.000000,50.388100,0.000000,0.000000,0.000000,0.000000,0.399900,14396.965500,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_EB,110P58627,PM,EASTBOUND,5.000000,4.000000,50.388100,0.000000,0.000000,0.000000,0.000000,0.358100,8593.689900,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_EB,110P58628,AM,EASTBOUND,7.000000,3.000000,50.968050,0.000000,0.000000,0.000000,0.000000,0.684100,12313.444200,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_EB,110P58628,MD,EASTBOUND,7.000000,6.000000,50.968050,0.000000,0.000000,0.000000,0.000000,0.364400,13117.514800,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_EB,110P58628,PM,EASTBOUND,7.000000,4.000000,50.968050,0.000000,0.000000,0.000000,0.000000,0.317400,7617.996500,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_EB,110P58629,AM,EASTBOUND,9.000000,3.000000,50.155000,0.000000,0.000000,0.000000,0.000000,0.593200,13525.679000,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_EB,110P58629,MD,EASTBOUND,9.000000,6.000000,50.155000,0.000000,0.000000,0.000000,0.000000,0.316900,14452.841900,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_EB,110P58629,PM,EASTBOUND,9.000000,4.000000,50.155000,0.000000,0.000000,0.000000,0.000000,0.244300,7427.452300,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_EB,110P58630,AM,EASTBOUND,11.000000,3.000000,50.504300,0.000000,0.000000,0.000000,0.000000,0.562500,16032.667400,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_EB,110P58630,MD,EASTBOUND,11.000000,6.000000,50.504300,0.000000,0.000000,0.000000,0.000000,0.383700,21872.036500,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_EB,110P58630,PM,EASTBOUND,11.000000,4.000000,50.504300,0.000000,0.000000,0.000000,0.000000,0.299700,11387.740700,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_EB,110P58631,AM,EASTBOUND,13.000000,3.000000,50.400000,0.000000,0.000000,2.000000,3.570240,1.050283,12515.253300,2.000000,-2.000000,2.000000,,,,,,,,1.570240,,False
I66_EB,110P58631,MD,EASTBOUND,13.000000,6.000000,50.400000,0.000000,0.000000,3.500000,0.000000,0.381200,17381.609700,2.000000,-3.500000,3.500000,,,,,,,,-3.500000,,False
I66_EB,110P58631,PM,EASTBOUND,13.000000,4.000000,50.400000,0.000000,0.000000,0.000000,0.000000,0.301100,9153.510900,2.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_EB,110P58632,AM,EASTBOUND,15.000000,3.000000,50.134000,0.000000,0.000000,0.000000,0.000000,0.622100,14930.754200,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_EB,110P58632,MD,EASTBOUND,15.000000,6.000000,50.134000,0.000000,0.000000,0.000000,0.000000,0.402500,19321.013500,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_EB,110P58632,PM,EASTBOUND,15.000000,4.000000,50.134000,0.000000,0.000000,0.000000,0.000000,0.355300,11368.852800,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_EB,110P58633,AM,EASTBOUND,17.000000,3.000000,50.400000,0.000000,0.000000,2.000000,4.269153,1.246900,12394.248400,1.000000,-2.000000,2.000000,,,,,,,,2.269153,,False
I66_EB,110P58633,MD,EASTBOUND,17.000000,6.000000,50.400000,0.000000,0.000000,6.000000,0.000000,0.378500,17258.874500,1.000000,-6.000000,6.000000,,,,,,,,-6.000000,,False
I66_EB,110P58633,PM,EASTBOUND,17.000000,4.000000,50.400000,0.000000,0.000000,1.750000,0.000000,0.346900,10545.607200,1.000000,-1.750000,1.750000,,,,,,,,-1.750000,,False
I66_EB,110P58634,AM,EASTBOUND,19.000000,3.000000,49.387800,0.000000,0.000000,0.750000,0.000000,0.563900,12857.491700,1.000000,-0.750000,0.750000,,,,,,,,-0.750000,,False
I66_EB,110P58634,MD,EASTBOUND,19.000000,6.000000,49.387800,0.000000,0.000000,6.000000,0.000000,0.428300,19529.345800,1.000000,-6.000000,6.000000,,,,,,,,-6.000000,,False
I66_EB,110P58634,PM,EASTBOUND,19.000000,4.000000,49.387800,0.000000,0.000000,1.750000,0.000000,0.379600,11541.097700,1.000000,-1.750000,1.750000,,,,,,,,-1.750000,,False
I66_EB,110P58635,AM,EASTBOUND,21.000000,3.000000,46.718700,0.000000,0.000000,0.000000,0.000000,0.343200,6177.403900,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_EB,110P58635,MD,EASTBOUND,21.000000,6.000000,46.718700,0.000000,0.000000,0.000000,0.000000,0.255000,9180.782200,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_EB,110P58635,PM,EASTBOUND,21.000000,4.000000,46.718700,0.000000,0.000000,0.000000,0.000000,0.237600,5701.244100,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_EB,110P58636,AM,EASTBOUND,23.000000,3.000000,48.016850,0.000000,0.000000,,,,,,,,,,,,,,,,,False
I66_EB,110P58636,MD,EASTBOUND,23.000000,6.000000,48.016850,0.000000,0.000000,0.000000,0.000000,0.453600,16328.274700,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_EB,110P58636,PM,EASTBOUND,23.000000,4.000000,48.016850,0.000000,0.000000,0.000000,0.000000,0.413700,9929.095000,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_WB,110+04163,AM,WESTBOUND,4.000000,3.000000,37.336950,0.000000,0.000000,0.000000,0.000000,0.020600,352.301000,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_WB,110+04163,MD,WESTBOUND,4.000000,6.000000,37.336950,0.000000,0.000000,0.000000,0.000000,0.222600,7613.075800,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_WB,110+04163,PM,WESTBOUND,4.000000,4.000000,37.336950,0.000000,0.000000,0.000000,0.000000,0.241700,5510.534300,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_WB,110+04164,AM,WESTBOUND,6.000000,3.000000,37.187850,0.000000,0.000000,0.000000,0.000000,0.020600,352.301000,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_WB,110+04164,MD,WESTBOUND,6.000000,6.000000,37.187850,0.000000,0.000000,0.000000,0.000000,0.222600,7613.075800,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_WB,110+04164,PM,WESTBOUND,6.000000,4.000000,37.187850,0.000000,0.000000,0.000000,0.000000,0.241700,5510.534300,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_WB,110+04165,AM,WESTBOUND,8.000000,3.000000,40.456850,0.000000,0.000000,,,,,,,,,,,,,,,,,False
I66_WB,110+04165,MD,WESTBOUND,8.000000,6.000000,40.456850,0.000000,0.000000,,,,,,,,,,,,,,,,,False
I66_WB,110+04165,PM,WESTBOUND,8.000000,4.000000,40.456850,0.000000,0.000000,0.000000,0.000000,0.152900,2445.746500,2.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_WB,110+04166,AM,WESTBOUND,10.000000,3.000000,43.093050,0.000000,0.000000,,,,,,,,,,,,,,,,,False
I66_WB,110+04166,MD,WESTBOUND,10.000000,6.000000,43.093050,0.250000,0.000000,,,,,,,,,,,,,,,,,False
I66_WB,110+04166,PM,WESTBOUND,10.000000,4.000000,43.093050,0.000000,0.000000,0.000000,0.000000,0.452656,2627.668283,3.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_WB,110+04167,AM,WESTBOUND,12.000000,3.000000,44.507750,1.750000,1.750000,,,,,,,,1.000000,2.250000,0.653024,3918.143471,3.000000,6000.000000,0.500000,,,False
I66_WB,110+04167,MD,WESTBOUND,12.000000,6.000000,44.507750,0.750000,1.250000,,,,,,,,,,,,,,,,,False
I66_WB,110+04167,PM,WESTBOUND,12.000000,4.000000,44.507750,0.250000,0.500000,1.000000,0.000000,0.126900,3045.280700,1.000000,-0.500000,0.500000,,,,,,,,-1.000000,,False
I66_WB,110+04168,AM,WESTBOUND,14.000000,3.000000,46.106900,1.250000,1.250000,,,,,,,,1.000000,2.250000,0.563965,3383.787119,3.000000,6000.000000,1.000000,,,False
I66_WB,110+04168,MD,WESTBOUND,14.000000,6.000000,46.106900,0.250000,0.500000,,,,,,,,,,,,,,,,,False
I66_WB,110+04168,PM,WESTBOUND,14.000000,4.000000,46.106900,0.000000,0.000000,0.000000,0.000000,0.165100,2641.604400,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_WB,110+04169,AM,WESTBOUND,16.000000,3.000000,45.495450,1.750000,1.750000,,,,,,,,1.000000,3.250000,0.865970,5195.820789,3.000000,6000.000000,1.500000,,,False
I66_WB,110+04169,MD,WESTBOUND,16.000000,6.000000,45.495450,2.250000,1.000000,,,,,,,,,,,,,,,,,False
I66_WB,110+04169,PM,WESTBOUND,16.000000,4.000000,45.495450,0.000000,0.000000,2.250000,0.000000,0.242200,5812.335800,1.000000,-2.250000,2.250000,,,,,,,,-2.250000,,False
I66_WB,110+04170,AM,WESTBOUND,18.000000,3.000000,45.213000,1.500000,1.000000,,,,,,,,,,,,,,,,,False
I66_WB,110+04170,MD,WESTBOUND,18.000000,6.000000,45.213000,2.000000,6.000000,,,,,,,,1.000000,2.250000,0.349602,4195.229515,6.000000,12000.000000,-3.750000,,,False
I66_WB,110+04170,PM,WESTBOUND,18.000000,4.000000,45.213000,0.250000,0.750000,0.000000,0.000000,0.208800,5011.247800,1.000000,0.750000,0.750000,,,,,,,,0.000000,,False
I66_WB,110+04171,AM,WESTBOUND,20.000000,3.000000,45.514000,0.000000,0.000000,,,,,,,,,,,,,,,,,False
I66_WB,110+04171,MD,WESTBOUND,20.000000,6.000000,45.514000,0.000000,0.000000,,,,,,,,,,,,,,,,,False
I66_WB,110+04171,PM,WESTBOUND,20.000000,4.000000,45.514000,0.000000,0.000000,0.000000,0.000000,0.292800,9368.098500,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_WB,110+04172,AM,WESTBOUND,22.000000,3.000000,45.159450,0.000000,0.000000,,,,,,,,,,,,,,,,,False
I66_WB,110+04172,MD,WESTBOUND,22.000000,6.000000,45.159450,0.000000,0.000000,,,,,,,,,,,,,,,,,False
I66_WB,110+04172,PM,WESTBOUND,22.000000,4.000000,45.159450,0.000000,0.000000,0.000000,0.000000,0.292800,9368.098500,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_WB,110+04173,AM,WESTBOUND,24.000000,3.000000,45.540950,0.000000,0.000000,,,,,,,,,,,,,,,,,False
I66_WB,110+04173,MD,WESTBOUND,24.000000,6.000000,45.540950,0.000000,0.000000,,,,,,,,,,,,,,,,,False
I66_WB,110+04173,PM,WESTBOUND,24.000000,4.000000,45.540950,0.000000,0.000000,0.000000,0.000000,1.065616,9368.098500,3.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_WB,110+04174,AM,WESTBOUND,26.000000,3.000000,45.399200,0.000000,0.000000,,,,,,,,,,,,,,,,,False
I66_WB,110+04174,MD,WESTBOUND,26.000000,6.000000,45.399200,0.000000,0.000000,,,,,,,,,,,,,,,,,False
I66_WB,110+04174,PM,WESTBOUND,26.000000,4.000000,45.399200,0.000000,0.000000,4.000000,0.000000,1.225649,5794.036800,2.000000,-4.000000,4.000000,,,,,,,,-4.000000,,False
I66_WB,110+04175,AM,WESTBOUND,28.000000,3.000000,45.885350,0.000000,0.000000,,,,,,,,,,,,,,,,,False
I66_WB,110+04175,MD,WESTBOUND,28.000000,6.000000,45.885350,0.000000,0.000000,,,,,,,,,,,,,,,,,False
I66_WB,110+04175,PM,WESTBOUND,28.000000,4.000000,45.885350,0.000000,0.000000,0.000000,0.000000,0.222000,3551.292400,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_WB,110+04176,AM,WESTBOUND,30.000000,3.000000,47.621000,0.000000,0.000000,0.000000,0.000000,0.284988,2158.100800,3.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_WB,110+04176,MD,WESTBOUND,30.000000,6.000000,47.621000,1.500000,3.250000,3.250000,0.000000,0.768258,10363.626200,3.000000,0.000000,0.000000,,,,,,,,-3.250000,,True
I66_WB,110+04176,PM,WESTBOUND,30.000000,4.000000,47.621000,3.750000,4.000000,3.000000,2.327591,0.523184,2163.496400,3.000000,1.000000,1.000000,1.000000,5.750000,1.214366,9714.931571,4.000000,8000.000000,1.750000,-0.672409,0.691182,False
I66_WB,110+04177,AM,WESTBOUND,32.000000,3.000000,46.732000,0.000000,0.000000,0.000000,0.000000,0.234800,2817.729000,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_WB,110+04177,MD,WESTBOUND,32.000000,6.000000,46.732000,1.750000,3.250000,3.500000,0.000000,0.522600,12543.295300,1.000000,-0.250000,0.250000,,,,,,,,-3.500000,,True
I66_WB,110+04177,PM,WESTBOUND,32.000000,4.000000,46.732000,4.000000,4.000000,4.000000,2.694502,0.602400,2409.768500,1.000000,0.000000,0.000000,1.000000,6.500000,1.407769,11262.154347,4.000000,8000.000000,2.500000,-1.305498,0.805369,True
I66_WB,110+04178,AM,WESTBOUND,33.000000,3.000000,47.313000,0.000000,0.000000,0.000000,0.000000,0.404176,7275.627500,3.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I66_WB,110+04178,MD,WESTBOUND,33.000000,6.000000,47.313000,1.500000,3.250000,3.500000,0.000000,0.368331,14209.937900,3.000000,-0.250000,0.250000,,,,,,,,-3.500000,,True
I66_WB,110+04178,PM,WESTBOUND,33.000000,4.000000,47.313000,4.000000,4.000000,4.000000,5.301877,1.087772,8373.769100,3.000000,0.000000,0.000000,1.000000,6.500000,1.434007,10898.454094,4.000000,7600.000000,2.500000,1.301877,0.346235,True
I66_WB,110+04179,AM,WESTBOUND,35.000000,3.000000,46.647650,0.000000,0.000000,0.000000,0.000000,0.728913,8221.137400,3.000000,0.000000,0.000000,,,,,,,,0.000000,,True
