corridor,tmc_code,period,direction,road_order,period_hours,common_threshold_mph,observed_same_threshold_p_hours,cbi_qvdf_same_threshold_p_hours,taplite_same_threshold_p_hours,taplite_kernel_p_hours,taplite_kernel_doc,taplite_period_volume,gmns_link_count,cbi_qvdf_minus_taplite_profile_p_hours,cbi_qvdf_vs_taplite_profile_abs_error_hours,cbi_selected_episode_count,cbi_selected_episode_p_hours,cbi_selected_episode_doc,cbi_selected_episode_demand_veh_per_lane,cbi_capacity_reference_hours,cbi_capacity_volume_veh_per_lane,cbi_selected_p_minus_qvdf_profile_p_hours,taplite_kernel_p_minus_profile_p_hours,cbi_doc_minus_taplite_doc,same_profile_duration_within_15_min
I395_NB,110+04121,AM,NORTHBOUND,1.000000,3.000000,45.605350,2.500000,2.500000,2.000000,5.895427,1.712800,15077.083400,1.000000,0.500000,0.500000,1.000000,5.000000,1.434319,8605.916021,3.000000,6000.000000,2.500000,3.895427,-0.278481,False
I395_NB,110+04121,MD,NORTHBOUND,1.000000,6.000000,45.605350,2.750000,5.500000,6.000000,0.000000,0.381600,18315.771500,1.000000,-0.500000,0.500000,,,,,,,,-6.000000,,False
I395_NB,110+04121,PM,NORTHBOUND,1.000000,4.000000,45.605350,4.000000,4.000000,4.000000,8.226576,1.686200,13489.391400,1.000000,0.000000,0.000000,1.000000,5.500000,1.172894,9383.155931,4.000000,8000.000000,1.500000,4.226576,-0.513306,True
I395_NB,110+04122,AM,NORTHBOUND,3.000000,3.000000,46.479300,1.000000,0.000000,3.000000,0.000000,1.291530,13530.571236,4.000000,-3.000000,3.000000,,,,,,,,-3.000000,,False
I395_NB,110+04122,MD,NORTHBOUND,3.000000,6.000000,46.479300,0.000000,0.000000,6.000000,0.000000,0.722318,15741.112854,4.000000,-6.000000,6.000000,,,,,,,,-6.000000,,False
I395_NB,110+04122,PM,NORTHBOUND,3.000000,4.000000,46.479300,0.000000,0.000000,4.000000,0.000000,1.355502,13545.243500,4.000000,-4.000000,4.000000,,,,,,,,-4.000000,,False
I395_NB,110+04123,AM,NORTHBOUND,5.000000,3.000000,47.063800,2.250000,2.500000,2.250000,5.336003,1.544100,14212.143200,1.000000,0.250000,0.250000,1.000000,3.250000,0.933495,5320.921373,3.000000,5700.000000,0.750000,3.086003,-0.610605,True
I395_NB,110+04123,MD,NORTHBOUND,5.000000,6.000000,47.063800,0.500000,0.750000,2.750000,0.000000,0.465800,21242.055200,1.000000,-2.000000,2.000000,,,,,,,,-2.750000,,False
I395_NB,110+04123,PM,NORTHBOUND,5.000000,4.000000,47.063800,1.000000,0.000000,0.000000,0.000000,0.564300,17153.693700,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I395_NB,110+04124,AM,NORTHBOUND,7.000000,3.000000,46.928700,2.250000,2.250000,2.250000,5.603714,1.618138,15014.844700,2.000000,0.000000,0.000000,1.000000,3.250000,0.989210,5638.494243,3.000000,5700.000000,1.000000,3.353714,-0.628928,True
I395_NB,110+04124,MD,NORTHBOUND,7.000000,6.000000,46.928700,0.500000,0.500000,4.000000,0.000000,0.539082,20812.067100,2.000000,-3.500000,3.500000,,,,,,,,-4.000000,,False
I395_NB,110+04124,PM,NORTHBOUND,7.000000,4.000000,46.928700,1.250000,1.250000,2.750000,4.707786,0.966815,15237.147900,2.000000,-1.500000,1.500000,1.000000,1.750000,0.391602,2976.178811,4.000000,7600.000000,0.500000,1.957786,-0.575213,False
I395_NB,110+04125,AM,NORTHBOUND,9.000000,3.000000,47.621000,0.000000,0.000000,0.000000,0.000000,0.703300,16036.288200,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I395_NB,110+04125,MD,NORTHBOUND,9.000000,6.000000,47.621000,0.000000,0.000000,0.000000,0.000000,0.477400,21769.369200,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I395_NB,110+04125,PM,NORTHBOUND,9.000000,4.000000,47.621000,0.000000,0.000000,0.000000,0.000000,0.534200,16240.895500,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I395_NB,110+04126,AM,NORTHBOUND,11.000000,3.000000,45.808000,0.250000,0.000000,0.000000,0.000000,0.800700,18255.143600,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I395_NB,110+04126,MD,NORTHBOUND,11.000000,6.000000,45.808000,0.000000,0.000000,0.000000,0.000000,0.497900,22706.421700,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I395_NB,110+04126,PM,NORTHBOUND,11.000000,4.000000,45.808000,0.000000,0.000000,0.000000,0.000000,0.576100,17512.747700,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I395_NB,110+04127,AM,NORTHBOUND,13.000000,3.000000,46.287150,0.750000,0.000000,0.000000,0.000000,0.883939,15947.131900,2.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I395_NB,110+04127,MD,NORTHBOUND,13.000000,6.000000,46.287150,0.000000,0.000000,1.500000,0.000000,0.478151,16773.767900,2.000000,-1.500000,1.500000,,,,,,,,-1.500000,,False
I395_NB,110+04127,PM,NORTHBOUND,13.000000,4.000000,46.287150,0.000000,0.000000,0.000000,0.000000,0.702476,14655.544400,2.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I395_NB,110+04128,AM,NORTHBOUND,17.000000,3.000000,41.524000,1.500000,1.750000,1.750000,2.838791,0.811000,7269.149400,1.000000,0.000000,0.000000,1.000000,2.750000,0.725749,4136.771854,3.000000,5700.000000,1.000000,1.088791,-0.085251,True
I395_NB,110+04128,MD,NORTHBOUND,17.000000,6.000000,41.524000,1.250000,6.000000,6.000000,0.000000,0.455500,15578.487700,1.000000,0.000000,0.000000,,,,,,,,-6.000000,,True
I395_NB,110+04128,PM,NORTHBOUND,17.000000,4.000000,41.524000,4.000000,4.000000,4.000000,4.674814,0.997100,5683.204700,1.000000,0.000000,0.000000,1.000000,5.750000,1.213504,9222.633828,4.000000,7600.000000,1.750000,0.674814,0.216404,True
I395_NB,110+04129,AM,NORTHBOUND,19.000000,3.000000,38.699500,1.750000,1.750000,1.750000,2.847517,0.813400,7269.149400,1.000000,0.000000,0.000000,1.000000,3.250000,0.876889,4998.265800,3.000000,5700.000000,1.500000,1.097517,0.063489,True
I395_NB,110+04129,MD,NORTHBOUND,19.000000,6.000000,38.699500,2.000000,5.500000,6.000000,0.000000,0.455500,15578.487700,1.000000,-0.500000,0.500000,,,,,,,,-6.000000,,False
I395_NB,110+04129,PM,NORTHBOUND,19.000000,4.000000,38.699500,4.000000,4.000000,4.000000,4.674814,0.997100,5683.204700,1.000000,0.000000,0.000000,1.000000,6.500000,1.218741,9262.433351,4.000000,7600.000000,2.500000,0.674814,0.221641,True
I395_NB,110+04130,AM,NORTHBOUND,21.000000,3.000000,36.793400,2.750000,2.250000,2.250000,0.000000,0.441600,7550.520000,1.000000,0.000000,0.000000,,,,,,,,-2.250000,,True
I395_NB,110+04130,MD,NORTHBOUND,21.000000,6.000000,36.793400,6.000000,6.000000,6.000000,0.000000,0.469200,16047.334400,1.000000,0.000000,0.000000,,,,,,,,-6.000000,,True
I395_NB,110+04130,PM,NORTHBOUND,21.000000,4.000000,36.793400,4.000000,4.000000,4.000000,0.000000,0.291700,6650.702500,1.000000,0.000000,0.000000,,,,,,,,-4.000000,,True
I395_NB,110+04670,AM,NORTHBOUND,15.000000,3.000000,43.397900,0.250000,0.500000,0.500000,0.000000,0.849600,14528.955300,1.000000,0.000000,0.000000,,,,,,,,-0.500000,,True
I395_NB,110+04670,MD,NORTHBOUND,15.000000,6.000000,43.397900,0.250000,1.250000,1.250000,0.000000,0.506700,17329.378500,1.000000,0.000000,0.000000,,,,,,,,-1.250000,,True
I395_NB,110+04670,PM,NORTHBOUND,15.000000,4.000000,43.397900,0.000000,0.000000,0.000000,0.000000,0.685600,15632.652800,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I395_NB,110P04120,AM,NORTHBOUND,2.000000,3.000000,45.886225,2.250000,2.250000,2.250000,2.701648,1.471233,16606.720512,4.000000,0.000000,0.000000,1.000000,4.000000,1.082400,6169.680317,3.000000,5700.000000,1.750000,0.451648,-0.388833,True
I395_NB,110P04120,MD,NORTHBOUND,2.000000,6.000000,45.886225,1.500000,5.500000,6.000000,0.000000,0.567958,19936.841896,4.000000,-0.500000,0.500000,,,,,,,,-6.000000,,False
I395_NB,110P04120,PM,NORTHBOUND,2.000000,4.000000,45.886225,4.000000,4.000000,4.000000,4.526534,1.547735,15860.881471,4.000000,0.000000,0.000000,1.000000,4.750000,0.971415,7382.754753,4.000000,7600.000000,0.750000,0.526534,-0.576320,True
I395_NB,110P04121,AM,NORTHBOUND,2.000000,3.000000,46.119150,2.250000,1.250000,1.000000,0.000000,0.568200,13636.114900,1.000000,0.250000,0.250000,,,,,,,,-1.000000,,True
I395_NB,110P04121,MD,NORTHBOUND,2.000000,6.000000,46.119150,1.250000,3.500000,5.000000,0.000000,0.288300,13837.309900,1.000000,-1.500000,1.500000,,,,,,,,-5.000000,,False
I395_NB,110P04121,PM,NORTHBOUND,2.000000,4.000000,46.119150,3.250000,3.750000,3.750000,7.071308,1.449400,11595.059800,1.000000,0.000000,0.000000,1.000000,4.250000,1.036023,8288.180871,4.000000,8000.000000,0.500000,3.321308,-0.413377,True
I395_NB,110P04122,AM,NORTHBOUND,4.000000,3.000000,47.399625,2.000000,2.000000,2.250000,4.594227,1.337711,13433.250971,2.000000,-0.250000,0.250000,1.000000,3.000000,0.885825,5049.200452,3.000000,5700.000000,1.000000,2.344227,-0.451886,True
I395_NB,110P04122,MD,NORTHBOUND,4.000000,6.000000,47.399625,0.250000,0.500000,6.000000,0.000000,0.570577,16964.463611,2.000000,-5.500000,5.500000,,,,,,,,-6.000000,,False
I395_NB,110P04122,PM,NORTHBOUND,4.000000,4.000000,47.399625,0.000000,0.000000,4.000000,0.000000,1.300894,14490.519574,2.000000,-4.000000,4.000000,,,,,,,,-4.000000,,False
I395_NB,110P04123,AM,NORTHBOUND,6.000000,3.000000,45.815000,2.250000,2.500000,2.000000,4.765933,1.385600,12680.668000,1.000000,0.500000,0.500000,1.000000,3.250000,0.993411,5662.440631,3.000000,5700.000000,0.750000,2.765933,-0.392189,False
I395_NB,110P04123,MD,NORTHBOUND,6.000000,6.000000,45.815000,0.500000,0.750000,2.500000,0.000000,0.431700,19687.504200,1.000000,-1.750000,1.750000,,,,,,,,-2.500000,,False
I395_NB,110P04123,PM,NORTHBOUND,6.000000,4.000000,45.815000,1.250000,1.750000,1.750000,3.204299,0.687700,14255.534400,1.000000,0.000000,0.000000,1.000000,1.750000,0.404283,3072.549852,4.000000,7600.000000,0.000000,1.454299,-0.283417,True
I395_NB,110P04124,AM,NORTHBOUND,8.000000,3.000000,46.954250,2.250000,2.500000,2.500000,5.711544,1.647826,15553.432341,2.000000,0.000000,0.000000,1.000000,3.000000,0.944731,5384.969103,3.000000,5700.000000,0.500000,3.211544,-0.703095,True
I395_NB,110P04124,MD,NORTHBOUND,8.000000,6.000000,46.954250,0.250000,0.500000,6.000000,0.000000,0.644330,21032.665989,2.000000,-5.500000,5.500000,,,,,,,,-6.000000,,False
I395_NB,110P04124,PM,NORTHBOUND,8.000000,4.000000,46.954250,1.500000,2.000000,3.500000,6.865622,1.368668,15701.604752,2.000000,-1.500000,1.500000,1.000000,2.000000,0.460913,3502.939618,4.000000,7600.000000,0.000000,3.365622,-0.907755,False
I395_NB,110P04125,AM,NORTHBOUND,10.000000,3.000000,47.336800,0.000000,0.000000,3.000000,0.000000,1.240478,16926.406822,2.000000,-3.000000,3.000000,,,,,,,,-3.000000,,False
I395_NB,110P04125,MD,NORTHBOUND,10.000000,6.000000,47.336800,0.000000,0.000000,6.000000,0.000000,0.690733,21479.290256,2.000000,-6.000000,6.000000,,,,,,,,-6.000000,,False
I395_NB,110P04125,PM,NORTHBOUND,10.000000,4.000000,47.336800,0.000000,0.000000,4.000000,0.000000,1.313267,16345.664644,2.000000,-4.000000,4.000000,,,,,,,,-4.000000,,False
I395_NB,110P04126,AM,NORTHBOUND,12.000000,3.000000,45.150000,0.750000,0.000000,0.000000,0.000000,0.691900,15775.361900,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I395_NB,110P04126,MD,NORTHBOUND,12.000000,6.000000,45.150000,0.000000,0.000000,0.000000,0.000000,0.359900,16409.359900,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I395_NB,110P04126,PM,NORTHBOUND,12.000000,4.000000,45.150000,0.000000,0.000000,0.000000,0.000000,0.471700,14338.948800,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I395_NB,110P04127,AM,NORTHBOUND,14.000000,3.000000,43.515850,0.000000,0.000000,2.500000,0.000000,1.179330,16862.125014,3.000000,-2.500000,2.500000,,,,,,,,-2.500000,,False
I395_NB,110P04127,MD,NORTHBOUND,14.000000,6.000000,43.515850,0.000000,0.000000,6.000000,0.000000,0.676488,17789.223300,3.000000,-6.000000,6.000000,,,,,,,,-6.000000,,False
I395_NB,110P04127,PM,NORTHBOUND,14.000000,4.000000,43.515850,0.000000,0.000000,4.000000,0.000000,1.287592,15900.717663,3.000000,-4.000000,4.000000,,,,,,,,-4.000000,,False
I395_NB,110P04128,AM,NORTHBOUND,18.000000,3.000000,40.516000,1.750000,1.750000,1.750000,2.838791,0.811000,7269.149400,1.000000,0.000000,0.000000,1.000000,3.250000,0.866312,4937.977931,3.000000,5700.000000,1.500000,1.088791,0.055312,True
I395_NB,110P04128,MD,NORTHBOUND,18.000000,6.000000,40.516000,1.750000,5.500000,6.000000,0.000000,0.455500,15578.487700,1.000000,-0.500000,0.500000,,,,,,,,-6.000000,,False
I395_NB,110P04128,PM,NORTHBOUND,18.000000,4.000000,40.516000,4.000000,4.000000,4.000000,4.674814,0.997100,5683.204700,1.000000,0.000000,0.000000,1.000000,6.000000,1.182799,8989.274172,4.000000,7600.000000,2.000000,0.674814,0.185699,True
I395_NB,110P04129,AM,NORTHBOUND,20.000000,3.000000,37.201500,2.250000,2.000000,1.750000,2.847517,0.813400,7269.149400,1.000000,0.250000,0.250000,,,,,,,,1.097517,,True
I395_NB,110P04129,MD,NORTHBOUND,20.000000,6.000000,37.201500,5.000000,6.000000,6.000000,0.000000,0.455500,15578.487700,1.000000,0.000000,0.000000,,,,,,,,-6.000000,,True
I395_NB,110P04129,PM,NORTHBOUND,20.000000,4.000000,37.201500,4.000000,4.000000,4.000000,4.674814,0.997100,5683.204700,1.000000,0.000000,0.000000,,,,,,,,0.674814,,True
I395_NB,110P04130,AM,NORTHBOUND,22.000000,3.000000,36.452500,2.750000,2.750000,2.750000,0.000000,0.506600,17325.631000,1.000000,0.000000,0.000000,,,,,,,,-2.750000,,True
I395_NB,110P04130,MD,NORTHBOUND,22.000000,6.000000,36.452500,6.000000,6.000000,6.000000,0.000000,0.484300,33128.975700,1.000000,0.000000,0.000000,,,,,,,,-6.000000,,True
I395_NB,110P04130,PM,NORTHBOUND,22.000000,4.000000,36.452500,4.000000,4.000000,4.000000,0.000000,0.485200,22126.594300,1.000000,0.000000,0.000000,,,,,,,,-4.000000,,True
I395_NB,110P04670,AM,NORTHBOUND,16.000000,3.000000,42.468300,1.500000,1.500000,1.500000,4.054172,1.158200,11519.466900,1.000000,0.000000,0.000000,1.000000,2.750000,0.778270,4436.141279,3.000000,5700.000000,1.250000,2.554172,-0.379930,True
I395_NB,110P04670,MD,NORTHBOUND,16.000000,6.000000,42.468300,0.750000,0.750000,3.750000,0.000000,0.422500,14449.590700,1.000000,-3.000000,3.000000,,,,,,,,-3.750000,,False
I395_NB,110P04670,PM,NORTHBOUND,16.000000,4.000000,42.468300,3.000000,3.000000,3.000000,8.077018,1.722700,12137.624800,1.000000,0.000000,0.000000,1.000000,3.750000,0.854218,6492.055810,4.000000,7600.000000,0.750000,5.077018,-0.868482,True
I395_SB,110-04120,AM,SOUTHBOUND,41.000000,3.000000,45.706675,0.000000,0.000000,0.000000,0.000000,0.434600,10429.513800,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I395_SB,110-04120,MD,SOUTHBOUND,41.000000,6.000000,45.706675,0.000000,0.000000,0.000000,0.000000,0.325200,15611.537700,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I395_SB,110-04120,PM,SOUTHBOUND,41.000000,4.000000,45.706675,0.000000,0.000000,2.500000,3.914330,0.802300,14839.547300,1.000000,-2.500000,2.500000,,,,,,,,1.414330,,False
I395_SB,110-04121,AM,SOUTHBOUND,39.000000,3.000000,46.387950,0.000000,0.000000,3.000000,0.000000,0.933111,10548.811800,3.000000,-3.000000,3.000000,,,,,,,,-3.000000,,False
I395_SB,110-04121,MD,SOUTHBOUND,39.000000,6.000000,46.387950,0.000000,0.000000,6.000000,0.000000,0.632731,14247.894413,3.000000,-6.000000,6.000000,,,,,,,,-6.000000,,False
I395_SB,110-04121,PM,SOUTHBOUND,39.000000,4.000000,46.387950,0.000000,0.000000,4.000000,0.000000,1.202252,12649.070199,3.000000,-4.000000,4.000000,,,,,,,,-4.000000,,False
I395_SB,110-04122,AM,SOUTHBOUND,37.000000,3.000000,45.927000,0.000000,0.000000,0.000000,0.000000,0.500800,11417.920400,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I395_SB,110-04122,MD,SOUTHBOUND,37.000000,6.000000,45.927000,0.000000,0.000000,0.000000,0.000000,0.427400,19491.404200,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I395_SB,110-04122,PM,SOUTHBOUND,37.000000,4.000000,45.927000,3.250000,3.250000,2.500000,6.946685,1.391300,12127.395400,1.000000,0.750000,0.750000,1.000000,3.750000,0.871735,6625.187579,4.000000,7600.000000,0.500000,4.446685,-0.519565,False
I395_SB,110-04123,AM,SOUTHBOUND,35.000000,3.000000,43.712200,0.000000,0.000000,0.000000,0.000000,0.494300,11270.050000,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I395_SB,110-04123,MD,SOUTHBOUND,35.000000,6.000000,43.712200,0.000000,0.000000,0.000000,0.000000,0.417100,19019.887800,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I395_SB,110-04123,PM,SOUTHBOUND,35.000000,4.000000,43.712200,2.500000,3.500000,2.000000,5.521772,1.128800,10629.193300,1.000000,1.500000,1.500000,1.000000,3.500000,0.808082,6141.420155,4.000000,7600.000000,0.000000,3.521772,-0.320718,False
I395_SB,110-04124,AM,SOUTHBOUND,33.000000,3.000000,43.148000,0.000000,0.000000,0.000000,0.000000,0.493800,11258.989500,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I395_SB,110-04124,MD,SOUTHBOUND,33.000000,6.000000,43.148000,0.000000,0.000000,0.000000,0.000000,0.426700,19455.642200,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I395_SB,110-04124,PM,SOUTHBOUND,33.000000,4.000000,43.148000,3.250000,3.250000,3.250000,6.311601,1.274900,11159.533500,1.000000,0.000000,0.000000,1.000000,3.750000,0.863316,6561.204031,4.000000,7600.000000,0.500000,3.061601,-0.411584,True
I395_SB,110-04125,AM,SOUTHBOUND,31.000000,3.000000,45.676050,0.000000,0.000000,0.000000,0.000000,0.496200,11313.633800,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I395_SB,110-04125,MD,SOUTHBOUND,31.000000,6.000000,45.676050,0.000000,0.000000,0.000000,0.000000,0.424500,19358.664900,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I395_SB,110-04125,PM,SOUTHBOUND,31.000000,4.000000,45.676050,3.250000,3.250000,2.500000,6.619110,1.331400,11699.050200,1.000000,0.750000,0.750000,1.000000,3.750000,0.842550,6403.383082,4.000000,7600.000000,0.500000,4.119110,-0.488850,False
I395_SB,110-04126,AM,SOUTHBOUND,29.000000,3.000000,46.197900,0.000000,0.000000,0.000000,0.000000,0.426600,9727.600600,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I395_SB,110-04126,MD,SOUTHBOUND,29.000000,6.000000,46.197900,0.250000,2.250000,3.000000,0.000000,0.347800,15860.970500,1.000000,-0.750000,0.750000,,,,,,,,-3.000000,,False
I395_SB,110-04126,PM,SOUTHBOUND,29.000000,4.000000,46.197900,3.000000,4.000000,2.750000,0.000000,0.373200,11344.072000,1.000000,1.250000,1.250000,,,,,,,,-2.750000,,False
I395_SB,110-04127,AM,SOUTHBOUND,27.000000,3.000000,41.937000,0.000000,0.000000,0.000000,0.000000,0.388600,6645.408200,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I395_SB,110-04127,MD,SOUTHBOUND,27.000000,6.000000,41.937000,0.000000,0.000000,0.000000,0.000000,0.342600,11717.940700,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I395_SB,110-04127,PM,SOUTHBOUND,27.000000,4.000000,41.937000,0.000000,0.000000,0.000000,0.000000,0.464300,10585.966000,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I395_SB,110-04128,AM,SOUTHBOUND,23.000000,3.000000,37.457000,0.000000,0.000000,0.000000,0.000000,0.533200,9117.342200,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I395_SB,110-04128,MD,SOUTHBOUND,23.000000,6.000000,37.457000,0.000000,0.000000,0.000000,0.000000,0.466900,15966.716800,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I395_SB,110-04128,PM,SOUTHBOUND,23.000000,4.000000,37.457000,0.000000,0.000000,0.000000,0.000000,0.648400,14784.380300,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I395_SB,110-04129,AM,SOUTHBOUND,21.000000,3.000000,37.596300,0.000000,0.000000,0.000000,0.000000,0.635800,10871.409500,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I395_SB,110-04129,MD,SOUTHBOUND,21.000000,6.000000,37.596300,0.000000,0.000000,0.000000,0.000000,0.503200,17209.496100,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I395_SB,110-04129,PM,SOUTHBOUND,21.000000,4.000000,37.596300,0.000000,0.000000,0.000000,0.000000,0.715400,16310.179100,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I395_SB,110-04670,AM,SOUTHBOUND,25.000000,3.000000,39.847850,0.000000,0.000000,0.000000,0.000000,0.390900,6683.598200,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I395_SB,110-04670,MD,SOUTHBOUND,25.000000,6.000000,39.847850,0.000000,0.000000,0.000000,0.000000,0.357000,12210.229000,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I395_SB,110-04670,PM,SOUTHBOUND,25.000000,4.000000,39.847850,0.000000,0.000000,0.000000,0.000000,0.482100,10991.627300,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I395_SB,110N04120,AM,SOUTHBOUND,34.000000,3.000000,45.966550,0.000000,0.000000,3.000000,0.000000,0.991264,10668.886500,3.000000,-3.000000,3.000000,,,,,,,,-3.000000,,False
I395_SB,110N04120,MD,SOUTHBOUND,34.000000,6.000000,45.966550,0.000000,0.000000,6.000000,0.000000,0.563442,14675.517458,3.000000,-6.000000,6.000000,,,,,,,,-6.000000,,False
I395_SB,110N04120,PM,SOUTHBOUND,34.000000,4.000000,45.966550,1.000000,1.500000,3.500000,8.948914,1.725182,14931.905887,3.000000,-2.000000,2.000000,1.000000,2.000000,0.452350,3618.798944,4.000000,8000.000000,0.500000,5.448914,-1.272832,False
I395_SB,110N04121,AM,SOUTHBOUND,40.000000,3.000000,45.977050,0.000000,0.000000,0.000000,0.000000,0.393100,9433.643600,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I395_SB,110N04121,MD,SOUTHBOUND,40.000000,6.000000,45.977050,0.000000,0.000000,0.000000,0.000000,0.242300,11632.750000,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I395_SB,110N04121,PM,SOUTHBOUND,40.000000,4.000000,45.977050,0.750000,0.000000,0.000000,0.000000,0.399200,12773.928900,1.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I395_SB,110N04122,AM,SOUTHBOUND,38.000000,3.000000,45.608150,0.000000,0.000000,3.000000,0.000000,1.047206,10729.489533,3.000000,-3.000000,3.000000,,,,,,,,-3.000000,,False
I395_SB,110N04122,MD,SOUTHBOUND,38.000000,6.000000,45.608150,0.000000,0.000000,6.000000,0.000000,0.694700,17205.220844,3.000000,-6.000000,6.000000,,,,,,,,-6.000000,,False
I395_SB,110N04122,PM,SOUTHBOUND,38.000000,4.000000,45.608150,0.000000,0.000000,4.000000,0.000000,1.323206,11114.628956,3.000000,-4.000000,4.000000,,,,,,,,-4.000000,,False
I395_SB,110N04123,AM,SOUTHBOUND,36.000000,3.000000,45.136000,0.000000,0.000000,0.000000,0.000000,0.783233,10431.538734,2.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I395_SB,110N04123,MD,SOUTHBOUND,36.000000,6.000000,45.136000,0.000000,0.000000,6.000000,0.000000,0.595216,18126.455219,2.000000,-6.000000,6.000000,,,,,,,,-6.000000,,False
I395_SB,110N04123,PM,SOUTHBOUND,36.000000,4.000000,45.136000,2.250000,2.750000,2.750000,5.750943,1.170760,10433.202991,2.000000,0.000000,0.000000,1.000000,3.250000,0.706477,5369.226296,4.000000,7600.000000,0.500000,3.000943,-0.464283,True
I395_SB,110N04124,AM,SOUTHBOUND,34.000000,3.000000,43.428000,0.000000,0.000000,0.000000,0.000000,0.786205,11039.959525,2.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I395_SB,110N04124,MD,SOUTHBOUND,34.000000,6.000000,43.428000,0.000000,0.000000,6.000000,0.000000,0.593664,18947.374975,2.000000,-6.000000,6.000000,,,,,,,,-6.000000,,False
I395_SB,110N04124,PM,SOUTHBOUND,34.000000,4.000000,43.428000,2.750000,3.250000,2.750000,6.382287,1.287632,10827.255114,2.000000,0.500000,0.500000,1.000000,3.750000,0.865689,6579.233891,4.000000,7600.000000,0.500000,3.632287,-0.421943,False
I395_SB,110N04125,AM,SOUTHBOUND,32.000000,3.000000,44.562700,0.000000,0.000000,0.000000,0.000000,0.745990,10749.684390,2.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I395_SB,110N04125,MD,SOUTHBOUND,32.000000,6.000000,44.562700,0.000000,0.000000,4.250000,0.000000,0.561110,18329.926985,2.000000,-4.250000,4.250000,,,,,,,,-4.250000,,False
I395_SB,110N04125,PM,SOUTHBOUND,32.000000,4.000000,44.562700,3.250000,3.750000,3.500000,6.509989,1.311373,11092.618783,2.000000,0.250000,0.250000,1.000000,3.750000,0.845313,6424.375224,4.000000,7600.000000,0.000000,3.009989,-0.466060,True
I395_SB,110N04126,AM,SOUTHBOUND,30.000000,3.000000,45.906000,0.000000,0.000000,0.000000,0.000000,0.463952,9566.980576,2.000000,0.000000,0.000000,,,,,,,,0.000000,,True
I395_SB,110N04126,MD,SOUTHBOUND,30.000000,6.000000,45.906000,0.250000,0.500000,2.000000,0.000000,0.356397,15128.138416,2.000000,-1.500000,1.500000,,,,,,,,-2.000000,,False
I395_SB,110N04126,PM,SOUTHBOUND,30.000000,4.000000,45.906000,4.000000,4.000000,3.750000,6.626965,1.332852,10185.680674,2.000000,0.250000,0.250000,1.000000,4.750000,1.073850,8161.259545,4.000000,7600.000000,0.750000,2.876965,-0.259002,True
I395_SB,110N04127,AM,SOUTHBOUND,28.000000,3.000000,42.520100,0.000000,0.000000,2.000000,0.000000,0.841684,10485.877428,7.000000,-2.000000,2.000000,,,,,,,,-2.000000,,False
I395_SB,110N04127,MD,SOUTHBOUND,28.000000,6.000000,42.520100,0.000000,0.000000,6.000000,0.000000,0.690753,17007.577391,7.000000,-6.000000,6.000000,,,,,,,,-6.000000,,False
