corridor,tmc_code,selection_position,period,road_order,gmns_link_count,gmns_link_ids,taplite_period_volume,taplite_period_doc,taplite_period_p_hours,cube_period_volume,cube_period_doc,cube_period_p_hours,model_speed_min_mph,model_speed_max_mph,model_speed_unique_value_count,cube_speed_min_mph,cube_speed_max_mph,cube_speed_unique_value_count
VA677_SB,110-51799,behavior_diverse_4_of_5,PM,4.000000,1.000000,33787,2481.448700,1.654300,6.853178,2284.159420,1.522773,6.278796,22.937333,26.311667,16,23.461365,26.313501,16
VA677_SB,110N51799,corridor_end,AM,5.000000,1.000000,30627,621.243800,0.028200,0.091615,551.826110,0.025026,0.081378,14.736000,18.090333,12,14.745100,18.090242,12
VA677_SB,110N51799,corridor_end,MD,5.000000,1.000000,30627,609.328800,0.004600,0.000000,692.732180,0.005236,0.032466,16.741667,18.093333,24,14.372570,18.090482,24
VA677_SB,110N51799,corridor_end,PM,5.000000,1.000000,30627,343.577500,0.003900,0.000000,423.267400,0.004799,0.020056,16.652000,16.740000,16,15.562024,16.974613,16
VA684_NB,110+51794,all_1_of_2,AM,6.000000,2.000000,32290;4386,913.131642,0.013835,0.000000,860.802390,0.013013,0.042314,23.798667,28.546000,12,15.656862,28.398188,12
VA684_NB,110+51794,all_1_of_2,MD,6.000000,2.000000,32290;4386,1401.705081,0.010632,0.000000,1694.379069,0.012807,0.079410,23.781000,25.044667,24,14.351659,25.013935,24
VA684_NB,110+51794,all_1_of_2,PM,6.000000,2.000000,32290;4386,1282.236874,0.058187,0.243033,1310.115565,0.059416,0.248317,15.495795,27.089000,16,15.491276,27.089201,16
VA684_NB,110P51794,all_2_of_2,AM,7.000000,1.000000,32296,1764.891700,0.588300,0.000000,1454.109380,0.484703,1.407959,17.362667,23.612333,12,17.685941,30.116356,12
VA684_NB,110P51794,all_2_of_2,MD,7.000000,1.000000,32296,2216.723400,0.369500,0.000000,3751.273440,0.625212,3.777438,17.339667,18.986333,24,17.421138,26.920963,24
VA684_NB,110P51794,all_2_of_2,PM,7.000000,1.000000,32296,2662.222200,2.662200,11.329730,2941.201900,2.941202,12.587810,18.990333,22.913333,16,18.560851,22.908027,16
VA684_SB,110N51794,all_1_of_2,AM,1.000000,1.000000,33608,938.791300,0.938800,2.827088,1687.395750,1.687396,5.246554,18.544667,25.850667,12,17.186990,25.845111,12
VA684_SB,110N51794,all_1_of_2,MD,1.000000,1.000000,33608,1888.811300,0.314800,0.000000,3704.022220,0.617337,3.727337,11.821000,17.004000,24,11.920273,26.846862,24
VA684_SB,110N51794,all_1_of_2,PM,1.000000,1.000000,33608,3547.028500,0.886800,0.000000,2557.103760,0.639276,2.509520,17.013667,19.149333,16,17.192782,27.286499,16
VA684_SB,110-51793,all_2_of_2,AM,2.000000,2.000000,32294;4385,669.019419,0.010081,0.000000,702.938389,0.010626,0.034554,27.702000,28.981000,12,15.726450,28.813215,12
VA684_SB,110-51793,all_2_of_2,MD,2.000000,2.000000,32294;4385,1485.077284,0.011258,0.000000,1611.154527,0.012178,0.075509,24.360333,27.693667,24,14.351183,27.657062,24
VA684_SB,110-51793,all_2_of_2,PM,2.000000,2.000000,32294;4385,1419.952558,0.064435,0.269136,1400.750948,0.063526,0.265496,15.045174,24.909000,16,15.061079,24.909175,16
VA686_NB,110P51849,all_1_of_2,AM,3.000000,1.000000,4442,8.597700,0.000400,0.000929,13.591790,0.000616,0.001489,19.748333,22.815333,12,19.748086,22.813873,12
VA686_NB,110P51849,all_1_of_2,MD,3.000000,1.000000,4442,42.321600,0.000300,0.000000,47.452880,0.000359,0.001613,19.770000,20.266667,24,19.782082,22.969866,24
VA686_NB,110P51849,all_1_of_2,PM,3.000000,1.000000,4442,23.265600,0.000300,0.000000,47.526350,0.000539,0.001989,19.770667,20.503333,16,19.795989,22.924125,16
VA686_NB,110+51850,all_2_of_2,AM,4.000000,1.000000,4471,391.547600,0.005900,0.000000,429.858550,0.006498,0.016872,28.280333,28.510333,12,21.070034,28.431966,12
VA686_NB,110+51850,all_2_of_2,MD,4.000000,1.000000,4471,638.855600,0.004800,0.000000,849.457210,0.006421,0.032457,22.410000,28.273667,24,21.052473,28.259658,24
VA686_NB,110+51850,all_2_of_2,PM,4.000000,1.000000,4471,460.122700,0.020900,0.081491,461.330870,0.020922,0.081708,20.999333,23.996333,16,20.999323,23.996445,16
VA686_SB,110N51849,all_1_of_3,AM,3.000000,1.000000,30186,13.820500,0.000200,0.000000,24.001410,0.000363,0.000862,21.917000,25.578333,12,21.050988,25.555159,12
VA686_SB,110N51849,all_1_of_3,MD,3.000000,1.000000,30186,54.983700,0.000400,0.000000,39.217490,0.000296,0.001323,20.317333,21.901333,24,20.326234,22.987040,24
VA686_SB,110N51849,all_1_of_3,PM,3.000000,1.000000,30186,42.579700,0.001900,0.007270,31.182560,0.001414,0.005299,20.344333,22.911000,16,20.344347,22.914064,16
VA686_SB,110-51848,all_2_of_3,AM,4.000000,1.000000,4443,272.588900,0.004100,0.000000,285.606020,0.004318,0.011070,28.120667,28.600000,12,21.091437,28.521046,12
VA686_SB,110-51848,all_2_of_3,MD,4.000000,1.000000,4443,568.145800,0.004300,0.000000,566.904720,0.004285,0.021310,23.420333,28.114333,24,21.066108,28.099822,24
VA686_SB,110-51848,all_2_of_3,PM,4.000000,1.000000,4443,374.477400,0.017000,0.066113,394.580600,0.017895,0.069718,21.023667,26.892000,16,21.019501,26.891901,16
VA686_SB,110N51848,all_3_of_3,AM,5.000000,1.000000,31151,1067.326000,0.016100,0.000000,1067.326000,0.016135,0.048103,16.475667,22.613667,12,14.777262,22.556594,12
VA686_SB,110N51848,all_3_of_3,MD,5.000000,1.000000,31151,1639.327000,0.012400,0.000000,1639.327000,0.012391,0.076929,11.598667,16.446333,24,11.615002,16.942593,24
VA686_SB,110N51848,all_3_of_3,PM,5.000000,1.000000,31151,992.434000,0.045000,0.213375,992.434000,0.045008,0.213375,11.651333,16.727667,16,11.651436,16.727293,16
VA690_NB,110+11462,corridor_start,AM,1.000000,3.000000,35984;37671;37667,726.315892,0.268994,0.000000,886.400921,0.328297,0.995053,43.021667,46.362667,12,36.545389,47.360091,12
VA690_NB,110+11462,corridor_start,MD,1.000000,3.000000,35984;37671;37667,1229.323261,0.227644,0.000000,818.607621,0.151594,0.902006,43.009000,43.634667,24,38.439360,49.369593,24
VA690_NB,110+11462,corridor_start,PM,1.000000,3.000000,35984;37671;37667,1199.051017,0.333066,0.000000,1374.349823,0.381764,1.550044,43.637667,44.706333,16,35.808306,46.115873,16
VA690_NB,110P11463,behavior_diverse_2_of_5,AM,2.500000,1.000000,37194,285.045600,0.105600,0.000000,142.942470,0.052942,0.155969,25.304000,30.365000,12,25.616096,44.814285,12
VA690_NB,110P11463,behavior_diverse_2_of_5,MD,2.500000,1.000000,37194,723.451700,0.134000,0.000000,360.478550,0.066755,0.393753,25.284333,25.700667,24,25.360930,44.506915,24
VA690_NB,110P11463,behavior_diverse_2_of_5,PM,2.500000,1.000000,37194,663.389000,0.737100,3.001133,189.773560,0.210860,0.846270,28.322667,29.636000,16,28.327932,32.104555,16
VA690_NB,110+58440,behavior_diverse_3_of_5,AM,3.000500,1.000000,37200,313.366400,0.348200,1.048267,176.068040,0.195631,0.585081,18.916000,31.818667,12,18.955894,32.558495,12
VA690_NB,110+58440,behavior_diverse_3_of_5,MD,3.000500,1.000000,37200,849.393300,0.157300,0.000000,484.656460,0.089751,0.531471,20.093000,20.311667,24,20.189194,43.980620,24
VA690_NB,110+58440,behavior_diverse_3_of_5,PM,3.000500,1.000000,37200,793.051600,0.220300,0.000000,283.244380,0.078679,0.312217,20.312667,20.799667,16,20.523432,43.110210,16
VA690_NB,110P11455,behavior_diverse_4_of_5,AM,3.500000,1.000000,36418,4.542000,0.000100,0.000000,4.542000,0.000069,0.000059,9.878667,10.477333,12,10.310185,38.821690,12
VA690_NB,110P11455,behavior_diverse_4_of_5,MD,3.500000,1.000000,36418,12.045000,0.000100,0.000000,12.045000,0.000091,0.000130,10.207333,10.479333,24,10.324480,39.695400,24
VA690_NB,110P11455,behavior_diverse_4_of_5,PM,3.500000,1.000000,36418,10.956000,0.000100,0.000000,10.956000,0.000124,0.000187,10.208333,10.679333,16,10.452734,39.326403,16
VA690_NB,110+11455,corridor_end,AM,4.000000,1.000000,36052,424.944700,0.157400,0.000000,279.712860,0.103597,0.304605,40.400333,41.419000,12,40.562530,49.387705,12
VA690_NB,110+11455,corridor_end,MD,4.000000,1.000000,36052,961.717000,0.178100,0.000000,808.704470,0.149760,0.890863,37.146333,41.419000,24,37.200711,48.995048,24
VA690_NB,110+11455,corridor_end,PM,4.000000,1.000000,36052,1418.433300,0.394000,0.000000,1097.392460,0.304831,1.233156,37.148333,39.923667,16,36.458552,45.678185,16
VA690_SB,110-11454,corridor_start,AM,1.000000,1.000000,36516,921.920400,0.341500,0.000000,879.652710,0.325797,0.987260,43.792667,44.901000,12,36.587242,46.770003,12
VA690_SB,110-11454,corridor_start,MD,1.000000,1.000000,36516,1060.290100,0.196400,0.000000,911.839720,0.168859,1.006530,41.655000,43.786000,24,38.077364,49.067152,24
VA690_SB,110-11454,corridor_start,PM,1.000000,1.000000,36516,751.954200,0.208900,0.000000,567.317500,0.157588,0.630707,41.653333,41.967000,16,39.190691,49.029835,16
VA690_SB,110N11455,behavior_diverse_2_of_5,AM,1.500000,1.000000,36417,5.307000,0.000100,0.000000,5.307000,0.000080,0.000071,11.887667,12.315333,12,12.291020,38.900155,12
VA690_SB,110N11455,behavior_diverse_2_of_5,MD,1.500000,1.000000,36417,12.204000,0.000600,0.001082,12.204000,0.000553,0.001082,12.366000,29.900000,24,12.365961,29.900186,24
VA690_SB,110N11455,behavior_diverse_2_of_5,PM,1.500000,1.000000,36417,10.131000,0.000100,0.000000,10.131000,0.000115,0.000171,12.582333,13.158667,16,12.807247,39.380074,16
VA690_SB,110N58440,behavior_diverse_3_of_5,AM,2.000500,1.000000,36465,193.234000,0.008800,0.025577,214.170760,0.009713,0.028443,18.800333,26.214000,12,18.800191,26.213604,12
VA690_SB,110N58440,behavior_diverse_3_of_5,MD,2.000500,1.000000,36465,523.387000,0.004000,0.000000,497.958000,0.003764,0.028005,20.703333,21.197667,24,20.756361,34.820608,24
VA690_SB,110N58440,behavior_diverse_3_of_5,PM,2.000500,1.000000,36465,318.236800,0.003600,0.000000,310.848000,0.003524,0.015816,20.712000,21.197333,16,20.838870,34.658983,16
VA690_SB,110N58438,behavior_diverse_4_of_5,AM,3.000500,1.000000,37201,299.313900,0.110900,0.000000,154.361330,0.057171,0.168577,28.695667,34.661667,12,28.949899,44.933002,12
VA690_SB,110N58438,behavior_diverse_4_of_5,MD,3.000500,1.000000,37201,1011.069500,0.187200,0.000000,537.414430,0.099521,0.590131,27.878333,28.671333,24,27.948946,43.995764,24
VA690_SB,110N58438,behavior_diverse_4_of_5,PM,3.000500,1.000000,37201,564.745500,0.627500,2.550156,338.890590,0.376545,1.521338,28.601333,30.046000,16,28.971081,31.152824,16
VA690_SB,110-11461,corridor_end,AM,4.000000,3.000000,37664;37668;37670,654.098647,0.242294,0.000000,1055.079225,0.390770,1.189831,43.527333,43.836667,12,35.830115,45.708476,12
VA690_SB,110-11461,corridor_end,MD,4.000000,3.000000,37664;37668;37670,1318.789192,0.244225,0.000000,960.817528,0.177929,1.061568,42.658000,43.525000,24,37.938079,48.925087,24
VA690_SB,110-11461,corridor_end,PM,4.000000,3.000000,37664;37668;37670,887.694773,0.246558,0.000000,1338.537173,0.371816,1.509013,42.659000,43.576000,16,35.879000,45.756643,16
VA693_NB,110+50153,all_1_of_4,AM,7.500000,3.000000,25748;28677;30285,1313.653700,0.627154,0.000000,622.642330,0.297257,0.889350,23.572333,27.613000,12,23.861448,36.459099,12
VA693_NB,110+51817,all_2_of_4,AM,7.500000,2.000000,30283;32212,1057.414969,1.258814,3.877034,904.786778,1.077127,3.309852,22.739115,29.508379,12,22.749970,29.513088,12
VA693_NB,110+51818,all_3_of_4,AM,7.500000,5.000000,30279;33661;30167;30172;33671,756.297519,0.875207,2.685050,878.261597,1.010714,3.106779,26.412927,34.979072,12,26.385584,33.866408,12
VA693_NB,110P51818,all_4_of_4,AM,7.500000,1.000000,33697,1046.143800,0.581200,0.000000,1090.885380,0.606047,1.833390,15.653333,23.574667,12,15.979243,28.589585,12
VA693_NB,110+50153,all_1_of_4,MD,7.500000,3.000000,25748;28677;30285,2806.073400,0.669863,0.000000,1509.806640,0.360400,2.156940,23.557000,24.302333,24,23.628367,34.371940,24
VA693_NB,110+51817,all_2_of_4,MD,7.500000,2.000000,30283;32212,2949.198579,0.585152,0.000000,2531.977723,0.502377,3.040652,22.614000,24.987667,24,22.698483,33.630149,24
VA693_NB,110+51818,all_3_of_4,MD,7.500000,5.000000,30279;33661;30167;30172;33671,2013.894677,0.422037,0.000000,1547.688124,0.327000,1.961882,24.647667,26.236333,24,24.726930,37.394597,24
VA693_NB,110P51818,all_4_of_4,MD,7.500000,1.000000,33697,2401.722400,0.667100,0.000000,2175.521970,0.604312,3.658016,15.622000,15.854667,24,15.711530,26.500761,24
VA693_NB,110+50153,all_1_of_4,PM,7.500000,3.000000,25748;28677;30285,2436.230000,3.489274,14.692366,2184.991460,3.129420,13.135171,21.067345,26.102174,16,21.772902,26.106534,16
VA693_NB,110+51817,all_2_of_4,PM,7.500000,2.000000,30283;32212,4166.646790,1.240026,0.000000,2261.136499,0.672957,2.701433,24.992333,26.031667,16,25.154181,31.401688,16
VA693_NB,110+51818,all_3_of_4,PM,7.500000,5.000000,30279;33661;30167;30172;33671,1826.333258,0.575249,0.000000,1447.026239,0.455492,1.811656,24.652333,27.503333,16,24.813056,34.808568,16
VA693_NB,110P51818,all_4_of_4,PM,7.500000,1.000000,33697,2267.730600,3.779600,16.004705,1758.178340,2.930297,12.306397,15.955000,19.044333,16,16.005643,20.668399,16
VA693_SB,110-50152,all_1_of_4,AM,1.500000,3.000000,30282;30284;28676,1581.546200,0.755031,0.000000,1610.380250,0.768814,2.347500,24.472000,30.775000,12,24.645838,31.750617,12
VA693_SB,110-50153,all_2_of_4,AM,1.500000,2.000000,30277;32213,768.283912,0.914607,2.803876,980.535942,1.167305,3.591270,21.651452,29.670626,12,21.635476,29.663109,12
VA693_SB,110-51817,all_3_of_4,AM,1.500000,5.000000,33698;33670;30170;30168;33662,580.100186,0.730214,2.232666,784.168787,0.984735,3.025250,27.085365,32.268928,12,27.062142,32.713336,12
VA693_SB,110N51818,all_4_of_4,AM,1.500000,1.000000,30198,681.685800,0.942700,2.884844,889.066220,1.229438,3.788689,26.546333,33.751333,12,25.921389,33.636995,12
VA693_SB,110-50152,all_1_of_4,MD,1.500000,3.000000,30282;30284;28676,2725.179000,0.650514,0.000000,1905.894900,0.454948,2.740250,24.448333,25.532667,24,24.515698,32.834877,24
VA693_SB,110-50153,all_2_of_4,MD,1.500000,2.000000,30277;32213,2693.319453,0.534405,0.000000,2055.135930,0.407765,2.457390,21.478667,23.780000,24,21.567451,35.310647,24
VA693_SB,110-51817,all_3_of_4,MD,1.500000,5.000000,33698;33670;30170;30168;33662,2101.472035,0.439598,0.000000,1547.269157,0.325404,1.951438,24.357333,26.996667,24,24.436794,37.622687,24
VA693_SB,110N51818,all_4_of_4,MD,1.500000,1.000000,30198,2396.022700,0.665600,0.000000,1994.051390,0.553903,3.343547,24.206333,27.819000,24,24.263501,30.969682,24
VA693_SB,110-50152,all_1_of_4,PM,1.500000,3.000000,30282;30284;28676,2897.251100,4.149563,17.561800,1586.023800,2.271558,9.445219,19.906832,26.385202,16,23.696363,26.408865,16
VA693_SB,110-50153,all_2_of_4,PM,1.500000,2.000000,30277;32213,3132.547471,0.932281,0.000000,2028.731641,0.603789,2.417269,23.782333,23.995333,16,23.959759,31.862097,16
VA693_SB,110-51817,all_3_of_4,PM,1.500000,5.000000,33698;33670;30170;30168;33662,2853.871292,0.898088,0.000000,1646.954021,0.516462,2.060444,24.360667,27.102667,16,24.522270,33.661541,16
VA693_SB,110N51818,all_4_of_4,PM,1.500000,1.000000,30198,3555.073500,1.481300,0.000000,1911.284300,0.796368,3.206012,24.209333,26.989667,16,24.311897,28.266331,16
VA694_NB,110+51812,all_1_of_5,AM,2.000000,2.000000,30049;33545,761.089251,0.422856,0.000000,912.998892,0.507222,1.527300,24.398333,27.704667,12,24.616788,31.493369,12
VA694_NB,110+51812,all_1_of_5,MD,2.000000,2.000000,30049;33545,2106.921507,0.585234,0.000000,1758.962000,0.488601,2.937582,24.386333,25.373333,24,24.442939,30.646371,24
VA694_NB,110+51812,all_1_of_5,PM,2.000000,2.000000,30049;33545,1805.841066,3.009695,12.651323,1975.818203,3.293030,13.882445,20.555205,26.010660,16,19.989701,26.005944,16
VA694_NB,110+51813,all_2_of_5,AM,3.000000,3.000000,30154;33649;32216,809.501737,0.981041,3.003341,1003.236108,1.212784,3.726645,24.800039,33.145784,12,24.756448,33.137894,12
VA694_NB,110+51813,all_2_of_5,MD,3.000000,3.000000,30154;33649;32216,3632.044693,0.804126,0.000000,1761.391695,0.391163,2.343898,24.471333,26.150333,24,24.549513,36.227805,24
VA694_NB,110+51813,all_2_of_5,PM,3.000000,3.000000,30154;33649;32216,2591.566450,0.861606,0.000000,2290.978649,0.761852,3.072020,26.153667,26.962333,16,26.290184,30.890663,16
VA694_NB,110+51814,all_3_of_5,AM,4.000000,3.000000,30157;30161;32193,1033.848194,1.128041,3.468623,1208.018541,1.318048,4.062246,27.554353,33.989501,12,27.537091,33.999392,12
VA694_NB,110+51814,all_3_of_5,MD,4.000000,3.000000,30157;30161;32193,3335.697469,0.661812,0.000000,2183.195279,0.433174,2.613722,27.522333,28.016667,24,27.590658,36.101075,24
VA694_NB,110+51814,all_3_of_5,PM,4.000000,3.000000,30157;30161;32193,2812.916021,0.837194,0.000000,2403.952265,0.715462,2.876395,28.018667,28.639000,16,28.153269,31.950391,16
VA694_NB,110+51816,all_4_of_5,AM,7.000000,1.000000,30174,637.039200,0.353900,0.000000,871.575200,0.484208,1.456235,14.834667,21.002667,12,15.198310,29.458574,12
VA694_NB,110+51816,all_4_of_5,MD,7.000000,1.000000,30174,2432.013200,0.675600,0.000000,1244.754390,0.345765,2.055906,12.951667,14.808333,24,13.056087,31.201355,24
VA694_NB,110+51816,all_4_of_5,PM,7.000000,1.000000,30174,1977.444500,0.823900,0.000000,1389.830930,0.579096,2.307331,12.956333,15.735333,16,13.168964,27.371432,16
VA694_NB,110P51816,all_5_of_5,AM,8.000000,1.000000,30178,691.534100,0.192100,0.000000,858.899050,0.238583,0.704368,17.779000,19.553333,12,18.090450,34.191666,12
VA694_NB,110P51816,all_5_of_5,MD,8.000000,1.000000,30178,2617.499000,0.363500,0.000000,1840.345460,0.255604,1.505180,16.876667,19.557667,24,16.964977,34.464388,24
VA694_NB,110P51816,all_5_of_5,PM,8.000000,1.000000,30178,2449.098300,2.040900,8.471192,2027.895510,1.689913,6.971450,18.832000,22.741333,16,19.147346,23.684746,16
VA694_SB,110N51816,all_1_of_5,AM,1.000000,1.000000,30184,2082.048100,1.735000,5.395163,2466.078610,2.055065,6.418646,15.862667,24.447667,12,15.858765,23.751870,12
VA694_SB,110N51816,all_1_of_5,MD,1.000000,1.000000,30184,3712.702200,0.515700,0.000000,5484.948730,0.761798,4.645628,15.464333,15.812667,24,15.552222,25.744536,24
VA694_SB,110N51816,all_1_of_5,PM,1.000000,1.000000,30184,4441.971100,0.925400,0.000000,4155.580080,0.865746,3.494775,15.466333,16.582333,16,15.620891,26.250745,16
VA694_SB,110-51815,all_2_of_5,AM,2.000000,1.000000,30180,768.833100,0.213600,0.000000,783.463200,0.217629,0.640961,19.379667,22.591333,12,19.694913,34.956205,12
VA694_SB,110-51815,all_2_of_5,MD,2.000000,1.000000,30180,2112.801800,0.293400,0.000000,2042.954350,0.283744,1.676486,19.367000,19.464000,24,19.443537,33.514307,24
VA694_SB,110-51815,all_2_of_5,PM,2.000000,1.000000,30180,1729.546500,1.441300,5.915154,2014.077150,1.678398,6.922409,19.490333,24.345667,15,19.486970,23.665086,16
VA694_SB,110-51813,all_3_of_5,AM,5.000000,3.000000,30175;32192;30160,1217.346933,0.483079,0.000000,1174.001979,0.465874,1.414114,27.470333,34.650667,12,27.722027,37.835345,12
VA694_SB,110-51813,all_3_of_5,MD,5.000000,3.000000,30175;32192;30160,2880.382095,0.571525,0.000000,1963.135850,0.389511,2.345089,27.190333,27.441667,24,27.263341,36.888425,24
VA694_SB,110-51813,all_3_of_5,PM,5.000000,3.000000,30175;32192;30160,2786.734985,3.317531,13.854705,2025.031866,2.410752,9.988421,23.595236,28.394272,16,25.490750,28.462177,16
VA694_SB,110-51812,all_4_of_5,AM,6.000000,3.000000,30158;32217;33648,1213.824726,0.540233,0.000000,1140.917349,0.505817,1.530410,25.186000,32.235000,12,25.469606,36.280445,12
VA694_SB,110-51812,all_4_of_5,MD,6.000000,3.000000,30158;32217;33648,2373.811272,0.526739,0.000000,1819.138367,0.403947,2.422418,25.155000,25.158000,7,25.235396,36.020062,24
VA694_SB,110-51812,all_4_of_5,PM,6.000000,3.000000,30158;32217;33648,2299.449459,3.050263,12.709113,1884.428871,2.496637,10.353159,24.013305,25.239333,16,25.155382,25.258164,16
VA694_SB,110-51811,all_5_of_5,AM,7.000000,2.000000,30153;33544,1141.590069,0.634180,0.000000,1204.666811,0.669259,2.029902,23.317333,31.918667,12,23.501027,32.295184,12
VA694_SB,110-51811,all_5_of_5,MD,7.000000,2.000000,30153;33544,2016.552014,0.560124,0.000000,1798.880624,0.499689,3.006436,23.284333,24.248667,24,23.345271,30.091100,24
VA694_SB,110-51811,all_5_of_5,PM,7.000000,2.000000,30153;33544,2621.433066,1.092281,0.000000,1668.366472,0.695153,2.786238,24.252000,25.261000,16,24.370344,28.201920,16
VA695_NB,110+51838,corridor_start,AM,1.000000,1.000000,30647,952.485100,1.587500,4.924843,1015.842770,1.693071,5.261289,25.028667,32.194333,12,24.778788,32.118536,12
VA695_NB,110+51843,behavior_diverse_2_of_5,AM,1.000000,1.000000,33655,735.283700,0.875300,2.681631,1514.461790,1.802931,5.582045,23.977667,31.140000,12,23.942090,31.112766,12
VA695_NB,110+51838,corridor_start,MD,1.000000,1.000000,30647,2079.634800,0.577700,0.000000,1796.521000,0.499034,3.002293,27.239000,27.379000,24,27.089271,31.400783,24
VA695_NB,110+51843,behavior_diverse_2_of_5,MD,1.000000,1.000000,33655,2401.980800,0.476600,0.000000,847.881840,0.168231,0.995318,23.895333,25.377667,24,23.976278,42.112996,24
VA695_NB,110+51838,corridor_start,PM,1.000000,1.000000,30647,2237.591300,0.932300,0.000000,1276.159300,0.531733,2.112759,27.240333,27.758333,16,27.341286,31.095043,16
VA695_NB,110+51843,behavior_diverse_2_of_5,PM,1.000000,1.000000,33655,2764.332200,0.822700,0.000000,860.376830,0.256065,1.003584,25.382333,26.773667,16,25.548689,39.469621,16
VA695_NB,110P51837,behavior_diverse_3_of_5,AM,2.000000,1.000000,33563,1425.054400,0.565500,0.000000,1973.424930,0.783105,2.395168,18.225333,19.778667,12,18.543083,29.313278,12
VA695_NB,110P51837,behavior_diverse_3_of_5,MD,2.000000,1.000000,33563,3059.155000,0.607000,0.000000,3427.240230,0.680008,4.141746,18.220000,18.784667,24,18.320843,30.264028,24
VA695_NB,110P51837,behavior_diverse_3_of_5,PM,2.000000,1.000000,33563,2797.421200,0.832600,0.000000,2652.155030,0.789332,3.181086,18.787667,19.916667,16,18.986653,30.236371,16
VA695_NB,110+51840,behavior_diverse_4_of_5,AM,5.000000,3.000000,30112;4575;30119,443.223990,0.438792,1.347098,829.998781,0.881298,2.733280,24.599517,28.828896,12,24.534755,27.926358,12
VA695_NB,110+51840,behavior_diverse_4_of_5,MD,5.000000,3.000000,30112;4575;30119,780.244091,0.120139,0.000000,760.548122,0.110814,0.662465,24.296333,24.536667,24,24.340874,32.363770,24
VA695_NB,110+51840,behavior_diverse_4_of_5,PM,5.000000,3.000000,30112;4575;30119,1232.823352,0.323071,0.000000,637.318968,0.153183,0.605917,24.541000,26.382667,16,24.632907,31.656816,16
VA695_NB,110+51846,corridor_end,AM,6.000000,3.000000,30265;30258;30247,556.863380,0.639900,1.986388,1011.206118,1.153659,3.625474,25.978586,29.832603,12,24.794398,28.371047,12
VA695_NB,110+51846,corridor_end,MD,6.000000,3.000000,30265;30258;30247,1121.705230,0.215013,0.000000,771.243790,0.147017,0.876867,22.222333,22.775000,24,22.307838,40.709393,24
VA695_NB,110+51846,corridor_end,PM,6.000000,3.000000,30265;30258;30247,1601.086550,0.459723,0.000000,1096.846221,0.310295,1.248986,22.778667,24.149667,16,22.959636,37.044380,16
VA695_SB,110-51839,corridor_start,AM,1.000000,2.000000,30156;30118,1462.078531,0.580190,0.000000,1003.909459,0.398377,1.206472,22.737000,28.563333,12,23.075807,36.107371,12
VA695_SB,110N51846,behavior_diverse_2_of_5,AM,1.000000,1.000000,31770,241.129400,0.020100,0.000000,941.080690,0.078423,0.241299,26.244333,27.088667,12,26.438924,37.518445,12
VA695_SB,110-51839,corridor_start,MD,1.000000,2.000000,30156;30118,2757.498808,0.547153,0.000000,1640.557371,0.325507,1.952473,21.358333,22.712667,24,21.453539,37.561738,24
VA695_SB,110N51846,behavior_diverse_2_of_5,MD,1.000000,1.000000,31770,1272.895600,0.053000,0.000000,648.259830,0.027011,0.167047,26.193000,27.091333,24,26.246452,39.600812,24
VA695_SB,110-51839,corridor_start,PM,1.000000,2.000000,30156;30118,2001.973044,2.383275,9.871804,2039.962971,2.428527,10.063933,25.188791,25.506844,16,25.188891,25.402066,16
VA695_SB,110N51846,behavior_diverse_2_of_5,PM,1.000000,1.000000,31770,1199.581000,0.075000,0.000000,1713.689820,0.107106,0.444745,26.192333,26.454667,16,26.305728,37.911930,16
VA695_SB,110-51838,behavior_diverse_3_of_5,AM,3.000000,3.000000,30116;33636;30107,1664.121360,0.924500,0.000000,1477.025337,0.820570,2.502185,28.228667,32.368667,12,26.955636,32.415579,12
VA695_SB,110-51838,behavior_diverse_3_of_5,MD,3.000000,3.000000,30116;33636;30107,4020.104092,1.116722,0.000000,3396.013933,0.943337,5.792317,26.636333,28.210667,24,24.988304,28.416508,24
VA695_SB,110-51838,behavior_diverse_3_of_5,PM,3.000000,3.000000,30116;33636;30107,6119.589578,2.549828,0.000000,2606.979120,1.086241,4.419186,26.635000,26.684000,16,25.581273,27.213460,16
VA695_SB,110-51837,behavior_diverse_4_of_5,AM,4.000000,1.000000,35686,944.751500,0.524900,0.000000,710.493650,0.394719,1.180771,28.117000,32.662000,12,28.279908,34.711610,12
VA695_SB,110-51837,behavior_diverse_4_of_5,MD,4.000000,1.000000,35686,2654.096700,0.737200,0.000000,1698.681640,0.471856,2.833703,25.998333,28.097000,24,26.050393,32.119126,24
VA695_SB,110-51837,behavior_diverse_4_of_5,PM,4.000000,1.000000,35686,4176.045000,6.960100,30.062841,1707.092530,2.845154,11.937389,14.820000,27.068333,16,20.899351,27.115210,16
VA695_SB,110-51842,corridor_end,AM,7.000000,1.000000,30278,1438.132000,0.570700,0.000000,847.692380,0.336386,1.016212,25.362667,31.615333,12,25.661278,38.455211,12
VA695_SB,110-51842,corridor_end,MD,7.000000,1.000000,30278,2973.362200,0.590000,0.000000,1526.185910,0.302815,1.813600,24.448667,25.337000,24,24.532090,38.593568,24
VA695_SB,110-51842,corridor_end,PM,7.000000,1.000000,30278,2239.997300,2.666700,11.075964,1975.026860,2.351222,9.735374,24.456333,25.933000,16,24.470810,25.936154,16
VA703_NB,110P50147,all_1_of_3,AM,1.000000,1.000000,34042,838.597100,0.399300,0.000000,928.348570,0.442071,1.329664,15.297333,17.624667,12,15.724170,32.806616,12
