corridor,tmc_code,selection_position,period,road_order,gmns_link_count,gmns_link_ids,taplite_period_volume,taplite_period_doc,taplite_period_p_hours,cube_period_volume,cube_period_doc,cube_period_p_hours,model_speed_min_mph,model_speed_max_mph,model_speed_unique_value_count,cube_speed_min_mph,cube_speed_max_mph,cube_speed_unique_value_count
VA123_NB,110-10012,behavior_diverse_4_of_5,MD,36.000000,7.000000,30191;30292;33713;33709;30208;30212;33680,6584.838850,0.620390,0.000000,6464.482552,0.606675,3.691572,29.837333,30.346667,24,29.900749,34.289640,24
VA123_NB,110-10012,behavior_diverse_4_of_5,PM,36.000000,7.000000,30191;30292;33713;33709;30208;30212;33680,7744.090508,1.092688,0.000000,4176.672167,0.587330,2.448902,29.839667,31.177333,16,28.386423,34.228822,16
VA123_NB,110-06994,corridor_end,AM,41.000000,2.000000,31771;28668,4935.152200,4.095000,12.808640,2565.208740,2.128503,6.641775,22.030333,32.766667,12,26.085390,32.779542,12
VA123_NB,110-06994,corridor_end,MD,41.000000,2.000000,31771;28668,7800.441400,1.181900,0.000000,2369.756840,0.359054,2.193340,24.000000,26.070000,24,24.131206,45.248183,24
VA123_NB,110-06994,corridor_end,PM,41.000000,2.000000,31771;28668,8219.254600,1.868000,0.000000,3075.920650,0.699073,2.933148,24.000333,25.055333,16,24.261904,33.155167,16
VA123_SB,110+06995,corridor_start,AM,1.000000,2.000000,25597;28669,3017.878300,0.914500,0.000000,2083.360350,0.631321,1.961222,30.257000,34.001000,12,30.626010,39.525949,12
VA123_SB,110+06995,corridor_start,MD,1.000000,2.000000,25597;28669,6985.998500,1.058500,0.000000,2574.533690,0.390081,2.384448,29.582333,30.241667,24,29.692722,44.792404,24
VA123_SB,110+06995,corridor_start,PM,1.000000,2.000000,25597;28669,7075.587600,6.432400,27.401159,3756.104740,3.414641,14.483196,14.684333,30.506000,16,19.553523,30.500569,16
VA123_SB,110+10029,behavior_diverse_2_of_5,AM,32.000000,3.000000,29509;35335;35245,3271.397479,0.495631,0.000000,3408.588139,0.516453,1.629940,45.614000,52.532667,12,33.117462,52.747169,12
VA123_SB,110+10029,behavior_diverse_2_of_5,MD,32.000000,3.000000,29509;35335;35245,7332.423315,0.555468,0.000000,7678.556532,0.581709,3.736604,38.778333,45.580333,24,31.798839,46.795490,24
VA123_SB,110+10029,behavior_diverse_2_of_5,PM,32.000000,3.000000,29509;35335;35245,4806.108353,2.047559,9.244362,6655.514813,2.835480,13.113391,15.011918,38.713041,16,9.158493,38.607475,16
VA123_SB,110+10030,behavior_diverse_3_of_5,AM,33.000000,2.000000,29503;29501,4133.115000,0.626200,0.000000,4249.491700,0.643862,2.059224,49.306333,55.365667,12,30.517683,55.394588,12
VA123_SB,110+10030,behavior_diverse_3_of_5,MD,33.000000,2.000000,29503;29501,8833.806000,0.669200,0.000000,8336.391600,0.631545,4.159560,45.809333,49.278667,24,28.999347,49.499770,24
VA123_SB,110+10030,behavior_diverse_3_of_5,PM,33.000000,2.000000,29503;29501,5439.206500,0.618100,0.000000,6938.316890,0.788445,3.332362,45.807000,46.190333,16,34.081929,46.218014,16
VA123_SB,110+10035,behavior_diverse_4_of_5,AM,38.000000,7.000000,29434;35098;38146;38254;40754;38838;38245,5523.320012,0.609227,0.000000,4867.771330,0.538393,1.664098,40.107000,42.601000,12,32.454681,43.610608,12
VA123_SB,110+10035,behavior_diverse_4_of_5,MD,38.000000,7.000000,29434;35098;38146;38254;40754;38838;38245,11682.083631,0.642976,0.000000,11072.529746,0.613076,3.752121,23.426000,40.080667,24,23.518955,41.516518,24
VA123_SB,110+10035,behavior_diverse_4_of_5,PM,38.000000,7.000000,29434;35098;38146;38254;40754;38838;38245,11690.813437,3.717990,15.808172,9843.707398,3.221966,13.708291,18.182820,23.407946,16,19.193375,23.406670,16
VA123_SB,110+10036,corridor_end,AM,40.000000,3.000000,38521;40619;38240,1963.596777,0.306494,0.000000,1010.135224,0.160173,0.483895,26.772000,27.324333,12,27.059369,39.554196,12
VA123_SB,110+10036,corridor_end,MD,40.000000,3.000000,38521;40619;38240,3754.925897,0.289539,0.000000,2830.964168,0.218645,1.293781,22.787667,26.765667,24,22.871055,39.465810,24
VA123_SB,110+10036,corridor_end,PM,40.000000,3.000000,38521;40619;38240,1427.863590,0.662258,2.766838,4582.999073,2.111968,8.937684,22.791182,25.396420,16,21.598177,22.786543,16
VA193_EB,110-11678,corridor_start,AM,3.000000,5.000000,30447;33082;30444;33069;33073,5853.366316,5.976875,18.593488,1821.617159,1.860066,5.709171,23.368279,36.894333,12,28.058625,36.894355,12
VA193_EB,110-11678,corridor_start,MD,3.000000,5.000000,30447;33082;30444;33069;33073,7897.330100,1.462468,0.000000,3772.933080,0.698691,4.251294,29.074667,30.733333,24,29.133424,33.064226,24
VA193_EB,110-11678,corridor_start,PM,3.000000,5.000000,30447;33082;30444;33069;33073,5043.163091,1.400889,0.000000,2375.500291,0.659861,2.683245,30.740000,32.912000,16,30.034017,34.571754,16
VA193_EB,110-11674,behavior_diverse_2_of_5,AM,7.000000,4.000000,30336;33876;32186;30322,6539.526964,2.422022,0.000000,2299.245030,0.851572,2.610936,29.881667,33.826667,12,30.009078,34.603422,12
VA193_EB,110-11674,behavior_diverse_2_of_5,MD,7.000000,4.000000,30336;33876;32186;30322,7781.244881,1.440975,0.000000,4685.126678,0.867616,5.302978,19.304333,29.855667,24,19.384083,32.298379,24
VA193_EB,110-11674,behavior_diverse_2_of_5,PM,7.000000,4.000000,30336;33876;32186;30322,5868.386541,6.520447,27.406059,2979.395790,3.310440,13.791305,19.306176,26.104185,16,19.326029,26.123952,16
VA193_EB,110N11674,behavior_diverse_3_of_5,AM,8.000000,1.000000,31759,7327.009200,3.489100,0.000000,2856.450200,1.360214,4.183352,16.263667,19.919667,12,16.533908,28.696693,12
VA193_EB,110N11674,behavior_diverse_3_of_5,MD,8.000000,1.000000,31759,8906.504800,2.120600,0.000000,5634.571290,1.341565,8.278903,12.162667,16.245333,24,12.245965,27.371701,24
VA193_EB,110N11674,behavior_diverse_3_of_5,PM,8.000000,1.000000,31759,7597.317200,10.853300,46.554689,3987.894530,5.696992,24.077432,12.175000,15.181333,16,12.199466,19.714523,16
VA193_EB,110-11672,behavior_diverse_4_of_5,AM,10.000000,4.000000,30217;30220;33684;30226,3632.052779,1.579754,0.000000,1229.420486,0.534067,1.614518,32.996333,38.416667,12,31.634236,39.058742,12
VA193_EB,110-11672,behavior_diverse_4_of_5,MD,10.000000,4.000000,30217;30220;33684;30226,3391.677483,0.736976,0.000000,606.177323,0.129929,0.762431,31.423000,32.973333,24,31.478845,43.104784,24
VA193_EB,110-11672,behavior_diverse_4_of_5,PM,10.000000,4.000000,30217;30220;33684;30226,2553.696780,0.830442,0.000000,388.423694,0.125217,0.491864,31.426000,33.466333,16,31.541468,43.025493,16
VA193_EB,110N11672,corridor_end,AM,11.000000,1.000000,4520,680.902900,0.010300,0.000000,394.019200,0.005956,0.015424,11.305000,11.863000,12,11.490877,22.532958,12
VA193_EB,110N11672,corridor_end,MD,11.000000,1.000000,4520,2383.531300,0.018000,0.000000,2007.624390,0.015175,0.079427,11.101000,11.302667,24,11.147549,22.793886,24
VA193_EB,110N11672,corridor_end,PM,11.000000,1.000000,4520,3064.340900,0.034700,0.000000,2897.237550,0.032848,0.129177,11.101333,11.290667,16,11.198752,22.548890,16
VA193_WB,110P11672,corridor_start,AM,1.000000,1.000000,4463,334.931700,0.005100,0.000000,313.445220,0.004738,0.013556,19.085333,19.589333,12,19.339369,34.359201,12
VA193_WB,110P11672,corridor_start,MD,1.000000,1.000000,4463,556.242300,0.004200,0.000000,623.574830,0.004713,0.035069,19.084333,19.949000,24,19.142837,34.795784,24
VA193_WB,110P11672,corridor_start,PM,1.000000,1.000000,4463,393.005200,0.004500,0.000000,419.237730,0.004753,0.021331,18.170333,19.946333,16,18.316985,34.620499,16
VA193_WB,110+11673,behavior_diverse_2_of_5,AM,2.000000,2.000000,30221;4465,88.600140,0.001376,0.000000,107.364638,0.001623,0.004050,31.861000,35.345333,12,21.187657,35.181032,12
VA193_WB,110+11673,behavior_diverse_2_of_5,MD,2.000000,2.000000,30221;4465,228.180740,0.001753,0.000000,298.557425,0.002257,0.010940,27.911333,31.843333,24,21.092867,31.814178,24
VA193_WB,110+11673,behavior_diverse_2_of_5,PM,2.000000,2.000000,30221;4465,308.330056,0.003484,0.000000,324.641109,0.003681,0.014003,27.918333,32.964667,16,21.157474,32.886706,16
VA193_WB,110+11674,behavior_diverse_3_of_5,AM,3.000000,4.000000,33683;30219;30218;33715,555.171002,0.264373,0.000000,310.165342,0.147698,0.436447,30.790333,34.907000,12,31.016394,42.433285,12
VA193_WB,110+11674,behavior_diverse_3_of_5,MD,3.000000,4.000000,33683;30219;30218;33715,1703.155147,0.405472,0.000000,779.927509,0.185697,1.090477,22.805667,30.766667,24,22.889034,41.648449,24
VA193_WB,110+11674,behavior_diverse_3_of_5,PM,3.000000,4.000000,33683;30219;30218;33715,3654.249652,1.305079,0.000000,1364.224671,0.487223,1.947541,22.808000,27.299000,16,22.985630,34.534931,16
VA193_WB,110+11676,behavior_diverse_4_of_5,AM,6.000000,2.000000,30334;30339,1649.387096,1.679728,5.314543,1764.187952,1.796628,5.694543,28.834827,32.184341,12,28.402199,32.206156,12
VA193_WB,110+11676,behavior_diverse_4_of_5,MD,6.000000,2.000000,30334;30339,5086.079935,0.941880,0.000000,4248.866271,0.786827,4.814552,29.726333,30.822667,24,29.798998,34.935058,24
VA193_WB,110+11676,behavior_diverse_4_of_5,PM,6.000000,2.000000,30334;30339,8108.138411,2.252228,0.000000,3107.688299,0.863247,3.551738,29.629000,29.725000,16,29.732916,33.440426,16
VA193_WB,110+11679,corridor_end,AM,9.000000,5.000000,30420;33074;33068;30445;33083,2513.360439,0.930854,0.000000,1662.149524,0.615611,1.865603,31.796333,35.986333,12,31.080285,36.953296,12
VA193_WB,110+11679,corridor_end,MD,9.000000,5.000000,30420;33074;33068;30445;33083,6874.148329,1.272994,0.000000,3958.593376,0.733073,4.463329,29.467667,31.777333,24,29.523219,33.447707,24
VA193_WB,110+11679,corridor_end,PM,9.000000,5.000000,30420;33074;33068;30445;33083,8484.255005,9.426923,39.522585,2649.234841,2.943594,12.177152,18.991035,30.752138,16,24.799260,30.751633,16
VA213_NB,110+13264,all_1_of_3,AM,4.000000,1.000000,40387,330.280900,0.005000,0.000000,328.010990,0.004959,0.014943,19.233000,21.215000,12,19.366206,28.584562,12
VA213_NB,110+13264,all_1_of_3,MD,4.000000,1.000000,40387,1258.915900,0.009500,0.000000,889.460000,0.006723,0.045033,19.596667,21.221333,24,19.632068,28.872146,24
VA213_NB,110+13264,all_1_of_3,PM,4.000000,1.000000,40387,1037.016800,0.011800,0.000000,789.798580,0.008955,0.039814,19.595667,19.903667,16,19.672549,28.725450,16
VA213_NB,110P13265,all_2_of_3,AM,4.500000,1.000000,38478,819.621900,0.325200,0.000000,715.077270,0.283761,0.855103,17.028667,17.117667,12,17.487831,37.186185,12
VA213_NB,110P13265,all_2_of_3,MD,4.500000,1.000000,38478,1780.226200,0.353200,0.000000,1767.268000,0.350648,2.106497,17.030333,19.071000,24,17.136192,35.935380,24
VA213_NB,110P13265,all_2_of_3,PM,4.500000,1.000000,38478,1442.345600,1.717100,7.054519,1212.539430,1.443499,5.905093,16.795000,27.140333,16,16.800565,27.937403,16
VA213_NB,110+13265,all_3_of_3,AM,5.000000,2.000000,5916;40743,841.837625,0.291156,0.000000,764.631083,0.254515,0.766983,20.548000,21.281000,12,20.882079,36.300128,12
VA213_NB,110+13265,all_3_of_3,MD,5.000000,2.000000,5916;40743,1842.298101,0.316332,0.000000,1838.866132,0.314125,1.888471,20.431667,21.283000,24,20.523679,35.295834,24
VA213_NB,110+13265,all_3_of_3,PM,5.000000,2.000000,5916;40743,1454.856314,1.536166,6.313779,1208.642060,1.290739,5.282263,19.612989,26.412175,16,19.616095,27.091050,16
VA213_SB,110-13264,all_1_of_3,AM,1.000000,2.000000,38479;40744,1619.224751,0.642553,0.000000,1484.921904,0.589255,1.794826,21.096667,21.325333,12,21.438367,30.778788,12
VA213_SB,110-13264,all_1_of_3,MD,1.000000,2.000000,38479;40744,3397.004833,0.673998,0.000000,2940.816913,0.583495,3.542633,20.372667,21.325333,24,20.470298,31.321716,24
VA213_SB,110-13264,all_1_of_3,PM,1.000000,2.000000,38479;40744,2193.271049,2.611023,10.839283,1769.237029,2.106235,8.700026,19.628372,24.962296,16,19.634126,26.159335,16
VA213_SB,110N13265,all_2_of_3,AM,1.500000,1.000000,38480,1584.034500,0.628600,0.000000,1419.476680,0.563284,1.714550,14.528667,16.935333,12,14.993537,30.310614,12
VA213_SB,110N13265,all_2_of_3,MD,1.500000,1.000000,38480,3298.743400,0.654500,0.000000,2900.226070,0.575442,3.492714,14.521000,16.686667,24,14.635089,30.795672,24
VA213_SB,110N13265,all_2_of_3,PM,1.500000,1.000000,38480,2215.949300,2.638000,10.954127,1981.899410,2.359404,9.770091,15.151000,24.889000,16,15.153583,25.521460,16
VA213_SB,110-13263,all_3_of_3,AM,2.000000,1.000000,40746,1419.405000,2.365700,7.416031,1310.754390,2.184591,6.834111,19.883667,23.113667,12,19.888847,23.469980,12
VA213_SB,110-13263,all_3_of_3,MD,2.000000,1.000000,40746,2859.726300,0.794400,0.000000,2251.276120,0.625354,3.789542,18.634333,19.860667,24,18.714831,26.961463,24
VA213_SB,110-13263,all_3_of_3,PM,2.000000,1.000000,40746,1677.270800,0.698900,0.000000,2047.659300,0.853191,3.442463,18.634000,18.882667,16,18.770498,26.317337,16
VA215_EB,110+57959,all_1_of_4,AM,3.000000,7.000000,49063;48676;40344;38603;38727;40000;40504,794.838820,0.294382,0.000000,965.784413,0.357698,1.086688,44.558333,46.190333,12,36.222048,47.084615,12
VA215_EB,110+57959,all_1_of_4,MD,3.000000,7.000000,49063;48676;40344;38603;38727;40000;40504,1816.171105,0.336307,0.000000,1242.168601,0.230031,1.378417,43.750000,44.551000,24,37.282988,48.078912,24
VA215_EB,110+57959,all_1_of_4,PM,3.000000,7.000000,49063;48676;40344;38603;38727;40000;40504,1221.336761,0.339272,0.000000,1182.261766,0.328406,1.330176,43.749333,43.839333,16,36.266500,46.441388,16
VA215_EB,110+57960,all_2_of_4,AM,5.000000,5.000000,39270;40341;38600;39403;38599,766.076198,0.319206,0.000000,657.843720,0.274102,0.800233,45.563667,47.502000,12,29.825795,47.399471,12
VA215_EB,110+57960,all_2_of_4,MD,5.000000,5.000000,39270;40341;38600;39403;38599,1388.073634,0.289169,0.000000,964.041515,0.200842,1.199859,43.800667,45.554333,24,28.860942,45.535277,24
VA215_EB,110+57960,all_2_of_4,PM,5.000000,5.000000,39270;40341;38600;39403;38599,1036.094217,0.323783,0.000000,840.833671,0.262761,1.019639,43.802000,45.121333,16,29.539244,45.076898,16
VA215_EB,110+57961,all_3_of_4,AM,7.000000,3.000000,39991;40498;39628,1032.453386,0.353307,0.000000,851.976828,0.291389,0.861680,38.802000,42.595000,12,30.133158,42.569614,12
VA215_EB,110+57961,all_3_of_4,MD,7.000000,3.000000,39991;40498;39628,1999.539952,0.342726,0.000000,1252.399281,0.216622,1.286152,37.478333,38.785667,24,28.689533,38.881276,24
VA215_EB,110+57961,all_3_of_4,PM,7.000000,3.000000,39991;40498;39628,1354.081566,0.346879,0.000000,1031.729797,0.265921,1.054105,37.481667,39.575333,16,29.197267,39.581872,16
VA215_EB,110+57962,all_4_of_4,AM,8.000000,1.000000,38917,617.772300,0.114400,0.000000,339.837520,0.062933,0.182629,37.293667,39.761333,12,37.495486,50.488303,12
VA215_EB,110+57962,all_4_of_4,MD,8.000000,1.000000,38917,1502.976900,0.139200,0.000000,361.396610,0.033463,0.194044,39.218000,39.770667,24,39.267745,51.110858,24
VA215_EB,110+57962,all_4_of_4,PM,8.000000,1.000000,38917,1114.776100,0.154800,0.000000,345.767400,0.048023,0.188526,39.219667,40.250000,16,39.322710,50.827259,16
VA215_WB,110-57961,all_1_of_4,AM,2.000000,1.000000,40947,210.200100,0.038900,0.000000,154.137050,0.028544,0.081128,43.115000,44.384000,12,43.237454,51.305097,12
VA215_WB,110-57961,all_1_of_4,MD,2.000000,1.000000,40947,1525.210800,0.141200,0.000000,292.908080,0.027121,0.156709,44.389000,44.607000,24,44.417298,51.574210,24
VA215_WB,110-57961,all_1_of_4,PM,2.000000,1.000000,40947,1517.281000,0.210700,0.000000,655.544490,0.091048,0.361163,44.610333,45.956000,16,43.232173,50.439611,16
VA215_WB,110-57960,all_2_of_4,AM,3.000000,3.000000,38916;39629;40499,486.725466,0.167586,0.000000,527.813184,0.181033,0.530051,37.029000,40.229000,12,31.719472,40.237070,12
VA215_WB,110-57960,all_2_of_4,MD,3.000000,3.000000,38916;39629;40499,1699.085845,0.291529,0.000000,1159.566742,0.200406,1.187468,36.054667,37.015333,24,28.894528,37.802935,24
VA215_WB,110-57960,all_2_of_4,PM,3.000000,3.000000,38916;39629;40499,1853.325803,0.473495,0.000000,1413.764207,0.362462,1.443857,36.057667,37.762333,16,28.323396,37.845652,16
VA215_WB,110-57959,all_3_of_4,AM,5.000000,5.000000,39989;38598;39404;38601;40342,446.657351,0.186119,0.000000,526.747423,0.219478,0.636010,44.556667,45.789333,12,30.524637,45.709431,12
VA215_WB,110-57959,all_3_of_4,MD,5.000000,5.000000,39989;38598;39404;38601;40342,1198.793691,0.249755,0.000000,931.629528,0.194089,1.158732,44.552000,44.848000,24,28.918774,44.829161,24
VA215_WB,110-57959,all_3_of_4,PM,5.000000,5.000000,39989;38598;39404;38601;40342,1300.394330,0.406364,0.000000,1094.215597,0.341942,1.338242,44.848667,44.885000,16,28.975989,44.838646,16
VA215_WB,110-57958,all_4_of_4,AM,7.000000,7.000000,39271;40505;39999;38725;38605;40345;48677,588.058850,0.217777,0.000000,629.756921,0.233243,0.700637,43.199000,45.723000,12,38.195378,48.307159,12
VA215_WB,110-57958,all_4_of_4,MD,7.000000,7.000000,39271;40505;39999;38725;38605;40345;48677,1380.198714,0.255597,0.000000,1255.411678,0.232484,1.393375,41.103667,43.187000,24,37.249014,47.746460,24
VA215_WB,110-57958,all_4_of_4,PM,7.000000,7.000000,39271;40505;39999;38725;38605;40345;48677,1731.776630,0.481034,0.000000,1679.081766,0.466412,1.900007,41.104333,42.382000,16,35.188789,43.938268,16
VA228_EB,110+18873,all_1_of_2,AM,3.000000,2.000000,31233;30525,830.509205,0.276851,0.000000,470.521101,0.156840,0.450793,19.747667,20.663333,12,19.963078,31.795131,12
VA228_EB,110+18873,all_1_of_2,MD,3.000000,2.000000,31233;30525,2674.343433,0.445737,0.000000,1304.094413,0.217349,1.268173,19.478333,20.665667,24,19.538369,31.409040,24
VA228_EB,110+18873,all_1_of_2,PM,3.000000,2.000000,31233;30525,1153.027451,1.153026,4.495045,1230.497265,1.230497,4.821682,19.340159,23.849699,16,19.337812,23.643561,16
VA228_EB,110+18874,all_2_of_2,AM,4.000000,2.000000,30521;30520,1059.064086,0.706071,0.000000,805.689094,0.537126,1.601032,19.422333,22.843333,12,19.639778,26.573887,12
VA228_EB,110+18874,all_2_of_2,MD,4.000000,2.000000,30521;30520,2038.936957,0.679652,0.000000,1591.564962,0.530522,3.219193,17.674667,19.407333,24,17.739922,25.335364,24
VA228_EB,110+18874,all_2_of_2,PM,4.000000,2.000000,30521;30520,1566.857924,3.133714,13.301231,1198.614156,2.397228,9.959132,17.677109,18.254757,16,17.690537,20.222971,16
VA228_NB,110+58155,all_1_of_4,AM,2.000000,3.000000,33134;30515;33138,144.118211,0.069576,0.000000,124.124470,0.062425,0.177197,23.701333,25.758667,12,23.874624,33.576393,12
VA228_NB,110+58155,all_1_of_4,MD,2.000000,3.000000,33134;30515;33138,1077.162113,0.257555,0.000000,392.866460,0.098791,0.569184,23.693667,23.764000,24,23.735614,33.491142,24
VA228_NB,110+58155,all_1_of_4,PM,2.000000,3.000000,33134;30515;33138,861.728387,0.312368,0.000000,505.961030,0.190845,0.675390,23.764667,23.892333,16,23.856654,31.982962,16
VA228_NB,110+58156,all_2_of_4,AM,4.000000,2.000000,31046;33122,1562.451560,0.863700,2.637709,1521.593530,0.842191,2.570939,29.548272,36.267334,12,29.552916,36.411080,12
VA228_NB,110+58156,all_2_of_4,MD,4.000000,2.000000,31046;33122,4204.461380,0.466680,0.000000,3797.746824,0.423704,2.543373,29.528333,30.119667,24,29.588835,36.855797,24
VA228_NB,110+58156,all_2_of_4,PM,4.000000,2.000000,31046;33122,3715.221760,0.623720,0.000000,3472.474462,0.583872,2.340439,30.056000,30.120000,16,30.184005,34.313682,16
VA228_NB,110+58158,all_3_of_4,AM,7.000000,2.000000,31012;33119,846.194723,0.167861,0.000000,859.704608,0.170576,0.510304,37.566000,41.142667,12,35.298598,43.563263,12
VA228_NB,110+58158,all_3_of_4,MD,7.000000,2.000000,31012;33119,2710.184947,0.268834,0.000000,2243.260076,0.222546,1.324628,37.190333,37.551667,24,33.280791,42.252827,24
VA228_NB,110+58158,all_3_of_4,PM,7.000000,2.000000,31012;33119,3384.974790,0.503745,0.000000,2555.395432,0.380267,1.505143,37.195000,39.453000,16,32.445886,40.769245,16
VA228_NB,110+58159,all_4_of_4,AM,8.000000,1.000000,30469,890.199100,0.176600,0.000000,1289.439700,0.255841,0.769801,29.418333,33.584667,12,29.663018,40.995501,12
VA228_NB,110+58159,all_4_of_4,MD,8.000000,1.000000,30469,1931.154700,0.191600,0.000000,2934.996340,0.291170,1.742439,29.402000,29.490667,24,29.463240,39.761168,24
VA228_NB,110+58159,all_4_of_4,PM,8.000000,1.000000,30469,1425.083100,0.848300,3.424691,2183.256100,1.299557,5.302435,29.495333,30.046000,16,28.478142,29.486259,16
VA228_SB,110-58158,all_1_of_4,AM,2.000000,1.000000,35806,868.181700,0.172300,0.000000,1239.225460,0.245878,0.739393,34.755000,38.933333,12,33.133898,42.236906,12
VA228_SB,110-58158,all_1_of_4,MD,2.000000,1.000000,35806,2038.300000,0.202200,0.000000,2982.185300,0.295852,1.771041,32.876667,34.736333,24,32.590796,40.800288,24
VA228_SB,110-58158,all_1_of_4,PM,2.000000,1.000000,35806,2652.746300,0.394800,0.000000,2122.361820,0.315828,1.244260,32.876333,33.441667,16,32.863216,39.895752,16
VA228_SB,110-58157,all_2_of_4,AM,3.000000,2.000000,30468;33120,1621.538479,0.321700,0.000000,1646.729181,0.326732,0.986648,34.672000,39.564333,12,32.061538,41.308707,12
VA228_SB,110-58157,all_2_of_4,MD,3.000000,2.000000,30468;33120,3142.749200,0.311797,0.000000,2384.338439,0.236542,1.409638,34.653333,35.050000,24,33.123571,41.617199,24
VA228_SB,110-58157,all_2_of_4,PM,3.000000,2.000000,30468;33120,2225.391868,0.331153,0.000000,1786.551862,0.265856,1.043158,35.053333,36.439667,16,33.391451,41.344204,16
VA228_SB,110-58155,all_3_of_4,AM,5.000000,2.000000,31013;33123,2062.821880,0.463360,0.000000,2015.995850,0.453524,1.369426,27.843667,30.921333,12,28.104243,36.254588,12
VA228_SB,110-58155,all_3_of_4,MD,5.000000,2.000000,31013;33123,4036.035040,0.449820,0.000000,4139.477540,0.463266,2.787287,27.831333,27.986000,24,27.898505,35.411903,24
VA228_SB,110-58155,all_3_of_4,PM,5.000000,2.000000,31013;33123,2812.051860,1.879200,7.741079,2847.900246,1.904693,7.848843,26.728445,28.526799,16,26.660932,28.526329,16
VA228_SB,110-58154,all_4_of_4,AM,7.000000,3.000000,31047;33137;30514,393.185266,0.193976,0.000000,258.921080,0.130218,0.376689,23.533000,24.105000,12,23.713671,32.403159,12
VA228_SB,110-58154,all_4_of_4,MD,7.000000,3.000000,31047;33137;30514,1135.508224,0.272642,0.000000,453.627230,0.114070,0.660621,22.824333,23.530000,24,22.871602,33.083587,24
VA228_SB,110-58154,all_4_of_4,PM,7.000000,3.000000,31047;33137;30514,490.256971,0.692400,2.673150,314.041750,0.473817,1.783429,22.843401,24.148579,16,22.852224,24.782276,16
VA228_WB,110-18873,all_1_of_2,AM,6.000000,2.000000,35701;30518,1019.384167,0.679557,0.000000,736.116877,0.490745,1.460160,20.625667,22.882667,12,20.829217,26.877307,12
VA228_WB,110-18873,all_1_of_2,MD,6.000000,2.000000,35701;30518,2524.834195,0.841638,0.000000,1688.283575,0.562761,3.424939,17.882667,20.614000,24,17.945524,25.312138,24
VA228_WB,110-18873,all_1_of_2,PM,6.000000,2.000000,35701;30518,2222.080667,1.111014,0.000000,1270.590878,0.635295,2.351121,17.610000,17.879667,16,17.754523,25.247921,16
VA228_WB,110-18872,all_2_of_2,AM,7.000000,2.000000,30522;30527,684.252791,0.684263,2.054998,832.263043,0.832263,2.514703,20.893449,22.728291,12,20.892100,22.342839,12
VA228_WB,110-18872,all_2_of_2,MD,7.000000,2.000000,30522;30527,2723.585214,0.453923,0.000000,1436.419065,0.239403,1.402724,18.965667,20.884333,24,19.026663,31.024083,24
VA228_WB,110-18872,all_2_of_2,PM,7.000000,2.000000,30522;30527,2389.450044,0.597335,0.000000,1041.274964,0.260319,0.891908,18.809667,18.963333,16,18.953262,30.621258,16
VA233_EB,110-10055,all_1_of_2,AM,2.000000,2.000000,26228;26448,2322.796791,0.774282,0.000000,1320.280730,0.440094,1.271747,22.720333,25.443000,12,22.974695,31.331336,12
VA233_EB,110-10055,all_1_of_2,MD,2.000000,2.000000,26228;26448,6771.892973,1.128673,0.000000,3506.551425,0.584425,3.518330,20.972667,22.708000,24,21.043710,28.562062,24
VA233_EB,110-10055,all_1_of_2,PM,2.000000,2.000000,26228;26448,2870.091027,2.870082,12.266738,2187.273639,2.187274,9.205498,18.799513,21.483423,16,20.935025,21.483728,16
VA233_EB,110N10055,all_2_of_2,AM,3.000000,1.000000,26450,3877.413600,1.292500,0.000000,2660.245360,0.886748,2.662074,16.288000,18.670333,12,16.516239,25.399098,12
VA233_EB,110N10055,all_2_of_2,MD,3.000000,1.000000,26450,7742.808500,1.290500,0.000000,5276.342290,0.879390,5.410683,14.784667,16.277333,24,14.852754,25.283447,24
VA233_EB,110N10055,all_2_of_2,PM,3.000000,1.000000,26450,4625.394000,4.625400,20.309765,3177.191410,3.177191,13.657342,14.566333,15.342333,16,14.949847,17.884739,16
VA233_WB,110+10056,only,AM,2.000000,2.000000,26452;26447,2565.365236,2.565336,8.161155,1883.833149,1.883833,5.892716,20.152479,27.386151,12,22.019651,27.391087,12
VA233_WB,110+10056,only,MD,2.000000,2.000000,26452;26447,5852.379855,0.975355,0.000000,3563.592111,0.593932,3.578721,27.396333,27.700667,24,27.029705,30.333461,24
VA233_WB,110+10056,only,PM,2.000000,2.000000,26452;26447,5162.729718,1.290645,0.000000,2647.808660,0.661952,2.604597,27.701667,28.200667,16,27.255567,29.944695,16
VA234BR_NB,110+10070,corridor_start,AM,2.000000,6.000000,38375;38381;40167;40808;38688;38436,2123.041272,0.711826,0.000000,1525.325775,0.512496,1.558791,30.298667,33.424333,12,30.502032,36.416201,12
VA234BR_NB,110+10070,corridor_start,MD,2.000000,6.000000,38375;38381;40167;40808;38688;38436,5256.113980,0.891297,0.000000,2946.994184,0.500271,3.030469,30.005000,30.285667,24,30.065213,35.462631,24
VA234BR_NB,110+10070,corridor_start,PM,2.000000,6.000000,38375;38381;40167;40808;38688;38436,2255.987365,2.310927,9.574005,2052.133753,2.110205,8.723885,25.759569,30.933631,16,26.254059,30.934908,16
VA234BR_NB,110P10071,behavior_diverse_2_of_5,AM,4.500000,1.000000,38416,1457.634700,1.041200,3.185214,878.813960,0.627724,1.901231,16.286333,29.427667,12,16.318031,30.765923,12
