run_id,data_basis,detector,corridor,sensor_uid,period,calibration_scope,f_d,n,f_p,s,alpha,beta,n_episodes,duration_r2,speed_r2,duration_rmse_hr,speed_rmse_mph,duration_bound_active,speed_bound_active,reliability,link_id,tmc_code,network_link_id,network_from_node_id,network_to_node_id,network_mapping_status
corridor-c57b283951aa450bb1c3ce0cbc587d35,daily,state_transition,I395_NB,I395_NB::110+04129,PM,sensor_period,5.090156496150585,1.2278374103951628,1.6024760732133474,0.4905719231200188,1.898859071178715,0.6023425596962588,16,0.8881729741525808,0.1295467532706609,0.5722840498453823,3.7676877836391225,False,False,high,1,110+04129,26825,30449,30281,mapped_primary_link
corridor-c57b283951aa450bb1c3ce0cbc587d35,daily,state_transition,I395_NB,I395_NB::110+04123,AM,sensor_period,3.5002336386842177,1.1121863548529536,0.5712172284393461,0.7253287991852924,0.7558737686111849,0.8067007932357603,16,0.9409966941534764,0.2444390643419619,0.2050573053515231,3.4241956300624947,False,False,high,3,110+04123,28025,32154,32248,mapped_primary_link
corridor-c57b283951aa450bb1c3ce0cbc587d35,daily,state_transition,I395_NB,I395_NB::110+04123,MD,corridor_period,7.731091753103044,1.0659541238534658,1.1592186558650537,0.5135801807855691,1.7674493399615654,0.5474529116377859,34,0.9631865686113364,0.1705519735974032,0.8675294660331542,7.14414559699944,False,False,high,3,110+04123,28025,32154,32248,mapped_primary_link
corridor-c57b283951aa450bb1c3ce0cbc587d35,daily,state_transition,I395_NB,I395_NB::110+04123,PM,sensor_period,4.739355557243766,1.000000001309025,0.8367852069064501,0.5788949822002843,1.0984574259697455,0.5788949829580724,7,0.7052383256611165,0.2438858476386094,0.1977398251053869,1.190539295611338,True,False,low,3,110+04123,28025,32154,32248,mapped_primary_link
corridor-c57b283951aa450bb1c3ce0cbc587d35,daily,state_transition,I395_NB,I395_NB::110+04122,AM,sensor_period,3.6504651126721535,1.095765524982966,0.7278254798873406,0.5610340482857803,0.8026430911447282,0.6147617684531866,6,0.8312840955059286,0.0672525492080556,0.3061552842141744,5.995427739618068,False,False,medium,4,110+04122,28724,34024,35511,mapped_primary_link
corridor-c57b283951aa450bb1c3ce0cbc587d35,daily,state_transition,I395_NB,I395_NB::110+04122,PM,sensor_period,4.2674414852321725,1.0391285017985672,0.1413279971822812,1.403881457951623,0.577972940418894,1.4588132361040582,5,0.9997628459325604,0.7677933340126676,0.0122716271465603,2.318980479067035,False,False,medium,4,110+04122,28724,34024,35511,mapped_primary_link
corridor-c57b283951aa450bb1c3ce0cbc587d35,daily,state_transition,I395_NB,I395_NB::110+04121,AM,sensor_period,3.5256005862800253,1.0290683938391751,0.6742760788682077,0.5832315695467327,0.7498943923885062,0.6001851745097574,18,0.8603079863720547,0.1869824220675794,0.2642839511093562,2.543964311767427,False,False,high,5,110+04121,29007,34114,35496,mapped_primary_link
corridor-c57b283951aa450bb1c3ce0cbc587d35,daily,state_transition,I395_NB,I395_NB::110+04121,MD,sensor_period,7.573157381233536,1.189983529622182,0.4895121984813953,0.8209312585079024,1.3759042313474534,0.9768946765764136,4,0.9964407815974028,0.7569263534685209,0.23661820271585,2.209658334148518,False,False,low,5,110+04121,29007,34114,35496,mapped_primary_link
corridor-c57b283951aa450bb1c3ce0cbc587d35,daily,state_transition,I395_NB,I395_NB::110+04121,PM,sensor_period,4.664166523008893,1.0491746109212563,1.0635893849654452,0.2060653894985112,0.7790833208440451,0.2161985748514376,18,0.970414725683264,0.0848506869752472,0.1918454450378148,1.5110050479905794,False,False,high,5,110+04121,29007,34114,35496,mapped_primary_link
corridor-c57b283951aa450bb1c3ce0cbc587d35,daily,state_transition,I395_NB,I395_NB::110+04127,AM,sensor_period,3.177849942207208,1.0132834553998171,0.0142730635042448,3.8433912090007376,0.6477552887077311,3.894444724709549,6,0.9952695276203388,0.5323508908856148,0.0363625182175352,4.343788485930078,False,False,medium,6,110+04127,26424,30250,30199,mapped_primary_link
corridor-c57b283951aa450bb1c3ce0cbc587d35,daily,state_transition,I395_NB,I395_NB::110+04127,MD,corridor_period,7.731091753103044,1.0659541238534658,1.1592186558650537,0.5135801807855691,1.7674493399615654,0.5474529116377859,34,0.9631865686113364,0.1705519735974032,0.8675294660331542,7.14414559699944,False,False,high,6,110+04127,26424,30250,30199,mapped_primary_link
corridor-c57b283951aa450bb1c3ce0cbc587d35,daily,state_transition,I395_NB,I395_NB::110+04126,AM,sensor_period,3.2253646308630266,1.056665051918639,0.3240490790038113,1.113538701504606,0.6366954075550969,1.176637429838778,4,0.999433755323802,0.9383233971514622,0.0261010177205959,0.9707766543553624,False,False,low,7,110+04126,26423,30249,30413,mapped_primary_link
corridor-c57b283951aa450bb1c3ce0cbc587d35,daily,state_transition,I395_NB,I395_NB::110+04126,PM,corridor_period,4.763652437116819,1.1011445882700222,0.2613068680555966,1.3806864140509496,1.2027412136289937,1.5203353729301463,150,0.9170190381546786,0.311780179202496,0.5318633672200256,7.286300218208759,False,False,high,7,110+04126,26423,30249,30413,mapped_primary_link
corridor-c57b283951aa450bb1c3ce0cbc587d35,daily,state_transition,I395_NB,I395_NB::110+04125,AM,sensor_period,5.502996183890157,2.7881575502960763,0.0180317681757332,4.0,8.819295407086853,11.152630201184303,3,0.3601793233895581,0.5413108901446234,0.0942676948177695,4.2276597039109,False,True,low,8,110+04125,26708,30362,30401,mapped_primary_link
corridor-c57b283951aa450bb1c3ce0cbc587d35,daily,state_transition,I395_NB,I395_NB::110+04124,AM,sensor_period,3.321826985766757,1.0930871763680343,0.3039886626190844,1.0815561468567825,0.5939564781508736,1.1822351546511711,19,0.9779133907351264,0.3760118130551871,0.0979688009078475,3.3951242157194046,False,False,high,9,110+04124,27878,32112,32260,mapped_primary_link
corridor-c57b283951aa450bb1c3ce0cbc587d35,daily,state_transition,I395_NB,I395_NB::110+04124,PM,sensor_period,4.768380051600983,1.0485566053380848,1.172382665631986,0.2548106679760771,0.9309454829866058,0.2671834090169253,9,0.9109174498706992,0.1014265735720227,0.1406986931387628,1.69641780793328,False,False,medium,9,110+04124,27878,32112,32260,mapped_primary_link
corridor-c57b283951aa450bb1c3ce0cbc587d35,daily,state_transition,I395_NB,I395_NB::110+04130,AM,sensor_period,3.8495601106266255,1.0130393991414377,2.057465413495474,0.3425636581546353,1.741292947667071,0.3470304824246645,8,0.815536081239246,0.0702416046988373,0.2862934653069878,1.2719630563162854,False,False,medium,10,110+04130,26501,30281,30268,mapped_primary_link
