corridor,period,net_link_id,tmc_code,projection_status,speed_mae_cbi_mph,speed_mae_assignment_projection_mph
I395_NB,MD,26297,110P04128,ready,20.267943840579708,16.981472826086957
I395_NB,MD,26825,110+04129,ready,25.692589756258233,15.813069664031621
I395_NB,MD,26501,110+04130,ready,35.89910470191041,12.710985877799738
I395_NB,MD,26469,110P04130,ready,39.151509799077736,9.669702157444005
I395_NB,PM,29007,110+04121,ready,0.8851249294168171,7.725928288570908
I395_NB,PM,32601,110P04121,ready,1.1179850965020859,16.796046425157886
I395_NB,PM,32581,110P04120,ready,2.569078561957198,8.636665710051947
I395_NB,PM,28724,110+04122,ready,11.250788572840204,2.3731010728402033
I395_NB,PM,28275,110P04122,ready,6.55856007165712,2.7140849163776157
I395_NB,PM,28025,110+04123,ready,11.839440782044042,7.160690782044043
I395_NB,PM,28285,110P04123,ready,3.94510589474815,16.067454248933515
I395_NB,PM,27878,110+04124,ready,3.8670413594141118,18.01612692736135
I395_NB,PM,26756,110P04124,ready,4.076854924296217,23.097663668130544
I395_NB,PM,26708,110+04125,ready,4.804952445652174,1.851202445652174
I395_NB,PM,26768,110P04125,ready,3.572745976849236,0.8073082298136631
I395_NB,PM,26423,110+04126,ready,9.295883152173912,0.6890953557312263
I395_NB,PM,26778,110P04126,ready,8.661523591897229,0.5489173666007878
I395_NB,PM,26424,110+04127,ready,3.4886876235177837,0.2536411808300367
I395_NB,PM,26424,110P04127,ready,6.479171195652174,3.172608695652172
I395_NB,PM,26274,110+04670,ready,7.307349955298324,0.907591991341993
I395_NB,PM,26230,110P04670,ready,2.3665259644578818,19.32632109614522
I395_NB,PM,26297,110P04128,ready,3.2716900347473077,8.34292615107939
I395_NB,PM,26825,110+04129,ready,1.5202453106758498,7.473333621465537
I395_NB,PM,26501,110+04130,ready,52.22582293725297,3.9164990736166008
I395_NB,PM,26469,110P04130,ready,52.03875679347826,3.4928872282608694
I395_SB,AM,26712,110N04130,ready,15.388320589434718,1.0086249372608063
I395_SB,AM,26471,110N04129,ready,14.694435151201452,0.8806996439550758
I395_SB,AM,26833,110-04128,ready,14.662554347826088,0.7003913043478261
I395_SB,AM,26829,110N04128,ready,12.413618875086271,1.0130355417529355
I395_SB,AM,26824,110N04670,ready,6.925208333333333,0.4479148550724634
I395_SB,AM,26684,110-04127,ready,6.391393280632411,0.6888712121212143
