corridor,tmc_code,road_order,selection_position,network_link_id,network_from_node_id,network_to_node_id,network_match_distance_ft,network_bearing_diff_deg,network_mapping_status,primary_link_id,node_pair_tmc_rank,selected_for_node_pair_lookup
VA619_EB,110P18119,5.0,behavior_diverse_3_of_4,38992.0,40285.0,40283.0,0.0,3.3,mapped_primary_link,38992,1,True
VA619_EB,110P18120,7.0,corridor_end,38988.0,40283.0,40121.0,27.21,1.01,mapped_primary_link,38988,1,True
VA619_NB,110+13238,2.0,corridor_start,40823.0,40954.0,40059.0,2.89,43.57,mapped_primary_link,40823,1,True
VA619_NB,110P13237,2.5,behavior_diverse_2_of_5,38321.0,40059.0,40514.0,1820.9,14.47,mapped_primary_link,38321,1,True
VA619_NB,110+13239,3.0,behavior_diverse_3_of_5,39640.0,40558.0,40141.0,0.0,0.79,mapped_primary_link,39640,1,True
VA619_NB,110+57955,4.5,behavior_diverse_4_of_5,38957.0,40267.0,40795.0,0.0,3.67,mapped_primary_link,38957,1,True
VA619_NB,110P13240,5.0,corridor_end,39736.0,40591.0,40139.0,0.83,6.26,mapped_primary_link,39736,1,True
VA619_SB,110N13240,1.0,corridor_start,39625.0,40553.0,40139.0,8.27,17.84,mapped_primary_link,39625,1,True
VA619_SB,110-57951,1.5,behavior_diverse_2_of_5,39353.0,40465.0,40466.0,28.73,5.96,mapped_primary_link,39353,1,True
VA619_SB,110-13238,3.0,behavior_diverse_3_of_5,38594.0,40141.0,40558.0,0.0,0.79,mapped_primary_link,38594,1,True
VA619_SB,110N13237,3.5,behavior_diverse_4_of_5,39500.0,40514.0,40059.0,1820.9,14.47,mapped_primary_link,39500,1,True
VA619_SB,110-13237,4.0,corridor_end,38323.0,40059.0,40954.0,2.89,43.57,mapped_primary_link,38323,1,True
VA619_WB,110-18119,2.0,corridor_start,38523.0,40121.0,40283.0,2.64,0.29,mapped_primary_link,38523,1,True
VA619_WB,110N18118,5.0,behavior_diverse_2_of_3,38322.0,40059.0,40833.0,81.31,45.44,mapped_primary_link,38322,1,True
VA619_WB,110-18117,6.0,corridor_end,40467.0,40833.0,40130.0,4.85,1.81,mapped_primary_link,40467,1,True
VA620_EB,110+58163,2.5,corridor_start,38040.0,38734.0,38494.0,20.94,0.4,mapped_primary_link,38040,1,True
VA620_EB,110+10954,5.0,behavior_diverse_2_of_5,29688.0,34326.0,36530.0,2.51,4.62,mapped_primary_link,29688,1,True
VA620_EB,110+10955,8.0,behavior_diverse_3_of_5,29682.0,34325.0,34324.0,0.0,2.65,mapped_primary_link,29682,1,True
VA620_EB,110+10960,21.0,behavior_diverse_4_of_5,28776.0,34044.0,36188.0,0.0,20.29,mapped_primary_link,28776,1,True
VA620_EB,110P10960,22.0,corridor_end,34165.0,36132.0,34051.0,2.79,45.96,mapped_primary_link,34165,1,True
VA620_WB,110-10959,2.0,corridor_start,28798.0,34051.0,36132.0,1.86,26.03,mapped_primary_link,28798,1,True
VA620_WB,110N10957,6.0,behavior_diverse_2_of_5,32991.0,35749.0,35750.0,56.33,2.18,mapped_primary_link,32991,1,True
VA620_WB,110-10956,8.0,behavior_diverse_3_of_5,29579.0,34293.0,34971.0,39.91,0.68,mapped_primary_link,29579,1,True
VA620_WB,110-10954,14.0,behavior_diverse_4_of_5,29684.0,34325.0,36536.0,85.75,4.51,mapped_primary_link,29684,1,True
VA620_WB,110-13720,18.0,corridor_end,29697.0,34329.0,34328.0,44.35,0.44,mapped_primary_link,29697,1,True
VA640_EB,110+13156,2.0,corridor_start,38176.0,40013.0,40779.0,0.0,12.23,mapped_primary_link,38176,1,True
VA640_EB,110P13159,8.0,behavior_diverse_2_of_5,40604.0,40880.0,40317.0,4.04,5.66,mapped_primary_link,40604,1,True
VA640_EB,110+13160,9.0,behavior_diverse_3_of_5,38291.0,40051.0,40052.0,2.79,2.49,mapped_primary_link,38291,1,True
VA640_EB,110+58119,12.5,behavior_diverse_4_of_5,35930.0,38041.0,38710.0,0.0,11.75,mapped_primary_link,35930,1,True
VA640_EB,110P13163,13.0,corridor_end,40914.0,40991.0,40042.0,0.0,16.95,mapped_primary_link,40914,1,True
VA640_WB,110N13163,2.0,corridor_start,38267.0,40042.0,40991.0,0.0,16.95,mapped_primary_link,38267,1,True
VA640_WB,110-58118,2.5,behavior_diverse_2_of_5,36037.0,38080.0,38710.0,0.0,13.93,mapped_primary_link,36037,1,True
VA640_WB,110N13156,12.0,behavior_diverse_3_of_5,39542.0,40527.0,40058.0,20.69,2.12,mapped_primary_link,39542,1,True
VA640_WB,110-13155,13.0,behavior_diverse_4_of_5,40302.0,40779.0,40013.0,0.0,12.2,mapped_primary_link,40302,1,True
VA640_WB,110N58117,13.5,corridor_end,36953.0,38391.0,38007.0,7.09,9.58,mapped_primary_link,36953,1,True
VA643_EB,110+59143,1.5,corridor_start,40272.0,40768.0,40445.0,0.0,7.09,mapped_primary_link,40272,1,True
VA643_EB,110+59144,1.5,behavior_diverse_2_of_4,39870.0,40634.0,40063.0,2.29,12.93,mapped_primary_link,39870,1,True
VA643_EB,110P59142,1.5,behavior_diverse_3_of_4,38372.0,40075.0,40768.0,6.98,12.91,mapped_primary_link,38372,1,True
VA643_EB,110+56064,4.0,corridor_end,35328.0,36512.0,34274.0,3.09,3.28,mapped_primary_link,35328,1,True
VA643_NB,110+59131,5.5,corridor_start,29447.0,34253.0,36483.0,2.11,5.4,mapped_primary_link,29447,1,True
VA643_NB,110+59132,5.5,behavior_diverse_2_of_5,29449.0,34254.0,34395.0,0.0,17.72,mapped_primary_link,29449,1,True
VA643_NB,110+59134,5.5,behavior_diverse_3_of_5,29490.0,34266.0,34952.0,0.0,11.5,mapped_primary_link,29490,1,True
VA643_NB,110+59136,5.5,behavior_diverse_4_of_5,29827.0,34365.0,36501.0,0.0,8.82,mapped_primary_link,29827,1,True
VA643_NB,110P59134,5.5,corridor_end,35282.0,36497.0,34281.0,20.91,10.78,mapped_primary_link,35282,1,True
VA643_SB,110-59130,1.5,corridor_start,35242.0,36483.0,34253.0,2.11,5.4,mapped_primary_link,35242,1,True
VA643_SB,110-59131,1.5,behavior_diverse_2_of_5,29935.0,34395.0,34254.0,0.0,19.13,mapped_primary_link,29935,1,True
VA643_SB,110-59133,1.5,behavior_diverse_3_of_5,35283.0,36497.0,34952.0,0.0,35.2,mapped_primary_link,35283,1,True
VA643_SB,110-59135,1.5,behavior_diverse_4_of_5,35294.0,36501.0,34365.0,0.0,9.03,mapped_primary_link,35294,1,True
VA643_SB,110N59133,1.5,corridor_end,29492.0,34266.0,34956.0,16.28,15.05,mapped_primary_link,29492,1,True
VA643_WB,110-59142,1.0,corridor_start,39291.0,40445.0,40768.0,0.0,7.09,mapped_primary_link,39291,1,True
VA643_WB,110-59143,1.0,behavior_diverse_2_of_4,38338.0,40063.0,40634.0,2.29,12.93,mapped_primary_link,38338,1,True
VA643_WB,110N59142,1.0,behavior_diverse_3_of_4,40271.0,40768.0,40075.0,6.98,12.91,mapped_primary_link,40271,1,True
VA643_WB,110-56063,3.0,corridor_end,29519.0,34274.0,36512.0,3.09,3.28,mapped_primary_link,29519,1,True
VA644_EB,110P52381,1.0,corridor_start,31911.0,35114.0,35772.0,0.0,7.53,mapped_primary_link,31911,1,True
VA644_EB,110+50124,6.0,behavior_diverse_2_of_5,31516.0,34960.0,34300.0,2.92,18.84,mapped_primary_link,31516,1,True
VA644_EB,110+50130,17.0,behavior_diverse_3_of_5,29205.0,34179.0,36332.0,0.0,0.61,mapped_primary_link,29205,1,True
VA644_EB,110P50130,18.0,behavior_diverse_4_of_5,34819.0,36346.0,34178.0,2.53,9.99,mapped_primary_link,34819,1,True
VA644_EB,110P50132,22.0,corridor_end,29191.0,34175.0,34174.0,29.48,20.38,mapped_primary_link,29191,1,True
VA644_WB,110-52383,1.0,corridor_start,29225.0,34186.0,36323.0,159.07,3.06,mapped_primary_link,29225,1,True
VA644_WB,110-50127,9.0,behavior_diverse_2_of_5,31909.0,35114.0,35116.0,63.21,2.73,mapped_primary_link,31909,1,True
VA644_WB,110N50122,20.0,behavior_diverse_3_of_5,35270.0,36493.0,34255.0,2.84,19.54,mapped_primary_link,35270,1,True
VA644_WB,110-50121,21.0,behavior_diverse_4_of_5,29454.0,34255.0,36491.0,0.0,12.65,mapped_primary_link,29454,1,True
VA644_WB,110N50121,22.0,corridor_end,32325.0,35302.0,34268.0,2.52,2.69,mapped_primary_link,32325,1,True
VA645_NB,110+57909,1.0,corridor_start,29890.0,34383.0,36505.0,0.0,13.15,mapped_primary_link,29890,1,True
VA645_NB,110+57911,7.0,behavior_diverse_2_of_5,29545.0,34282.0,34334.0,3.37,29.99,mapped_primary_link,29545,1,True
VA645_NB,110+57906,9.0,behavior_diverse_3_of_5,28861.0,34069.0,36498.0,0.0,6.98,mapped_primary_link,28861,1,True
VA645_NB,110+57903,16.0,behavior_diverse_4_of_5,29564.0,34288.0,34387.0,2.44,0.52,mapped_primary_link,29564,1,True
VA645_NB,110+57921,28.0,corridor_end,33281.0,35845.0,36653.0,0.0,6.57,mapped_primary_link,33281,1,True
VA645_SB,110-57920,2.0,corridor_start,35754.0,36653.0,35845.0,0.0,6.57,mapped_primary_link,35754,1,True
VA645_SB,110N57920,3.0,behavior_diverse_2_of_5,30787.0,34652.0,34739.0,44.71,20.52,mapped_primary_link,30787,1,True
VA645_SB,110-57903,17.0,behavior_diverse_3_of_5,34496.0,36243.0,34387.0,0.0,3.15,mapped_primary_link,34496,1,True
VA645_SB,110N57911,19.5,behavior_diverse_4_of_5,29544.0,34282.0,34283.0,3592.96,71.83,mapped_primary_link,29544,1,True
VA645_SB,110-57907,28.0,corridor_end,29514.0,34273.0,34272.0,0.0,0.53,mapped_primary_link,29514,1,True
VA659_NB,110+13277,1.0,corridor_start,36103.0,38103.0,38106.0,0.0,1.66,mapped_primary_link,36103,1,True
VA659_NB,110P13276,1.5,behavior_diverse_2_of_4,38642.0,40157.0,38103.0,0.0,13.13,mapped_primary_link,38642,1,True
VA659_NB,110+13278,2.0,behavior_diverse_3_of_4,36114.0,38106.0,38105.0,0.19,8.91,mapped_primary_link,36114,1,True
VA659_NB,110+13279,4.0,corridor_end,36970.0,38396.0,38642.0,2299.77,4.1,mapped_primary_link,36970,1,True
VA659_SB,110-13278,11.0,corridor_start,37755.0,38642.0,38396.0,2299.77,4.1,mapped_primary_link,37755,1,True
VA659_SB,110-13277,13.0,behavior_diverse_2_of_4,36108.0,38105.0,38106.0,0.0,8.85,mapped_primary_link,36108,1,True
VA659_SB,110N13276,13.5,behavior_diverse_3_of_4,36104.0,38103.0,40157.0,0.0,13.13,mapped_primary_link,36104,1,True
VA659_SB,110-13276,14.0,corridor_end,36113.0,38106.0,38103.0,0.0,1.81,mapped_primary_link,36113,1,True
VA7_EB,110+06720,12.0,corridor_start,36578.0,38252.0,38564.0,0.0,0.24,mapped_primary_link,36578,1,True
VA7_EB,110+04252,20.0,behavior_diverse_2_of_5,36828.0,38352.0,38124.0,5.41,15.62,mapped_primary_link,36828,1,True
VA7_EB,110+04247,23.0,behavior_diverse_3_of_5,36816.0,38348.0,38130.0,0.0,21.58,mapped_primary_link,36816,1,True
VA7_EB,110-05708,42.0,behavior_diverse_4_of_5,30460.0,34554.0,34550.0,1.72,0.02,mapped_primary_link,30460,1,True
VA7_EB,110-06557,88.0,corridor_end,27782.0,32079.0,32380.0,1.53,0.3,mapped_primary_link,27782,1,True
VA7_WB,110+06554,2.0,corridor_start,27733.0,32065.0,32380.0,1.53,0.26,mapped_primary_link,27733,1,True
VA7_WB,110+05701,36.0,behavior_diverse_2_of_5,31023.0,34723.0,34555.0,0.0,2.38,mapped_primary_link,31023,1,True
VA7_WB,110N04248,61.0,behavior_diverse_3_of_5,36806.0,38344.0,38346.0,67.21,0.2,mapped_primary_link,36806,1,True
VA7_WB,110-04252,64.0,behavior_diverse_4_of_5,36195.0,38130.0,38348.0,0.0,22.52,mapped_primary_link,36195,1,True
VA7_WB,110-06719,74.0,corridor_end,37512.0,38564.0,38252.0,49.4,0.77,mapped_primary_link,37512,1,True
