corridor,period,tmc_code,direction,road_order,route_sequence,link_id,from_node_id_measurement,to_node_id_measurement,length_mi,qa_status,confidence,performance_available,cube_profile_available,taplite_period_volume,cube_period_volume,taplite_zero_volume,cube_positive_volume,taplite_zero_cube_positive,tmc_model_length_coverage,eligible_for_comparison,iteration_no,from_node_id_source,to_node_id_source,assignment_volume,ref_volume,base_demand_volume,obs_volume,background_volume,link_capacity,lane_capacity,assignment_D_vphpl,assignment_doc,assignment_plf,speed_mph,travel_time,assignment_P_hours,assignment_t0_hour,assignment_t2_hour,assignment_t3_hour,vt2_mph,mu,free_speed_mph,cutoff_speed_mph,kernel_recomputed_D_vphpl,kernel_recomputed_doc,kernel_recomputed_plf,kernel_D_residual,kernel_doc_residual,kernel_plf_residual,kernel_formula_status,gmns_lanes,assignment_link_streetname,assignment_link_source_id,assignment_link_project_id,assignment_link_ftype,assignment_link_type,assignment_link_allowed_use,assignment_link_length_mi,assignment_link_lanes,cube_period_volume_link_file,synthetic_period_volume,synthetic_profile_intervals,synthetic_observed_speed_mph,synthetic_tmc_codes,map_road,map_direction,map_road_order,map_link_sequence,distance_to_tmc_ft,bearing_diff_deg,map_link_streetname,map_link_allowed_use,map_link_posted_speed_mph,map_link_lanes,map_link_capacity,map_link_free_speed_mph,map_link_type,map_link_project_id,map_link_source_id,map_link_geometry_wgs84,map_status,map_confidence,route_link_count,route_length_mi,length_ratio,avg_offset_ft,max_offset_ft,avg_bearing_diff_deg,assignment_to_synthetic_volume_ratio,assignment_minus_synthetic_period_volume,assignment_zero_flag,assignment_doc_le_0_10_flag,assignment_doc_le_0_25_flag,mapmatching_review_flag,suspicious_flag,likely_cause
I66_EB,AM,110N04183,EASTBOUND,28.000000,1,31415,34908,34906,0.460000,matched,98.930000,True,True,0.000000,2943.947750,True,True,True,1.000000,True,10,34908,34906,0.000000,0.000000,0.000000,-1.000000,0.000000,4000.000000,2000.000000,0.000000,0.000000,0.402200,75.000000,0.368000,0.000000,0.000000,0.000000,0.000000,75.000000,2000.000000,75.000000,56.250000,0.000000,0.000000,,0.000000,0.000000,,reconciled,2.000000,I-66,79230,VI1ZA,1,501,sov;hov2;hov3;trk;apv;com,0.460000,2,2943.947750,11709.460328,12.000000,42.538813,110N04183,I-66,EASTBOUND,28.000000,1.000000,11.290000,0.340000,I-66,sov;hov2;hov3;trk;apv;com,0.000000,2.000000,2000.000000,75.000000,501.000000,VI1ZA,79230.000000,"LINESTRING (-77.44904901525565 38.83468069640753, -77.44418872843039 38.840070108459386)",matched,98.930000,1.000000,0.460000,1.021500,11.290000,11.290000,0.340000,0.000000,-11709.460328,True,True,True,False,True,assignment_zero_despite_observed_demand
I66_EB,AM,110-04184,EASTBOUND,25.000000,3,39151,40378,40374,0.520000,matched,98.280000,True,True,0.000000,2433.760740,True,True,True,1.000000,True,10,40378,40374,0.000000,0.000000,0.000000,-1.000000,0.000000,4000.000000,2000.000000,0.000000,0.000000,0.468100,75.000000,0.416000,0.000000,0.000000,0.000000,0.000000,75.000000,2000.000000,75.000000,56.250000,0.000000,0.000000,,0.000000,0.000000,,reconciled,2.000000,I-66,79117,VI1ZA,1,501,sov;hov2;hov3;trk;apv;com,0.520000,2,2433.760740,9631.323495,10.000000,46.070087,110-04184,I-66,EASTBOUND,25.000000,3.000000,41.840000,0.010000,I-66,sov;hov2;hov3;trk;apv;com,0.000000,2.000000,2000.000000,75.000000,501.000000,VI1ZA,79117.000000,"LINESTRING (-77.5323092671473 38.800573334918305, -77.52276971089418 38.80123428835739)",matched,98.280000,3.000000,2.230000,1.009000,44.620000,47.410000,0.060000,0.000000,-9631.323495,True,True,True,False,True,assignment_zero_despite_observed_demand
I66_EB,AM,110-04184,EASTBOUND,25.000000,1,39156,40382,41015,1.110000,matched,98.280000,True,True,0.000000,1579.689700,True,True,True,1.000000,True,10,40382,41015,0.000000,0.000000,0.000000,-1.000000,0.000000,4000.000000,2000.000000,0.000000,0.000000,0.468100,75.000000,0.888000,0.000000,0.000000,0.000000,0.000000,75.000000,2000.000000,75.000000,56.250000,0.000000,0.000000,,0.000000,0.000000,,reconciled,2.000000,I-66,79537,VI1ZA,1,501,sov;hov2;hov3;trk;apv;com,1.110000,2,1579.689700,9631.323495,10.000000,46.070087,110-04184,I-66,EASTBOUND,25.000000,1.000000,47.410000,0.070000,I-66,sov;hov2;hov3;trk;apv;com,0.000000,2.000000,2000.000000,75.000000,501.000000,VI1ZA,79537.000000,"LINESTRING (-77.56395719536246 38.79841466993867, -77.5434304747342 38.79981912209301)",matched,98.280000,3.000000,2.230000,1.009000,44.620000,47.410000,0.060000,0.000000,-9631.323495,True,True,True,False,True,assignment_zero_despite_observed_demand
I66_EB,AM,110-04184,EASTBOUND,25.000000,2,40966,41015,40378,0.600000,matched,98.280000,True,True,0.000000,2433.760740,True,True,True,1.000000,True,10,41015,40378,0.000000,0.000000,0.000000,-1.000000,0.000000,4000.000000,2000.000000,0.000000,0.000000,0.446800,75.000000,0.480000,0.000000,0.000000,0.000000,0.000000,75.000000,2000.000000,75.000000,56.250000,0.000000,0.000000,,0.000000,0.000000,,reconciled,2.000000,I-66,79538,VI1ZA,1,501,sov;hov2;hov3;trk;apv;com,0.600000,2,2433.760740,9631.323495,10.000000,46.070087,110-04184,I-66,EASTBOUND,25.000000,2.000000,41.840000,0.100000,I-66,sov;hov2;hov3;trk;apv;com,0.000000,2.000000,2000.000000,75.000000,501.000000,VI1ZA,79538.000000,"LINESTRING (-77.5434304747342 38.79981912209301, -77.5323092671473 38.800573334918305)",matched,98.280000,3.000000,2.230000,1.009000,44.620000,47.410000,0.060000,0.000000,-9631.323495,True,True,True,False,True,assignment_zero_despite_observed_demand
I66_EB,AM,110N04184,EASTBOUND,26.000000,1,39147,40374,40373,0.350000,matched,96.200000,True,True,0.000000,2433.760740,True,True,True,1.000000,True,10,40374,40373,0.000000,0.000000,0.000000,-1.000000,0.000000,4000.000000,2000.000000,0.000000,0.000000,0.333300,75.000000,0.280000,0.000000,0.000000,0.000000,0.000000,75.000000,2000.000000,75.000000,56.250000,0.000000,0.000000,,0.000000,0.000000,,reconciled,2.000000,I-66,79120,VI1ZA,1,501,sov;hov2;hov3;trk;apv;com,0.350000,2,2433.760740,8832.684962,10.000000,33.216330,110N04184,I-66,EASTBOUND,26.000000,1.000000,42.450000,0.010000,I-66,sov;hov2;hov3;trk;apv;com,0.000000,2.000000,2000.000000,75.000000,501.000000,VI1ZA,79120.000000,"LINESTRING (-77.52276971089418 38.80123428835739, -77.51631984673872 38.801674889205145)",matched,96.200000,1.000000,0.350000,0.774500,42.450000,42.450000,0.010000,0.000000,-8832.684962,True,True,True,False,True,assignment_zero_despite_observed_demand
I66_EB,AM,110N04173,EASTBOUND,47.000000,1,32132,35235,34505,0.160000,matched,99.720000,True,True,2206.373300,12182.310550,False,True,False,1.000000,True,10,35235,34505,2206.373300,0.000000,0.000000,-1.000000,0.000000,8000.000000,2000.000000,183.864400,0.091900,1.000000,68.177100,0.140800,0.000000,0.000000,0.000000,0.000000,68.177106,2000.000000,75.000000,56.250000,183.864442,0.091932,1.000000,-0.000042,-0.000032,-0.000000,reconciled,4.000000,I-66,79350,VI1XB,1,501,sov;hov2;hov3;com;apv,0.160000,4,12182.310550,18718.822260,12.000000,59.100393,110N04173;110N04226,I-66,EASTBOUND,47.000000,1.000000,6.850000,0.020000,I-66,sov;hov2;hov3;com;apv,9.000000,4.000000,2000.000000,75.000000,501.000000,VI1XB,79350.000000,"LINESTRING (-77.18534775241892 38.90020037094646, -77.18256971170129 38.89937003477012)",matched,99.720000,1.000000,0.160000,0.996900,6.850000,6.850000,0.020000,0.117869,-16512.448960,False,True,True,False,True,assignment_underloaded_vs_observed
I66_EB,AM,110N04169,EASTBOUND,55.000000,1,26183,30174,30216,0.310000,matched,99.650000,True,True,1539.420200,8613.538090,False,True,False,1.000000,True,10,30174,30216,1539.420200,0.000000,0.000000,-1.000000,0.000000,6000.000000,2000.000000,171.046700,0.085500,1.000000,68.529400,0.271400,0.000000,0.000000,0.000000,0.000000,68.529390,2000.000000,75.000000,56.250000,171.046689,0.085523,1.000000,0.000011,-0.000023,0.000000,reconciled,3.000000,I-66,79362,VI1XC,1,501,sov;hov2;hov3;com;apv,0.310000,3,8613.538090,11967.284700,12.000000,64.600457,110-04169;110N04169,I-66,EASTBOUND,55.000000,1.000000,6.540000,0.020000,I-66,sov;hov2;hov3;com;apv,9.000000,3.000000,2000.000000,75.000000,501.000000,VI1XC,79362.000000,"LINESTRING (-77.15623896843006 38.88561076875923, -77.15099725453733 38.88386861092211)",matched,99.650000,1.000000,0.310000,0.989000,6.540000,6.540000,0.020000,0.128636,-10427.864500,False,True,True,False,True,assignment_underloaded_vs_observed
I66_EB,AM,110N04166,EASTBOUND,61.000000,1,26751,30392,30213,0.040000,matched,97.260000,True,True,113.964100,5329.689450,False,True,False,1.000000,True,10,30392,30213,113.964100,0.000000,0.000000,-1.000000,0.000000,4000.000000,2000.000000,18.994000,0.009500,1.000000,40.000000,0.032500,0.000000,0.000000,0.000000,0.000000,73.811840,2000.000000,75.000000,56.250000,18.994017,0.009497,1.000001,-0.000017,0.000003,-0.000001,reconciled,2.000000,I-66,63228,VI1X,1,501,sov;hov2;hov3;com;apv,0.040000,2,5329.689450,8473.214437,12.000000,61.918027,110N04166,I-66,EASTBOUND,61.000000,1.000000,1.790000,1.260000,I-66,sov;hov2;hov3;com;apv,9.000000,2.000000,2000.000000,75.000000,501.000000,VI1X,63228.000000,"LINESTRING (-77.10083725027194 38.89292054471913, -77.10055699092679 38.893500141281734)",matched,97.260000,1.000000,0.040000,0.880900,1.790000,1.790000,1.260000,0.013450,-8359.250337,False,True,True,False,True,assignment_underloaded_vs_observed
I66_EB,AM,110N04164,EASTBOUND,65.000000,1,26747,30388,30210,0.170000,matched,95.250000,True,True,96.478000,4972.482910,False,True,False,1.000000,True,10,30388,30210,96.478000,0.000000,0.000000,-1.000000,0.000000,4000.000000,2000.000000,16.079700,0.008000,1.000000,73.958900,0.137900,0.000000,0.000000,0.000000,0.000000,73.958859,2000.000000,75.000000,56.250000,16.079667,0.008040,0.999998,0.000033,-0.000040,0.000002,reconciled,2.000000,I-66,47481,VI1X,1,501,sov;hov2;hov3;com;apv,0.170000,2,4972.482910,8931.272881,12.000000,55.403471,110N04164,I-66,EASTBOUND,65.000000,1.000000,5.880000,2.640000,I-66,sov;hov2;hov3;com;apv,9.000000,2.000000,2000.000000,75.000000,501.000000,VI1X,47481.000000,"LINESTRING (-77.07077821665162 38.898549459326986, -77.06839801447593 38.89708189824236)",matched,95.250000,1.000000,0.170000,0.898800,5.880000,5.880000,2.640000,0.010802,-8834.794881,False,True,True,False,True,assignment_underloaded_vs_observed
I66_EB,AM,110-04166,EASTBOUND,60.000000,1,26049,30134,30217,0.170000,matched,93.740000,True,True,113.964100,5329.689450,False,True,False,1.000000,True,10,30134,30217,113.964100,0.000000,0.000000,-1.000000,0.000000,4000.000000,2000.000000,40.580600,0.020300,0.468100,72.839700,0.140000,0.000000,0.000000,0.000000,0.000000,72.839725,2000.000000,75.000000,56.250000,40.576835,0.020288,0.468057,0.003765,0.000012,0.000043,review,2.000000,I-66,53170,VI1X,1,501,sov;hov2;hov3;com;apv,0.170000,2,5329.689450,9094.750921,12.000000,60.374114,110-04166,I-66,EASTBOUND,60.000000,1.000000,21.100000,7.350000,I-66,sov;hov2;hov3;com;apv,9.000000,2.000000,2000.000000,75.000000,501.000000,VI1X,53170.000000,"LINESTRING (-77.11426849115134 38.8881003524739, -77.11125876927329 38.88880891861252)",matched,93.740000,2.000000,0.820000,0.936100,4.480000,21.100000,3.670000,0.012531,-8980.786821,False,True,True,False,True,calculation_mismatch
I66_EB,AM,110-04185,EASTBOUND,23.000000,1,40944,41002,41013,0.010000,matched,92.870000,True,True,1018.572500,3268.907960,False,True,False,1.000000,True,10,41002,41013,1018.572500,0.000000,0.000000,-1.000000,0.000000,4000.000000,2000.000000,362.695300,0.181300,0.468100,10.000000,0.009400,0.000000,0.000000,0.000000,0.000000,63.943424,2000.000000,75.000000,56.250000,362.662002,0.181331,0.468057,0.033298,-0.000031,0.000043,review,2.000000,I-66,84223,VI1ZA,1,501,sov;hov2;hov3;trk;apv;com,0.010000,2,3268.907960,9035.025373,10.000000,59.866438,110-04185,I-66,EASTBOUND,23.000000,1.000000,81.020000,5.460000,I-66,sov;hov2;hov3;trk;apv;com,0.000000,2.000000,2000.000000,75.000000,501.000000,VI1ZA,84223.000000,"LINESTRING (-77.5854943490177 38.797948854760705, -77.58524142958058 38.79791442779193)",matched,92.870000,3.000000,0.420000,0.820400,51.030000,81.020000,2.380000,0.112736,-8016.452873,False,False,True,False,True,calculation_mismatch
I66_EB,AM,110-04173,EASTBOUND,46.000000,3,32131,35234,35235,0.120000,matched,87.530000,True,True,2206.373300,12182.310550,False,True,False,1.000000,True,10,35234,35235,2206.373300,0.000000,0.000000,-1.000000,0.000000,8000.000000,2000.000000,392.824900,0.196400,0.468100,63.324100,0.113700,0.000000,0.000000,0.000000,0.000000,63.324090,2000.000000,75.000000,56.250000,392.788809,0.196394,0.468057,0.036091,0.000006,0.000043,review,4.000000,I-66,79347,VI1XB,1,501,sov;hov2;hov3;com;apv,0.120000,4,12182.310550,13941.821028,10.000000,64.836418,110-04173,I-66,EASTBOUND,46.000000,3.000000,7.430000,0.580000,I-66,sov;hov2;hov3;com;apv,9.000000,4.000000,2000.000000,75.000000,501.000000,VI1XB,79347.000000,"LINESTRING (-77.18755870676334 38.90049063841391, -77.18534775241892 38.90020037094646)",matched,87.530000,3.000000,0.270000,1.846700,6.430000,7.430000,5.170000,0.158256,-11735.447728,False,False,True,False,True,calculation_mismatch
I66_EB,AM,110-04173,EASTBOUND,46.000000,1,32558,35471,35473,0.120000,matched,87.530000,True,True,1072.530100,4937.543950,False,True,False,1.000000,True,10,35471,35473,1072.530100,0.000000,0.000000,-1.000000,0.000000,4000.000000,2000.000000,381.908600,0.191000,0.468100,63.546000,0.113300,0.000000,0.000000,0.000000,0.000000,63.545985,2000.000000,75.000000,56.250000,381.873567,0.190937,0.468057,0.035033,0.000063,0.000043,review,2.000000,I-66,73716,VI1X,1,501,sov;hov2;hov3;com;apv,0.120000,2,4937.543950,6970.910513,10.000000,64.836418,110-04173,I-66,EASTBOUND,46.000000,1.000000,6.120000,10.110000,I-66,sov;hov2;hov3;com;apv,9.000000,2.000000,2000.000000,75.000000,501.000000,VI1X,73716.000000,"LINESTRING (-77.19019055550687 38.90048638340464, -77.18804720693507 38.90052005646447)",matched,87.530000,3.000000,0.270000,1.846700,6.430000,7.430000,5.170000,0.153858,-5898.380413,False,False,True,False,True,calculation_mismatch
I66_EB,AM,110N04174,EASTBOUND,45.000000,2,32556,35469,35471,0.150000,matched,81.020000,True,True,1072.530100,4937.543950,False,True,False,1.000000,True,10,35469,35471,1072.530100,0.000000,0.000000,-1.000000,0.000000,4000.000000,2000.000000,381.908600,0.191000,0.468100,63.546000,0.141600,0.000000,0.000000,0.000000,0.000000,63.545985,2000.000000,75.000000,56.250000,381.873567,0.190937,0.468057,0.035033,0.000063,0.000043,review,2.000000,I-66,73710,VI1X,1,501,sov;hov2;hov3;com;apv,0.150000,2,4937.543950,7813.354201,12.000000,66.537618,110N04174,I-66,EASTBOUND,45.000000,2.000000,207.370000,10.180000,I-66,sov;hov2;hov3;com;apv,9.000000,2.000000,2000.000000,75.000000,501.000000,VI1X,73710.000000,"LINESTRING (-77.19297946344787 38.90008916620966, -77.19019055550687 38.90048638340464)",matched,81.020000,2.000000,0.630000,0.937100,50.000000,207.370000,10.330000,0.137269,-6740.824101,False,False,True,False,True,calculation_mismatch
I66_EB,AM,110N04163,EASTBOUND,67.000000,1,26306,30210,30211,0.320000,review_length,48.150000,True,True,726.294500,3267.340580,False,True,False,1.000000,True,10,30210,30211,726.294500,0.000000,0.000000,-1.000000,0.000000,1900.000000,1900.000000,242.098200,0.127400,1.000000,30.519100,0.629100,0.000000,0.000000,0.000000,0.000000,30.519099,1900.000000,63.000000,47.250000,242.098167,0.127420,1.000000,0.000033,-0.000020,0.000000,reconciled,1.000000,I-66,67394,,1,101,sov;hov2;hov3;trk;apv;com,0.320000,1,3267.340580,4604.506008,12.000000,50.557276,110-04162,I-66,EASTBOUND,67.000000,1.000000,15.300000,9.840000,I-66,sov;hov2;hov3;trk;apv;com,0.000000,1.000000,1900.000000,63.000000,101.000000,,67394.000000,"LINESTRING (-77.06839801447593 38.89708189824236, -77.06753643243265 38.89259308776287)",review_length,48.150000,1.000000,0.320000,3.640000,15.300000,15.300000,9.840000,0.157736,-3878.211508,False,False,True,True,True,mapmatching_review
I66_EB,AM,110-04174,EASTBOUND,44.000000,1,32576,35484,35479,0.460000,matched,98.310000,True,True,7825.684800,8701.883790,False,True,False,1.000000,True,10,35484,35479,7825.684800,0.000000,0.000000,-1.000000,0.000000,6000.000000,2000.000000,1857.723500,0.928900,0.468100,45.620500,0.605000,0.000000,0.000000,0.000000,0.000000,45.620469,2000.000000,75.000000,56.250000,1857.552945,0.928776,0.468057,0.170555,0.000124,0.000043,review,3.000000,I-66,63431,VI1X,1,501,sov;hov2;hov3;com;apv,0.460000,3,8701.883790,11655.023203,12.000000,65.994512,110-04174,I-66,EASTBOUND,44.000000,1.000000,0.000000,0.840000,I-66,sov;hov2;hov3;com;apv,9.000000,3.000000,2000.000000,75.000000,501.000000,VI1X,63431.000000,"LINESTRING (-77.21729759320333 38.88708096647303, -77.21038790047362 38.8908992482105)",matched,98.310000,2.000000,1.110000,0.989500,0.000000,0.000000,0.500000,0.671443,-3829.338403,False,False,False,False,True,calculation_mismatch
I66_EB,AM,110-04186,EASTBOUND,21.000000,1,40900,40986,40405,0.530000,matched,98.190000,True,True,2344.084300,808.977840,False,True,False,1.000000,True,10,40986,40405,2344.084300,0.000000,0.000000,-1.000000,0.000000,4000.000000,2000.000000,834.686100,0.417300,0.468100,56.044600,0.567400,0.000000,0.000000,0.000000,0.000000,56.044566,2000.000000,75.000000,56.250000,834.609521,0.417305,0.468057,0.076579,-0.000005,0.000043,review,2.000000,I-66,79072,VI1ZB,1,501,sov;hov2;hov3;trk;apv;com,0.530000,2,808.977840,8602.462657,12.000000,67.590478,110-04186,I-66,EASTBOUND,21.000000,1.000000,30.530000,0.370000,I-66,sov;hov2;hov3;trk;apv;com,0.000000,2.000000,2000.000000,75.000000,501.000000,VI1ZB,79072.000000,"LINESTRING (-77.63573204197354 38.81584427373882, -77.62742794744149 38.8118445743616)",matched,98.190000,2.000000,1.660000,0.983200,24.170000,30.530000,0.290000,0.272490,-6258.378357,False,False,False,False,True,calculation_mismatch
I66_EB,AM,110N04178,EASTBOUND,38.000000,1,31795,35067,35065,0.990000,matched,98.010000,True,True,12394.248400,17059.232420,False,True,False,1.000000,True,10,35067,35065,12394.248400,0.000000,0.000000,-1.000000,0.000000,7600.000000,1900.000000,2369.074500,1.246900,0.436000,35.935400,1.653000,4.269153,6.000000,8.250000,9.000000,19.588368,554.928420,63.000000,47.250000,2368.931269,1.246806,0.435974,0.143231,0.000094,0.000026,review,4.000000,I-66,79191,VI1Y,1,201,sov;hov2;hov3;trk;apv;com,0.990000,4,17059.232420,20009.339931,12.000000,64.103641,110+58634;110N04178;110P58633,I-66,EASTBOUND,38.000000,1.000000,49.700000,0.090000,I-66,sov;hov2;hov3;trk;apv;com,0.000000,4.000000,1900.000000,63.000000,201.000000,VI1Y,79191.000000,"LINESTRING (-77.31727881453455 38.867252787337485, -77.29942902122235 38.87042187858659)",matched,98.010000,1.000000,0.990000,0.995500,49.700000,49.700000,0.090000,0.619423,-7615.091531,False,False,False,False,True,calculation_mismatch
I66_EB,AM,110-04180,EASTBOUND,33.000000,2,31395,34890,36691,0.800000,matched,96.240000,True,True,12515.253300,17269.074220,False,True,False,1.000000,True,10,34890,36691,12515.253300,0.000000,0.000000,-1.000000,0.000000,7600.000000,1900.000000,1848.911400,0.973100,0.564100,39.845700,1.204600,3.296071,6.925982,7.750000,9.000000,22.612410,560.944076,63.000000,47.250000,1848.852641,0.973080,0.564082,0.058759,0.000020,0.000018,review,4.000000,I-66,80107,VI1Z,1,201,sov;hov2;hov3;trk;apv;com,0.800000,4,17269.074220,19562.376321,12.000000,63.488540,110+58631;110-04180;110P58631,I-66,EASTBOUND,33.000000,2.000000,16.090000,0.020000,I-66,sov;hov2;hov3;trk;apv;com,0.000000,4.000000,1900.000000,63.000000,201.000000,VI1Z,80107.000000,"LINESTRING (-77.37713621991361 38.85638267891024, -77.36268141004331 38.85900403248128)",matched,96.240000,2.000000,0.920000,1.192200,16.090000,16.090000,0.040000,0.639761,-7047.123021,False,False,False,False,True,calculation_mismatch
I66_EB,AM,110+58630,EASTBOUND,10.000000,2,31818,35076,34888,0.320000,matched,96.060000,True,True,11283.305000,17442.171880,False,True,False,1.000000,True,10,35076,34888,11283.305000,0.000000,0.000000,-1.000000,0.000000,9500.000000,1900.000000,1721.549400,0.906100,0.436900,40.927900,0.469100,0.000000,0.000000,0.000000,0.000000,40.927910,1900.000000,63.000000,47.250000,1721.721981,0.906169,0.436944,-0.172581,-0.000069,-0.000044,review,5.000000,I-66,79153,VI1Z,1,201,sov;hov2;hov3;trk;apv;com,0.320000,5,17442.171880,21349.621088,12.000000,68.290537,110+58630,I-66,EASTBOUND,10.000000,2.000000,26.750000,0.130000,I-66,sov;hov2;hov3;trk;apv;com,0.000000,5.000000,1900.000000,63.000000,201.000000,VI1Z,79153.000000,"LINESTRING (-77.42798628851956 38.84715167723787, -77.422188541817 38.84822168779405)",matched,96.060000,5.000000,2.370000,1.122600,19.470000,26.750000,0.640000,0.528501,-10066.316088,False,False,False,False,True,calculation_mismatch
I66_EB,MD,110-04183,EASTBOUND,27.000000,1,39146,40373,40370,0.450000,review_low_confidence,53.190000,True,True,5085.234800,2306.102540,False,True,False,1.000000,True,10,40373,40370,5085.234800,0.000000,0.000000,-1.000000,0.000000,4000.000000,2000.000000,423.769600,0.211900,1.000000,67.398300,0.400600,0.000000,0.000000,0.000000,0.000000,67.398288,2000.000000,75.000000,56.250000,423.769567,0.211885,1.000000,0.000033,0.000015,0.000000,reconciled,2.000000,I-66,79124,VI1ZA,1,501,sov;hov2;hov3;trk;apv;com,0.450000,2,2306.102540,20852.017977,24.000000,61.506254,110-04183,I-66,EASTBOUND,27.000000,1.000000,0.000000,21.320000,I-66,sov;hov2;hov3;trk;apv;com,0.000000,2.000000,2000.000000,75.000000,501.000000,VI1ZA,79124.000000,"LINESTRING (-77.51631984673872 38.801674889205145, -77.5082092166323 38.802973589987104)",review_low_confidence,53.190000,6.000000,4.400000,1.023900,847.660000,1591.580000,9.880000,0.243873,-15766.783177,False,False,True,True,True,mapmatching_review
I66_EB,MD,110-04184,EASTBOUND,25.000000,3,39151,40378,40374,0.520000,matched,98.280000,True,True,5085.234800,2306.102540,False,True,False,1.000000,True,10,40378,40374,5085.234800,0.000000,0.000000,-1.000000,0.000000,4000.000000,2000.000000,1065.340000,0.532700,0.397800,58.458600,0.533700,0.000000,0.000000,0.000000,0.000000,58.458632,2000.000000,75.000000,56.250000,1065.282973,0.532641,0.397779,0.057027,0.000059,0.000021,review,2.000000,I-66,79117,VI1ZA,1,501,sov;hov2;hov3;trk;apv;com,0.520000,2,2306.102540,19812.868801,24.000000,64.231612,110-04184,I-66,EASTBOUND,25.000000,3.000000,41.840000,0.010000,I-66,sov;hov2;hov3;trk;apv;com,0.000000,2.000000,2000.000000,75.000000,501.000000,VI1ZA,79117.000000,"LINESTRING (-77.5323092671473 38.800573334918305, -77.52276971089418 38.80123428835739)",matched,98.280000,3.000000,2.230000,1.009000,44.620000,47.410000,0.060000,0.256663,-14727.634001,False,False,False,False,True,calculation_mismatch
I66_EB,MD,110-04184,EASTBOUND,25.000000,1,39156,40382,41015,1.110000,matched,98.280000,True,True,2680.131600,1130.816770,False,True,False,1.000000,True,10,40382,41015,2680.131600,0.000000,0.000000,-1.000000,0.000000,4000.000000,2000.000000,561.478800,0.280700,0.397800,65.254500,1.020600,0.000000,0.000000,0.000000,0.000000,65.254533,2000.000000,75.000000,56.250000,561.448718,0.280724,0.397779,0.030082,-0.000024,0.000021,review,2.000000,I-66,79537,VI1ZA,1,501,sov;hov2;hov3;trk;apv;com,1.110000,2,1130.816770,19812.868801,24.000000,64.231612,110-04184,I-66,EASTBOUND,25.000000,1.000000,47.410000,0.070000,I-66,sov;hov2;hov3;trk;apv;com,0.000000,2.000000,2000.000000,75.000000,501.000000,VI1ZA,79537.000000,"LINESTRING (-77.56395719536246 38.79841466993867, -77.5434304747342 38.79981912209301)",matched,98.280000,3.000000,2.230000,1.009000,44.620000,47.410000,0.060000,0.135272,-17132.737201,False,False,False,False,True,calculation_mismatch
I66_EB,MD,110-04186,EASTBOUND,21.000000,1,40900,40986,40405,0.530000,matched,98.190000,True,True,4293.825700,946.476620,False,True,False,1.000000,True,10,40986,40405,4293.825700,0.000000,0.000000,-1.000000,0.000000,4000.000000,2000.000000,899.542400,0.449800,0.397800,60.532100,0.525300,0.000000,0.000000,0.000000,0.000000,60.532067,2000.000000,75.000000,56.250000,899.494239,0.449747,0.397779,0.048161,0.000053,0.000021,review,2.000000,I-66,79072,VI1ZB,1,501,sov;hov2;hov3;trk;apv;com,0.530000,2,946.476620,16658.603092,24.000000,68.024366,110-04186,I-66,EASTBOUND,21.000000,1.000000,30.530000,0.370000,I-66,sov;hov2;hov3;trk;apv;com,0.000000,2.000000,2000.000000,75.000000,501.000000,VI1ZB,79072.000000,"LINESTRING (-77.63573204197354 38.81584427373882, -77.62742794744149 38.8118445743616)",matched,98.190000,2.000000,1.660000,0.983200,24.170000,30.530000,0.290000,0.257754,-12364.777392,False,False,False,False,True,calculation_mismatch
I66_EB,MD,110+58630,EASTBOUND,10.000000,2,31818,35076,34888,0.320000,matched,96.060000,True,True,16366.076600,30271.228520,False,True,False,1.000000,True,10,35076,34888,16366.076600,0.000000,0.000000,-1.000000,0.000000,9500.000000,1900.000000,1025.575000,0.539800,0.531900,40.554000,0.473400,0.000000,0.000000,0.000000,0.000000,40.554041,1900.000000,63.000000,47.250000,1025.636185,0.539809,0.531932,-0.061185,-0.000009,-0.000032,review,5.000000,I-66,79153,VI1Z,1,201,sov;hov2;hov3;trk;apv;com,0.320000,5,30271.228520,39952.245411,24.000000,68.974967,110+58630,I-66,EASTBOUND,10.000000,2.000000,26.750000,0.130000,I-66,sov;hov2;hov3;trk;apv;com,0.000000,5.000000,1900.000000,63.000000,201.000000,VI1Z,79153.000000,"LINESTRING (-77.42798628851956 38.84715167723787, -77.422188541817 38.84822168779405)",matched,96.060000,5.000000,2.370000,1.122600,19.470000,26.750000,0.640000,0.409641,-23586.168811,False,False,False,False,True,calculation_mismatch
